Strategy,TotalTrades,WinRate,AvgPnlPerTrade,FinalPortfolio,CompoundFactor,MaxDrawdown,MaxDrawdownPct,StdDevReturns,RiskAdjustedScore,AvgPerTradeMaxDrawdown,AvgRiskRatio,SharpeRatio,LossClampEnabled,MinPnlFloor
PT1.5_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.92,1607.06,16.0706,131.29,8.15,205.72,0.0733,2.99,7.19,1.7685,Yes,0.85
PT2_SL15_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.93,1600.32,16.0032,131.07,8.17,205.91,0.0729,2.99,7.19,1.7679,No,0.8
PT2_SL15_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.93,1600.32,16.0032,131.07,8.17,205.91,0.0729,2.99,7.19,1.7679,Yes,0.8
PT2_SL15_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.93,1600.32,16.0032,131.07,8.17,205.91,0.0729,2.99,7.19,1.7679,Yes,0.85
PT2_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.93,1600.32,16.0032,131.07,8.17,205.91,0.0729,2.99,7.19,1.7679,Yes,0.85
PT2_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.93,1600.32,16.0032,131.07,8.17,205.91,0.0729,2.99,7.19,1.7679,Yes,0.85
PT1.5-2_SL15_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.62,1528.74,15.2874,125.00,8.15,205.50,0.0695,2.99,7.19,1.7472,No,0.8
PT1.5-2_SL15_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.62,1528.74,15.2874,125.00,8.15,205.50,0.0695,2.99,7.19,1.7472,Yes,0.8
PT1.5-2_SL15_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.62,1528.74,15.2874,125.00,8.15,205.50,0.0695,2.99,7.19,1.7472,Yes,0.85
PT1.5-2_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.62,1528.74,15.2874,125.00,8.15,205.50,0.0695,2.99,7.19,1.7472,Yes,0.85
PT1.5-2_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.62,1528.74,15.2874,125.00,8.15,205.50,0.0695,2.99,7.19,1.7472,Yes,0.85
PT2-3_SL15_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.62,1525.10,15.2510,124.90,8.17,205.59,0.0693,2.99,7.19,1.7470,No,0.8
PT2-3_SL15_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.62,1525.10,15.2510,124.90,8.17,205.59,0.0693,2.99,7.19,1.7470,Yes,0.8
PT2-3_SL15_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.62,1525.10,15.2510,124.90,8.17,205.59,0.0693,2.99,7.19,1.7470,Yes,0.85
PT2-3_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.62,1525.10,15.2510,124.90,8.17,205.59,0.0693,2.99,7.19,1.7470,Yes,0.85
PT2-3_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp85,192,51.04,22.62,1525.10,15.2510,124.90,8.17,205.59,0.0693,2.99,7.19,1.7470,Yes,0.85
PT1.5_SL20_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.58,1509.43,15.0943,134.11,8.86,205.79,0.0685,3.33,7.17,1.7418,No,0.8
PT1.5_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.58,1509.43,15.0943,134.11,8.86,205.79,0.0685,3.33,7.17,1.7418,Yes,0.8
PT1.5_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.58,1509.43,15.0943,134.11,8.86,205.79,0.0685,3.33,7.17,1.7418,Yes,0.8
PT2_SL20_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.59,1503.12,15.0312,133.88,8.88,205.98,0.0681,3.33,7.17,1.7413,No,0.8
PT2_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.59,1503.12,15.0312,133.88,8.88,205.98,0.0681,3.33,7.17,1.7413,Yes,0.8
PT2_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.59,1503.12,15.0312,133.88,8.88,205.98,0.0681,3.33,7.17,1.7413,Yes,0.8
PT1.5_SL25_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.45,1473.01,14.7301,131.37,8.89,205.82,0.0667,3.46,7.17,1.7316,No,0.8
PT2_SL25_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.46,1466.90,14.6690,131.15,8.92,206.01,0.0664,3.46,7.17,1.7310,No,0.8
PT1.5-2_SL20_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.28,1435.73,14.3573,127.67,8.87,205.56,0.0650,3.33,7.17,1.7206,No,0.8
PT1.5-2_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.28,1435.73,14.3573,127.67,8.87,205.56,0.0650,3.33,7.17,1.7206,Yes,0.8
PT1.5-2_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.28,1435.73,14.3573,127.67,8.87,205.56,0.0650,3.33,7.17,1.7206,Yes,0.8
PT2-3_SL20_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.29,1432.30,14.3230,127.57,8.88,205.65,0.0648,3.33,7.17,1.7203,No,0.8
PT2-3_SL20_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.29,1432.30,14.3230,127.57,8.88,205.65,0.0648,3.33,7.17,1.7203,Yes,0.8
PT2-3_SL25_TS15@1.5_NoExitCross_KijunSL_Clamp80,192,51.04,22.29,1432.30,14.3230,127.57,8.88,205.65,0.0648,3.33,7.17,1.7203,Yes,0.8
PT1.5-2_SL25_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.15,1401.00,14.0100,125.06,8.90,205.59,0.0633,3.46,7.17,1.7103,No,0.8
PT2-3_SL25_TS15@1.5_NoExitCross_KijunSL_NoClamp,192,51.04,22.16,1397.68,13.9768,124.96,8.92,205.68,0.0631,3.46,7.17,1.7100,No,0.8
PT1.5_SL15_TS20@2_NoExitCross_KijunSL_NoClamp,192,51.04,21.89,1350.32,13.5032,110.63,8.17,205.55,0.0608,2.99,7.19,1.6907,No,0.8
PT1.5_SL15_TS20@2_NoExitCross_KijunSL_Clamp80,192,51.04,21.89,1350.32,13.5032,110.63,8.17,205.55,0.0608,2.99,7.19,1.6907,Yes,0.8
PT1.5_SL15_TS20@2_NoExitCross_KijunSL_Clamp85,192,51.04,21.89,1350.32,13.5032,110.63,8.17,205.55,0.0608,2.99,7.19,1.6907,Yes,0.85
PT1.5_SL20_TS20@2_NoExitCross_KijunSL_Clamp85,192,51.04,21.89,1350.32,13.5032,110.63,8.17,205.55,0.0608,2.99,7.19,1.6907,Yes,0.85
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_Clamp85,192,51.04,21.89,1350.32,13.5032,110.63,8.17,205.55,0.0608,2.99,7.19,1.6907,Yes,0.85
PT1.5_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,192,51.04,21.55,1267.96,12.6796,112.97,8.88,205.62,0.0568,3.33,7.17,1.6641,No,0.8
PT1.5_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,192,51.04,21.55,1267.96,12.6796,112.97,8.88,205.62,0.0568,3.33,7.17,1.6641,Yes,0.8
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,192,51.04,21.55,1267.96,12.6796,112.97,8.88,205.62,0.0568,3.33,7.17,1.6641,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_NoClamp,192,51.04,21.38,1240.94,12.4094,101.67,8.17,205.20,0.0556,2.99,7.19,1.6544,No,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp80,192,51.04,21.38,1240.94,12.4094,101.67,8.17,205.20,0.0556,2.99,7.19,1.6544,Yes,0.8
PT1.5_SL15_NoExitCross_KijunSL_Clamp85,192,51.04,21.38,1240.94,12.4094,101.67,8.17,205.20,0.0556,2.99,7.19,1.6544,Yes,0.85
PT1.5_SL20_NoExitCross_KijunSL_Clamp85,192,51.04,21.38,1240.94,12.4094,101.67,8.17,205.20,0.0556,2.99,7.19,1.6544,Yes,0.85
PT1.5_SL25_NoExitCross_KijunSL_Clamp85,192,51.04,21.38,1240.94,12.4094,101.67,8.17,205.20,0.0556,2.99,7.19,1.6544,Yes,0.85
PT1.5_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,192,51.04,21.42,1237.26,12.3726,110.65,8.92,205.64,0.0553,3.46,7.17,1.6538,No,0.8
PT1.5-2_SL15_TS20@2_NoExitCross_KijunSL_NoClamp,192,51.04,21.32,1224.59,12.2459,100.51,8.19,205.36,0.0548,2.99,7.19,1.6481,No,0.8
PT1.5-2_SL15_TS20@2_NoExitCross_KijunSL_Clamp80,192,51.04,21.32,1224.59,12.2459,100.51,8.19,205.36,0.0548,2.99,7.19,1.6481,Yes,0.8
PT1.5-2_SL15_TS20@2_NoExitCross_KijunSL_Clamp85,192,51.04,21.32,1224.59,12.2459,100.51,8.19,205.36,0.0548,2.99,7.19,1.6481,Yes,0.85
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_Clamp85,192,51.04,21.32,1224.59,12.2459,100.51,8.19,205.36,0.0548,2.99,7.19,1.6481,Yes,0.85
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_Clamp85,192,51.04,21.32,1224.59,12.2459,100.51,8.19,205.36,0.0548,2.99,7.19,1.6481,Yes,0.85
PT1.5_SL20_NoExitCross_KijunSL_NoClamp,192,51.04,21.05,1165.07,11.6507,103.80,8.88,205.26,0.0519,3.33,7.17,1.6277,No,0.8
PT1.5_SL20_NoExitCross_KijunSL_Clamp80,192,51.04,21.05,1165.07,11.6507,103.80,8.88,205.26,0.0519,3.33,7.17,1.6277,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_Clamp80,192,51.04,21.05,1165.07,11.6507,103.80,8.88,205.26,0.0519,3.33,7.17,1.6277,Yes,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_NoClamp,192,51.04,20.98,1155.09,11.5509,94.81,8.19,205.15,0.0514,2.99,7.19,1.6230,No,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_Clamp80,192,51.04,20.98,1155.09,11.5509,94.81,8.19,205.15,0.0514,2.99,7.19,1.6230,Yes,0.8
PT1.5-2_SL15_NoExitCross_KijunSL_Clamp85,192,51.04,20.98,1155.09,11.5509,94.81,8.19,205.15,0.0514,2.99,7.19,1.6230,Yes,0.85
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp85,192,51.04,20.98,1155.09,11.5509,94.81,8.19,205.15,0.0514,2.99,7.19,1.6230,Yes,0.85
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp85,192,51.04,20.98,1155.09,11.5509,94.81,8.19,205.15,0.0514,2.99,7.19,1.6230,Yes,0.85
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,192,51.04,20.98,1149.70,11.4970,102.62,8.90,205.43,0.0511,3.33,7.17,1.6214,No,0.8
PT1.5-2_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,192,51.04,20.98,1149.70,11.4970,102.62,8.90,205.43,0.0511,3.33,7.17,1.6214,Yes,0.8
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,192,51.04,20.98,1149.70,11.4970,102.62,8.90,205.43,0.0511,3.33,7.17,1.6214,Yes,0.8
PT2_SL15_TS20@2_NoExitCross_KijunSL_Clamp85,192,50.00,21.00,1147.60,11.4760,94.54,8.22,205.75,0.0509,3.02,7.63,1.6200,Yes,0.85
PT2_SL20_TS20@2_NoExitCross_KijunSL_Clamp85,192,50.00,21.00,1147.60,11.4760,94.54,8.22,205.75,0.0509,3.02,7.63,1.6200,Yes,0.85
PT2_SL25_TS20@2_NoExitCross_KijunSL_Clamp85,192,50.00,21.00,1147.60,11.4760,94.54,8.22,205.75,0.0509,3.02,7.63,1.6200,Yes,0.85
PT2_SL15_TS20@2_NoExitCross_KijunSL_NoClamp,192,50.00,21.00,1147.60,11.4760,94.54,8.22,205.75,0.0509,3.02,7.63,1.6200,No,0.8
PT2_SL15_TS20@2_NoExitCross_KijunSL_Clamp80,192,50.00,21.00,1147.60,11.4760,94.54,8.22,205.75,0.0509,3.02,7.63,1.6200,Yes,0.8
PT1.5_SL25_NoExitCross_KijunSL_NoClamp,192,51.04,20.92,1136.72,11.3672,101.66,8.92,205.29,0.0505,3.46,7.17,1.6174,No,0.8
PT1.5-2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,192,51.04,20.85,1121.77,11.2177,100.51,8.94,205.45,0.0497,3.46,7.17,1.6111,No,0.8
PT2-3_SL15_TS20@2_NoExitCross_KijunSL_NoClamp,192,50.00,20.73,1100.27,11.0027,90.64,8.22,205.48,0.0487,3.02,7.63,1.6015,No,0.8
PT2-3_SL15_TS20@2_NoExitCross_KijunSL_Clamp80,192,50.00,20.73,1100.27,11.0027,90.64,8.22,205.48,0.0487,3.02,7.63,1.6015,Yes,0.8
PT2-3_SL15_TS20@2_NoExitCross_KijunSL_Clamp85,192,50.00,20.73,1100.27,11.0027,90.64,8.22,205.48,0.0487,3.02,7.63,1.6015,Yes,0.85
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_Clamp85,192,50.00,20.73,1100.27,11.0027,90.64,8.22,205.48,0.0487,3.02,7.63,1.6015,Yes,0.85
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_Clamp85,192,50.00,20.73,1100.27,11.0027,90.64,8.22,205.48,0.0487,3.02,7.63,1.6015,Yes,0.85
PT1.5-2_SL20_NoExitCross_KijunSL_NoClamp,192,51.04,20.64,1084.33,10.8433,96.78,8.90,205.22,0.0480,3.33,7.17,1.5964,No,0.8
PT1.5-2_SL20_NoExitCross_KijunSL_Clamp80,192,51.04,20.64,1084.33,10.8433,96.78,8.90,205.22,0.0480,3.33,7.17,1.5964,Yes,0.8
PT1.5-2_SL25_NoExitCross_KijunSL_Clamp80,192,51.04,20.64,1084.33,10.8433,96.78,8.90,205.22,0.0480,3.33,7.17,1.5964,Yes,0.8
PT2_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,192,50.00,20.66,1077.37,10.7737,96.51,8.93,205.81,0.0475,3.36,7.61,1.5934,No,0.8
PT2_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,192,50.00,20.66,1077.37,10.7737,96.51,8.93,205.81,0.0475,3.36,7.61,1.5934,Yes,0.8
PT2_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,192,50.00,20.66,1077.37,10.7737,96.51,8.93,205.81,0.0475,3.36,7.61,1.5934,Yes,0.8
PT1.5-2_SL25_NoExitCross_KijunSL_NoClamp,192,51.04,20.51,1057.90,10.5790,94.79,8.94,205.24,0.0467,3.46,7.17,1.5861,No,0.8
PT2_SL15_NoExitCross_KijunSL_NoClamp,192,50.00,20.49,1056.48,10.5648,87.03,8.22,205.33,0.0466,3.02,7.63,1.5841,No,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp80,192,50.00,20.49,1056.48,10.5648,87.03,8.22,205.33,0.0466,3.02,7.63,1.5841,Yes,0.8
PT2_SL15_NoExitCross_KijunSL_Clamp85,192,50.00,20.49,1056.48,10.5648,87.03,8.22,205.33,0.0466,3.02,7.63,1.5841,Yes,0.85
PT2_SL20_NoExitCross_KijunSL_Clamp85,192,50.00,20.49,1056.48,10.5648,87.03,8.22,205.33,0.0466,3.02,7.63,1.5841,Yes,0.85
PT2_SL25_NoExitCross_KijunSL_Clamp85,192,50.00,20.49,1056.48,10.5648,87.03,8.22,205.33,0.0466,3.02,7.63,1.5841,Yes,0.85
PT2_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,192,50.00,20.53,1051.24,10.5124,94.53,8.97,205.84,0.0462,3.49,7.60,1.5832,No,0.8
PT2-3_SL15_NoExitCross_KijunSL_NoClamp,192,50.00,20.43,1045.36,10.4536,86.12,8.22,205.28,0.0461,3.02,7.63,1.5795,No,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp80,192,50.00,20.43,1045.36,10.4536,86.12,8.22,205.28,0.0461,3.02,7.63,1.5795,Yes,0.8
PT2-3_SL15_NoExitCross_KijunSL_Clamp85,192,50.00,20.43,1045.36,10.4536,86.12,8.22,205.28,0.0461,3.02,7.63,1.5795,Yes,0.85
PT2-3_SL20_NoExitCross_KijunSL_Clamp85,192,50.00,20.43,1045.36,10.4536,86.12,8.22,205.28,0.0461,3.02,7.63,1.5795,Yes,0.85
PT2-3_SL25_NoExitCross_KijunSL_Clamp85,192,50.00,20.43,1045.36,10.4536,86.12,8.22,205.28,0.0461,3.02,7.63,1.5795,Yes,0.85
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_NoClamp,192,50.00,20.39,1032.83,10.3283,92.52,8.93,205.54,0.0454,3.36,7.61,1.5749,No,0.8
PT2-3_SL20_TS20@2_NoExitCross_KijunSL_Clamp80,192,50.00,20.39,1032.83,10.3283,92.52,8.93,205.54,0.0454,3.36,7.61,1.5749,Yes,0.8
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_Clamp80,192,50.00,20.39,1032.83,10.3283,92.52,8.93,205.54,0.0454,3.36,7.61,1.5749,Yes,0.8
PT2-3_SL25_TS20@2_NoExitCross_KijunSL_NoClamp,192,50.00,20.26,1007.71,10.0771,90.61,8.97,205.57,0.0442,3.49,7.60,1.5647,No,0.8
PT2_SL20_NoExitCross_KijunSL_NoClamp,192,50.00,20.15,991.67,9.9167,88.83,8.93,205.39,0.0434,3.36,7.61,1.5575,No,0.8
PT2_SL20_NoExitCross_KijunSL_Clamp80,192,50.00,20.15,991.67,9.9167,88.83,8.93,205.39,0.0434,3.36,7.61,1.5575,Yes,0.8
PT2_SL25_NoExitCross_KijunSL_Clamp80,192,50.00,20.15,991.67,9.9167,88.83,8.93,205.39,0.0434,3.36,7.61,1.5575,Yes,0.8
PT2-3_SL20_NoExitCross_KijunSL_NoClamp,192,50.00,20.09,981.20,9.8120,87.90,8.93,205.34,0.0429,3.36,7.61,1.5529,No,0.8
PT2-3_SL20_NoExitCross_KijunSL_Clamp80,192,50.00,20.09,981.20,9.8120,87.90,8.93,205.34,0.0429,3.36,7.61,1.5529,Yes,0.8
PT2-3_SL25_NoExitCross_KijunSL_Clamp80,192,50.00,20.09,981.20,9.8120,87.90,8.93,205.34,0.0429,3.36,7.61,1.5529,Yes,0.8
PT2_SL25_NoExitCross_KijunSL_NoClamp,192,50.00,20.02,967.52,9.6752,87.00,8.97,205.41,0.0422,3.49,7.60,1.5472,No,0.8
PT2-3_SL25_NoExitCross_KijunSL_NoClamp,192,50.00,19.96,957.29,9.5729,86.08,8.97,205.37,0.0417,3.49,7.60,1.5426,No,0.8
PT2_SL15_TS10@1.3_ExitCross_KijunSL_Clamp85,192,50.52,9.60,562.90,5.6290,22.86,4.05,31.40,0.1474,3.16,6.60,4.8533,Yes,0.85
PT2_SL20_TS10@1.3_ExitCross_KijunSL_Clamp85,192,50.52,9.60,562.90,5.6290,22.86,4.05,31.40,0.1474,3.16,6.60,4.8533,Yes,0.85
PT2_SL25_TS10@1.3_ExitCross_KijunSL_Clamp85,192,50.52,9.60,562.90,5.6290,22.86,4.05,31.40,0.1474,3.16,6.60,4.8533,Yes,0.85
PT2_SL15_TS10@1.3_ExitCross_KijunSL_NoClamp,192,50.52,9.60,562.90,5.6290,22.86,4.05,31.40,0.1474,3.16,6.60,4.8533,No,0.8
PT2_SL15_TS10@1.3_ExitCross_KijunSL_Clamp80,192,50.52,9.60,562.90,5.6290,22.86,4.05,31.40,0.1474,3.16,6.60,4.8533,Yes,0.8
