Strategy,Total PnL %,Total Trades,Win Rate %,Avg Win,Avg Loss,Profit Factor,Sharpe Ratio,Max Drawdown %,Trailing Stop %,Stop Activation,Min Exit %,Profit Targets
"Strategy_839","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","35","5.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_859","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","40","2.5x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_869","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","40","3.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_879","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","40","3.5x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_899","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","40","4.5x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_909","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","40","5.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_929","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","45","2.5x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_939","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","45","3.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_949","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","45","3.5x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_969","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","45","4.5x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_979","41.53","238","20.59","3.3092","0.3349","2.56","0.06","24.03","45","5.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_19","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","15","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_39","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","15","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_49","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","15","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_59","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","15","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_89","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","20","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_109","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","20","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_119","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","20","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_129","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","20","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_159","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","25","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_179","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","25","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_189","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","25","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_199","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","25","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_229","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","30","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_249","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","30","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_259","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","30","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_269","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","30","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_299","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","35","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_319","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","35","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_329","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","35","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_339","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","35","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_369","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","40","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_389","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","40","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_399","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","40","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_409","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","40","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_439","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","45","2.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_459","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","45","3.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_469","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","45","4.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_479","41.52","238","17.65","3.8718","0.3255","2.55","0.06","23.28","45","4.5x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1119","41.38","238","17.23","4.0938","0.3521","2.42","0.13","22.15","20","5.0x","60","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_2948","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","15","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_2958","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","15","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_2968","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","15","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_2978","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","15","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_2998","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","15","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3008","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","15","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3018","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","20","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3028","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","20","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3038","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","20","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3048","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","20","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3068","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","20","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3078","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","20","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3088","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","25","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3098","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","25","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3108","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","25","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3118","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","25","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3138","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","25","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3148","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","25","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3158","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","30","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3168","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","30","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3178","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","30","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3188","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","30","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3208","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","30","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3218","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","30","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3228","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","35","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3238","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","35","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3248","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","35","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3258","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","35","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3278","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","35","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3288","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","35","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3298","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","40","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3308","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","40","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3318","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","40","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3328","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","40","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3348","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","40","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3358","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","40","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3368","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","45","2.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3378","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","45","2.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3388","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","45","3.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3398","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","45","3.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3418","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","45","4.5x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_3428","41.02","238","12.61","6.3303","0.4436","2.06","0.05","32.55","45","5.0x","50","[{""target"":4,""percent"":0.1}]"
"Strategy_1478","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","15","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1488","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","15","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1508","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","15","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1518","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","15","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1528","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","15","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1548","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","20","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1558","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","20","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1578","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","20","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1588","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","20","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1598","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","20","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1618","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","25","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1628","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","25","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1648","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","25","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1658","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","25","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1668","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","25","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1688","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","30","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1698","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","30","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1718","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","30","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1728","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","30","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1738","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","30","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1758","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","35","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1768","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","35","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1788","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","35","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1798","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","35","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1808","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","35","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1828","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","40","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1838","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","40","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1858","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","40","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1868","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","40","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1878","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","40","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1898","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","45","2.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1908","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","45","2.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1928","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","45","3.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1938","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","45","4.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1948","40.90","238","12.18","6.5416","0.4419","2.05","0.05","32.69","45","4.5x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_2659","40.77","238","17.23","4.1968","0.3809","2.29","0.12","24.98","25","5.0x","60","[{""target"":5,""percent"":0.05}]"
"Strategy_2518","40.57","238","17.23","4.6186","0.4711","2.04","0.11","25.17","15","5.0x","50","[{""target"":5,""percent"":0.05}]"
"Strategy_69","39.60","238","17.65","3.7631","0.3255","2.48","0.14","20.35","15","5.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1679","39.43","238","17.23","4.0667","0.3700","2.29","0.12","24.38","25","5.0x","60","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_1538","38.89","238","17.23","4.4664","0.4597","2.02","0.11","24.68","15","5.0x","50","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_2588","38.53","238","17.23","4.5002","0.4711","1.99","0.11","26.07","20","5.0x","50","[{""target"":5,""percent"":0.05}]"
"Strategy_139","38.10","238","17.65","3.6779","0.3255","2.42","0.14","20.53","20","5.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_988","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","15","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1008","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","15","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1018","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","15","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1028","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","15","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1038","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","15","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1058","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","20","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1078","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","20","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1088","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","20","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1098","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","20","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1108","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","20","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1128","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","25","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1148","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","25","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1158","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","25","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1168","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","25","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1178","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","25","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1198","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","30","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1218","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","30","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1228","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","30","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1238","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","30","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1248","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","30","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1268","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","35","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1288","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","35","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1298","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","35","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1308","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","35","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1318","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","35","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1338","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","40","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1358","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","40","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1368","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","40","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1378","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","40","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1388","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","40","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1408","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","45","2.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1428","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","45","3.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1438","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","45","3.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1448","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","45","4.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1458","37.55","238","17.23","4.2976","0.4408","2.03","0.05","31.41","45","4.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1968","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","15","2.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_1978","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","15","2.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_1998","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","15","3.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2008","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","15","4.0x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
"Strategy_2018","37.02","238","15.13","4.9432","0.4448","1.98","0.05","31.11","15","4.5x","50","[{""target"":3,""percent"":0.1},{""target"":6,""percent"":0.1}]"
