Strategy,Total PnL %,Total Trades,Win Rate %,Avg Win,Avg Loss,Profit Factor,Sharpe Ratio,Max Drawdown %,Trailing Stop %,Stop Activation,Min Exit %,Profit Targets
"Strategy_1068","13.49","238","29.83","1.5536","0.4683","1.41","0.11","28.32","20","2.5x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_15","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","15","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_35","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","15","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_45","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","15","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_55","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","15","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_85","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","20","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_105","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","20","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_115","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","20","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_125","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","20","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_155","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","25","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_175","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","25","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_185","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","25","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_195","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","25","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_225","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","30","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_245","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","30","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_255","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","30","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_265","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","30","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_295","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","35","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_315","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","35","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_325","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","35","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_335","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","35","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_365","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","40","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_385","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","40","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_395","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","40","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_405","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","40","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_435","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","45","2.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_455","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","45","3.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_465","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","45","4.0x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_475","13.45","238","17.65","3.8006","0.6511","1.25","0.02","50.05","45","4.5x","20","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_206","13.40","238","17.65","3.4597","0.5786","1.28","0.05","46.79","25","5.0x","30","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1533","13.37","238","17.23","4.4664","0.7680","1.21","0.04","54.74","15","5.0x","10","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_3432","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3442","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3452","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3462","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3472","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3482","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3492","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","15","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3502","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3512","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3522","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3532","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3542","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3552","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3562","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","20","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3572","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3582","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3592","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3602","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3612","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3622","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3632","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","25","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3642","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3652","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3662","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3672","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3682","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3692","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3702","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","30","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3712","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3722","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3732","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3742","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3752","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3762","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3772","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","35","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3782","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3792","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3802","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3812","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3822","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3832","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3842","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","40","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3852","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","2.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3862","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","2.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3872","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","3.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3882","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","3.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3892","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","4.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3902","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","4.5x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_3912","13.32","238","12.18","6.8329","0.7965","1.19","0.01","54.04","45","5.0x","5","[{""target"":6,""percent"":0.05}]"
"Strategy_889","13.31","238","20.59","1.9385","0.3349","1.50","0.12","21.44","40","4.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_1468","13.23","238","17.23","2.8859","0.4408","1.36","0.06","43.36","45","5.0x","50","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_2987","13.18","238","20.17","2.8668","0.5591","1.30","0.08","26.33","15","4.0x","40","[{""target"":4,""percent"":0.1}]"
"Strategy_709","13.15","238","38.66","0.9411","0.3786","1.57","0.14","17.15","30","2.0x","60","[{""target"":2,""percent"":0.15},{""target"":4,""percent"":0.15}]"
"Strategy_2655","13.02","238","17.23","4.1968","0.7162","1.22","0.04","65.04","25","5.0x","20","[{""target"":5,""percent"":0.05}]"
"Strategy_1044","13.00","238","17.23","4.1935","0.7157","1.22","0.04","50.42","15","5.0x","15","[{""target"":2.5,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_1746","13.00","238","17.23","3.7803","0.6298","1.25","0.04","60.75","30","5.0x","30","[{""target"":3,""percent"":0.05},{""target"":5,""percent"":0.05}]"
"Strategy_219","12.95","238","38.66","0.9358","0.3786","1.56","0.14","17.80","30","2.0x","60","[{""target"":2,""percent"":0.1},{""target"":3,""percent"":0.1},{""target"":5,""percent"":0.1}]"
"Strategy_2512","12.94","238","17.23","4.6186","0.8049","1.19","0.03","57.45","15","5.0x","5","[{""target"":5,""percent"":0.05}]"
"Strategy_2583","12.92","238","17.23","4.5002","0.7805","1.20","0.04","64.68","20","5.0x","10","[{""target"":5,""percent"":0.05}]"
"Strategy_2451","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","15","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2461","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","15","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2471","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","15","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2481","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","15","3.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2491","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","15","4.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2501","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","15","4.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2521","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","20","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2531","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","20","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2541","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","20","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2551","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","20","3.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2561","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","20","4.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2571","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","20","4.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2591","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","25","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2601","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","25","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2611","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","25","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2621","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","25","3.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2631","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","25","4.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2641","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","25","4.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2661","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","30","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2671","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","30","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2681","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","30","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2691","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","30","3.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2701","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","30","4.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2711","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","30","4.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2731","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","35","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2741","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","35","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2751","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","35","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2761","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","35","3.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2771","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","35","4.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2781","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","35","4.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2801","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","40","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2811","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","40","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2821","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","40","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2831","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","40","3.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2841","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","40","4.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2851","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","40","4.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2871","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","45","2.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2881","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","45","2.5x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2891","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","45","3.0x","2","[{""target"":5,""percent"":0.05}]"
"Strategy_2901","12.91","238","12.18","6.8178","0.7990","1.18","0.01","54.19","45","3.5x","2","[{""target"":5,""percent"":0.05}]"
