TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter
74,2025-07-21T14:56:49.000Z,0.996660,13.22,-0.04,137.08,137.04
75,2025-07-21T15:02:23.000Z,0.994430,13.22,-0.07,137.04,136.97
76,2025-07-21T15:35:10.000Z,1.122555,13.22,1.62,136.97,138.59
77,2025-07-21T15:40:31.000Z,0.829262,13.22,-2.26,138.59,136.33
78,2025-07-21T15:53:15.000Z,2.845243,13.22,24.39,136.33,160.72
79,2025-07-21T15:54:37.000Z,2.266464,13.22,16.74,160.72,177.46
80,2025-07-21T16:02:35.000Z,0.977412,13.22,-0.30,177.46,177.16
81,2025-07-21T16:35:44.000Z,1.035204,13.22,0.47,177.16,177.63
82,2025-07-21T16:55:58.000Z,1.047066,13.22,0.62,177.63,178.25
83,2025-07-21T18:26:46.000Z,1.001304,13.22,0.02,178.25,178.27
84,2025-07-21T18:29:00.000Z,1.611875,13.22,8.09,178.27,186.36
85,2025-07-21T18:33:29.000Z,1.246771,13.22,3.26,186.36,189.62
86,2025-07-21T20:13:54.000Z,0.844808,13.22,-2.05,189.62,187.57
87,2025-07-21T22:46:53.000Z,1.000000,13.22,0.00,187.57,187.57
88,2025-07-22T07:55:13.000Z,0.966229,13.22,-0.45,187.57,187.12
89,2025-07-22T08:00:00.000Z,1.000000,13.22,0.00,187.12,187.12
90,2025-07-22T08:19:12.000Z,1.222479,13.22,2.94,187.12,190.06
91,2025-07-22T11:29:38.000Z,1.004087,13.22,0.05,190.06,190.12
92,2025-07-22T11:58:16.000Z,0.917813,13.22,-1.09,190.12,189.03
93,2025-07-22T13:25:19.000Z,1.140950,13.22,1.86,189.03,190.89
94,2025-07-22T13:25:38.000Z,0.830240,13.22,-2.24,190.89,188.65
95,2025-07-22T16:30:19.000Z,1.000000,13.22,0.00,188.65,188.65
96,2025-07-22T16:35:54.000Z,0.845709,13.22,-2.04,188.65,186.61
97,2025-07-22T20:04:34.000Z,1.002241,13.22,0.03,186.61,186.64
98,2025-07-22T20:04:52.000Z,0.927266,13.22,-0.96,186.64,185.68
99,2025-07-22T20:28:00.000Z,1.114634,13.22,1.52,185.68,187.19
100,2025-07-22T20:31:48.000Z,0.964646,13.22,-0.47,187.19,186.73
101,2025-07-22T21:33:04.000Z,0.992692,13.22,-0.10,186.73,186.63
102,2025-07-22T22:03:55.000Z,0.973031,13.22,-0.36,186.63,186.27
103,2025-07-23T01:24:32.000Z,1.105312,13.22,1.39,186.27,187.66
104,2025-07-23T01:25:30.000Z,0.976694,13.22,-0.31,187.66,187.36
105,2025-07-23T07:46:40.000Z,1.001415,13.22,0.02,187.36,187.37
106,2025-07-23T07:46:57.000Z,1.006154,13.22,0.08,187.37,187.46
107,2025-07-23T07:50:44.000Z,1.278101,13.22,3.68,187.46,191.13
108,2025-07-23T09:29:31.000Z,1.090751,13.22,1.20,191.13,192.33
109,2025-07-23T10:11:24.000Z,0.948638,13.22,-0.68,192.33,191.65
110,2025-07-23T10:12:40.000Z,1.332661,13.22,4.40,191.65,196.05
111,2025-07-23T11:13:47.000Z,1.025877,13.22,0.34,196.05,196.39
112,2025-07-23T11:29:53.000Z,1.007278,13.22,0.10,196.39,196.49
113,2025-07-23T12:23:40.000Z,1.050549,13.22,0.67,196.49,197.16
114,2025-07-23T13:56:05.000Z,1.454349,13.22,6.01,197.16,203.16
115,2025-07-23T14:58:31.000Z,0.805588,13.22,-2.57,203.16,200.59
116,2025-07-23T15:12:10.000Z,1.314343,13.22,4.16,200.59,204.75
117,2025-07-23T16:13:11.000Z,0.859468,13.22,-1.86,204.75,202.89
118,2025-07-23T17:07:49.000Z,1.239904,13.22,3.17,202.89,206.06
119,2025-07-23T19:41:03.000Z,1.037615,13.22,0.50,206.06,206.56
120,2025-07-23T19:41:28.000Z,1.427069,13.22,5.65,206.56,212.20
121,2025-07-23T19:41:46.000Z,0.962047,13.22,-0.50,212.20,211.70
122,2025-07-23T21:56:09.000Z,1.083704,13.22,1.11,211.70,212.81
123,2025-07-23T22:03:44.000Z,0.986089,13.22,-0.18,212.81,212.63
124,2025-07-24T00:41:22.000Z,0.845591,13.22,-2.04,212.63,210.58
125,2025-07-24T00:45:19.000Z,0.987525,13.22,-0.16,210.58,210.42
126,2025-07-24T02:15:46.000Z,1.387111,13.22,5.12,210.42,215.54
127,2025-07-24T07:53:08.000Z,1.306048,13.22,4.05,215.54,219.58
128,2025-07-24T07:54:18.000Z,1.000000,13.22,0.00,219.58,219.58
129,2025-07-24T09:57:08.000Z,1.055227,13.22,0.73,219.58,220.31
130,2025-07-24T10:12:08.000Z,1.384610,13.22,5.08,220.31,225.40
131,2025-07-24T10:39:52.000Z,1.001648,13.22,0.02,225.40,225.42
132,2025-07-24T11:25:57.000Z,0.892322,13.22,-1.42,225.42,224.00
133,2025-07-24T11:26:24.000Z,1.023051,13.22,0.30,224.00,224.30
134,2025-07-24T12:30:10.000Z,0.983804,13.22,-0.21,224.30,224.09
135,2025-07-24T12:41:56.000Z,1.027751,13.22,0.37,224.09,224.45
136,2025-07-24T14:51:57.000Z,1.003325,13.22,0.04,224.45,224.50
137,2025-07-24T16:37:09.000Z,1.391341,13.22,5.17,224.50,229.67
138,2025-07-24T16:45:44.000Z,0.980611,13.22,-0.26,229.67,229.41
139,2025-07-24T16:46:39.000Z,1.499681,13.22,6.61,229.41,236.02
140,2025-07-24T17:15:10.000Z,1.171705,13.22,2.27,236.02,238.29
141,2025-07-24T17:49:16.000Z,1.571025,13.22,7.55,238.29,245.84
142,2025-07-24T18:02:56.000Z,1.181518,13.22,2.40,245.84,248.24
143,2025-07-25T00:06:52.000Z,1.272983,13.22,3.61,248.24,251.85
144,2025-07-25T01:21:36.000Z,1.108355,13.22,1.43,251.85,253.28
145,2025-07-25T11:09:41.000Z,1.384581,13.22,5.08,253.28,258.36
146,2025-07-25T12:45:05.000Z,1.595811,13.22,7.88,258.36,266.24
147,2025-07-25T13:45:44.000Z,1.238818,13.22,3.16,266.24,269.39
148,2025-07-25T14:52:43.000Z,1.026006,13.22,0.34,269.39,269.74
149,2025-07-25T16:04:22.000Z,0.987034,13.22,-0.17,269.74,269.57
150,2025-07-25T18:23:54.000Z,1.012942,13.22,0.17,269.57,269.74
151,2025-07-26T04:03:02.000Z,0.912597,13.22,-1.16,269.74,268.58
152,2025-07-26T04:33:28.000Z,0.958436,13.22,-0.55,268.58,268.03
153,2025-07-26T04:47:19.000Z,0.992728,13.22,-0.10,268.03,267.94
154,2025-07-26T08:27:57.000Z,1.085434,13.22,1.13,267.94,269.07
155,2025-07-26T09:51:05.000Z,0.947947,13.22,-0.69,269.07,268.38
156,2025-07-26T12:37:07.000Z,0.997093,13.22,-0.04,268.38,268.34
157,2025-07-26T14:28:52.000Z,1.105537,13.22,1.40,268.34,269.73
158,2025-07-26T14:29:07.000Z,0.931353,13.22,-0.91,269.73,268.83
159,2025-07-26T15:32:31.000Z,0.814314,13.22,-2.45,268.83,266.37
160,2025-07-26T16:06:49.000Z,0.910983,13.22,-1.18,266.37,265.20
161,2025-07-26T18:22:35.000Z,0.800000,13.22,-2.64,265.20,262.55
162,2025-07-26T19:06:11.000Z,1.002073,13.22,0.03,262.55,262.58
163,2025-07-26T20:30:08.000Z,0.957429,13.22,-0.56,262.58,262.02
164,2025-07-26T20:59:18.000Z,1.294418,13.22,3.89,262.02,265.91
165,2025-07-26T21:09:17.000Z,1.000000,13.22,0.00,265.91,265.91
166,2025-07-27T00:55:10.000Z,0.908796,13.22,-1.21,265.91,264.70
167,2025-07-27T08:53:15.000Z,1.171745,13.22,2.27,264.70,266.97
168,2025-07-27T12:29:24.000Z,0.987848,13.22,-0.16,266.97,266.81
169,2025-07-27T12:43:28.000Z,1.090284,13.22,1.19,266.81,268.01
170,2025-07-27T13:28:15.000Z,0.805478,13.22,-2.57,268.01,265.43
171,2025-07-27T16:13:28.000Z,0.800000,26.54,-5.31,265.43,260.13
172,2025-07-27T19:02:49.000Z,1.016715,26.54,0.44,260.13,260.57
173,2025-07-27T19:04:15.000Z,1.055898,26.54,1.48,260.57,262.05
174,2025-07-27T19:32:00.000Z,1.073497,26.54,1.95,262.05,264.00
175,2025-07-27T20:06:53.000Z,1.577809,26.54,15.34,264.00,279.34
176,2025-07-28T00:28:59.000Z,1.205188,26.54,5.45,279.34,284.79
177,2025-07-28T00:35:07.000Z,0.885914,26.54,-3.03,284.79,281.76
178,2025-07-28T06:46:27.000Z,0.975165,26.54,-0.66,281.76,281.10
179,2025-07-28T07:20:20.000Z,0.953369,26.54,-1.24,281.10,279.86
180,2025-07-28T07:32:19.000Z,1.009633,26.54,0.26,279.86,280.12
181,2025-07-28T07:32:27.000Z,1.000000,26.54,0.00,280.12,280.12
182,2025-07-28T07:39:54.000Z,1.384547,26.54,10.21,280.12,290.33
183,2025-07-28T08:39:41.000Z,1.227022,26.54,6.03,290.33,296.35
184,2025-07-28T10:51:59.000Z,1.128581,26.54,3.41,296.35,299.76
185,2025-07-28T10:52:10.000Z,1.007273,26.54,0.19,299.76,299.96
186,2025-07-28T10:52:34.000Z,1.146989,26.54,3.90,299.96,303.86
187,2025-07-28T14:08:58.000Z,0.929733,26.54,-1.87,303.86,301.99
188,2025-07-28T16:17:28.000Z,1.359995,26.54,9.56,301.99,311.55
189,2025-07-28T16:44:29.000Z,0.929662,26.54,-1.87,311.55,309.68
190,2025-07-28T17:39:35.000Z,0.993558,26.54,-0.17,309.68,309.51
191,2025-07-28T17:44:33.000Z,1.046150,26.54,1.22,309.51,310.74
192,2025-07-28T18:56:22.000Z,0.809702,26.54,-5.05,310.74,305.69
193,2025-07-28T19:11:54.000Z,1.100836,26.54,2.68,305.69,308.36
194,2025-07-28T20:27:49.000Z,1.037973,26.54,1.01,308.36,309.37
195,2025-07-29T06:11:15.000Z,1.063786,26.54,1.69,309.37,311.06
196,2025-07-29T06:15:09.000Z,1.307125,26.54,8.15,311.06,319.22
197,2025-07-29T10:37:30.000Z,1.037605,26.54,1.00,319.22,320.21
198,2025-07-29T12:54:00.000Z,1.048872,26.54,1.30,320.21,321.51
199,2025-07-29T13:24:20.000Z,0.873951,26.54,-3.35,321.51,318.16
200,2025-07-29T13:27:52.000Z,1.337030,26.54,8.95,318.16,327.11
201,2025-07-29T14:25:35.000Z,1.385142,26.54,10.22,327.11,337.33
202,2025-07-29T14:30:17.000Z,0.946695,26.54,-1.41,337.33,335.92
203,2025-07-29T14:46:03.000Z,0.984320,26.54,-0.42,335.92,335.50
204,2025-07-29T16:47:32.000Z,0.915498,26.54,-2.24,335.50,333.26
205,2025-07-29T18:50:09.000Z,1.353030,26.54,9.37,333.26,342.63
206,2025-07-29T21:14:03.000Z,1.060678,26.54,1.61,342.63,344.24
207,2025-07-29T23:41:02.000Z,1.343461,26.54,9.12,344.24,353.36
208,2025-07-30T00:27:19.000Z,1.000000,26.54,0.00,353.36,353.36
209,2025-07-30T00:52:37.000Z,0.800000,26.54,-5.31,353.36,348.05
210,2025-07-30T06:23:00.000Z,1.123724,26.54,3.28,348.05,351.33
211,2025-07-30T06:25:23.000Z,1.082943,26.54,2.20,351.33,353.53
212,2025-07-30T08:52:22.000Z,1.292269,26.54,7.76,353.53,361.29
213,2025-07-30T09:49:37.000Z,0.967558,26.54,-0.86,361.29,360.43
214,2025-07-30T09:49:53.000Z,0.987507,26.54,-0.33,360.43,360.10
215,2025-07-30T09:50:05.000Z,1.047826,26.54,1.27,360.10,361.37
216,2025-07-30T12:53:52.000Z,0.800000,26.54,-5.31,361.37,356.06
217,2025-07-30T13:35:34.000Z,1.229271,26.54,6.09,356.06,362.15
218,2025-07-30T13:38:32.000Z,1.007115,26.54,0.19,362.15,362.33
219,2025-07-30T18:08:14.000Z,1.033779,26.54,0.90,362.33,363.23
220,2025-07-30T18:16:53.000Z,1.007256,26.54,0.19,363.23,363.42
221,2025-07-30T18:26:31.000Z,1.045260,26.54,1.20,363.42,364.63
222,2025-07-30T21:24:02.000Z,1.000000,26.54,0.00,364.63,364.63
223,2025-07-30T21:28:18.000Z,0.980939,26.54,-0.51,364.63,364.12
224,2025-07-30T22:06:58.000Z,0.894735,26.54,-2.79,364.12,361.33
225,2025-07-31T00:02:21.000Z,1.037724,26.54,1.00,361.33,362.33
226,2025-07-31T01:40:13.000Z,1.320081,26.54,8.50,362.33,370.82
227,2025-07-31T06:59:58.000Z,0.820549,26.54,-4.76,370.82,366.06
228,2025-07-31T07:11:51.000Z,1.011787,26.54,0.31,366.06,366.37
229,2025-07-31T08:41:30.000Z,1.266807,26.54,7.08,366.37,373.45
230,2025-07-31T08:42:05.000Z,0.954405,26.54,-1.21,373.45,372.24
231,2025-07-31T11:07:27.000Z,0.888324,26.54,-2.96,372.24,369.28
232,2025-07-31T12:40:01.000Z,0.976537,26.54,-0.62,369.28,368.66
233,2025-07-31T14:12:05.000Z,1.313370,26.54,8.32,368.66,376.97
234,2025-07-31T14:51:18.000Z,1.000000,26.54,0.00,376.97,376.97
235,2025-07-31T16:44:42.000Z,0.916003,26.54,-2.23,376.97,374.75
236,2025-07-31T16:57:22.000Z,0.983267,26.54,-0.44,374.75,374.30
237,2025-07-31T17:02:50.000Z,0.962497,26.54,-1.00,374.30,373.31
238,2025-07-31T17:26:06.000Z,1.132994,26.54,3.53,373.31,376.84
239,2025-07-31T17:27:07.000Z,0.932007,26.54,-1.80,376.84,375.03
240,2025-07-31T18:09:55.000Z,1.055292,26.54,1.47,375.03,376.50
241,2025-07-31T19:19:04.000Z,1.272813,26.54,7.24,376.50,383.74
242,2025-07-31T19:43:56.000Z,1.870508,26.54,23.11,383.74,406.85
243,2025-07-31T21:10:31.000Z,1.046955,26.54,1.25,406.85,408.09
244,2025-07-31T21:24:44.000Z,0.999278,26.54,-0.02,408.09,408.07
245,2025-07-31T21:34:24.000Z,1.003430,26.54,0.09,408.07,408.16
246,2025-07-31T22:02:14.000Z,0.984516,26.54,-0.41,408.16,407.75
247,2025-07-31T22:05:00.000Z,0.950063,26.54,-1.33,407.75,406.43
248,2025-08-01T00:05:09.000Z,0.870718,26.54,-3.43,406.43,403.00
249,2025-08-01T04:17:01.000Z,0.830838,26.54,-4.49,403.00,398.51
250,2025-08-01T04:18:04.000Z,0.958035,26.54,-1.11,398.51,397.39
251,2025-08-01T05:41:45.000Z,1.558237,26.54,14.82,397.39,412.21
252,2025-08-01T08:04:30.000Z,0.998713,26.54,-0.03,412.21,412.18
253,2025-08-01T08:05:27.000Z,1.000000,26.54,0.00,412.18,412.18
254,2025-08-01T08:45:12.000Z,1.151035,26.54,4.01,412.18,416.18
255,2025-08-01T08:46:37.000Z,0.800000,26.54,-5.31,416.18,410.88
256,2025-08-01T09:48:50.000Z,0.992026,26.54,-0.21,410.88,410.66
257,2025-08-01T09:49:21.000Z,1.255746,26.54,6.79,410.66,417.45
258,2025-08-01T10:20:56.000Z,0.998300,26.54,-0.05,417.45,417.41
259,2025-08-01T10:21:10.000Z,1.003637,26.54,0.10,417.41,417.50
260,2025-08-01T10:35:56.000Z,1.004420,26.54,0.12,417.50,417.62
261,2025-08-01T10:45:32.000Z,1.000304,26.54,0.01,417.62,417.63
262,2025-08-01T10:57:36.000Z,1.657076,26.54,17.44,417.63,435.07
263,2025-08-01T13:52:05.000Z,0.904195,26.54,-2.54,435.07,432.53
264,2025-08-01T15:03:52.000Z,1.099987,26.54,2.65,432.53,435.18
265,2025-08-01T15:45:00.000Z,0.898964,26.54,-2.68,435.18,432.50
266,2025-08-01T16:11:15.000Z,0.876866,26.54,-3.27,432.50,429.23
267,2025-08-01T19:20:07.000Z,0.980236,26.54,-0.52,429.23,428.71
268,2025-08-01T20:57:37.000Z,1.457544,26.54,12.14,428.71,440.85
269,2025-08-01T21:29:50.000Z,0.903122,26.54,-2.57,440.85,438.28
270,2025-08-01T21:32:11.000Z,1.021971,26.54,0.58,438.28,438.86
271,2025-08-01T21:45:50.000Z,1.021971,26.54,0.58,438.86,439.45
272,2025-08-01T21:56:29.000Z,0.960982,26.54,-1.04,439.45,438.41
273,2025-08-02T00:34:54.000Z,0.962852,26.54,-0.99,438.41,437.43
274,2025-08-02T00:40:29.000Z,0.923810,26.54,-2.02,437.43,435.40
275,2025-08-02T01:13:10.000Z,1.072492,26.54,1.92,435.40,437.33
276,2025-08-02T09:05:30.000Z,0.800000,26.54,-5.31,437.33,432.02
277,2025-08-02T09:05:43.000Z,0.946979,26.54,-1.41,432.02,430.61
278,2025-08-02T09:52:21.000Z,0.959673,26.54,-1.07,430.61,429.54
279,2025-08-02T09:52:49.000Z,1.271159,26.54,7.20,429.54,436.74
280,2025-08-02T10:35:29.000Z,1.000000,26.54,0.00,436.74,436.74
281,2025-08-02T10:35:52.000Z,2.020621,26.54,27.09,436.74,463.83
282,2025-08-02T11:30:13.000Z,0.905374,26.54,-2.51,463.83,461.32
283,2025-08-02T11:33:00.000Z,0.895170,26.54,-2.78,461.32,458.53
284,2025-08-02T11:56:04.000Z,0.916328,26.54,-2.22,458.53,456.31
285,2025-08-02T13:37:30.000Z,1.011652,26.54,0.31,456.31,456.62
286,2025-08-02T13:49:10.000Z,1.001485,26.54,0.04,456.62,456.66
287,2025-08-02T13:49:40.000Z,1.074944,26.54,1.99,456.66,458.65
288,2025-08-02T14:14:42.000Z,0.800000,26.54,-5.31,458.65,453.34
289,2025-08-02T14:16:40.000Z,1.069448,26.54,1.84,453.34,455.19
290,2025-08-02T14:59:07.000Z,1.007831,26.54,0.21,455.19,455.39
291,2025-08-02T16:29:55.000Z,1.139111,26.54,3.69,455.39,459.09
292,2025-08-02T21:24:26.000Z,1.188918,26.54,5.01,459.09,464.10
293,2025-08-02T22:15:21.000Z,1.135052,26.54,3.58,464.10,467.69
294,2025-08-02T22:42:09.000Z,1.000000,26.54,0.00,467.69,467.69
295,2025-08-03T00:21:55.000Z,0.994365,26.54,-0.15,467.69,467.54
296,2025-08-03T00:56:12.000Z,0.843486,26.54,-4.15,467.54,463.38
297,2025-08-03T01:15:52.000Z,0.983082,26.54,-0.45,463.38,462.93
298,2025-08-03T06:22:51.000Z,1.000662,26.54,0.02,462.93,462.95
299,2025-08-03T06:54:31.000Z,1.009326,26.54,0.25,462.95,463.20
300,2025-08-03T08:37:16.000Z,1.074101,26.54,1.97,463.20,465.16
301,2025-08-03T09:45:59.000Z,0.977480,26.54,-0.60,465.16,464.57
302,2025-08-03T11:07:16.000Z,1.000000,26.54,0.00,464.57,464.57
303,2025-08-03T11:07:32.000Z,0.934706,26.54,-1.73,464.57,462.83
304,2025-08-03T11:11:02.000Z,0.990916,26.54,-0.24,462.83,462.59
305,2025-08-03T11:32:17.000Z,1.009339,26.54,0.25,462.59,462.84
306,2025-08-03T12:03:40.000Z,1.087452,26.54,2.32,462.84,465.16
307,2025-08-03T12:11:46.000Z,1.013741,26.54,0.36,465.16,465.53
308,2025-08-03T13:01:52.000Z,0.972853,26.54,-0.72,465.53,464.81
309,2025-08-03T14:19:27.000Z,1.211954,46.48,9.85,464.81,474.66
310,2025-08-03T14:57:40.000Z,1.000104,46.48,0.00,474.66,474.66
311,2025-08-03T15:03:07.000Z,0.997983,46.48,-0.09,474.66,474.57
312,2025-08-03T15:03:27.000Z,1.236878,46.48,11.01,474.57,485.58
313,2025-08-03T19:10:57.000Z,0.903583,46.48,-4.48,485.58,481.10
314,2025-08-03T20:42:07.000Z,1.032295,46.48,1.50,481.10,482.60
315,2025-08-03T20:52:41.000Z,1.003676,46.48,0.17,482.60,482.77
316,2025-08-03T20:55:21.000Z,1.136619,46.48,6.35,482.77,489.12
317,2025-08-03T21:09:32.000Z,1.029474,46.48,1.37,489.12,490.49
318,2025-08-03T22:50:11.000Z,0.875602,46.48,-5.78,490.49,484.71
319,2025-08-03T23:40:49.000Z,1.388562,46.48,18.06,484.71,502.77
320,2025-08-03T23:49:33.000Z,1.114811,46.48,5.34,502.77,508.10
321,2025-08-04T01:24:24.000Z,1.095650,46.48,4.45,508.10,512.55
322,2025-08-04T02:13:50.000Z,0.992074,46.48,-0.37,512.55,512.18
323,2025-08-04T07:55:10.000Z,0.903289,46.48,-4.50,512.18,507.69
324,2025-08-04T08:04:01.000Z,0.989526,46.48,-0.49,507.69,507.20
325,2025-08-04T08:13:35.000Z,0.994858,46.48,-0.24,507.20,506.96
326,2025-08-04T08:13:54.000Z,0.989253,46.48,-0.50,506.96,506.46
327,2025-08-04T08:37:26.000Z,1.036619,46.48,1.70,506.46,508.16
328,2025-08-04T08:44:04.000Z,0.949642,46.48,-2.34,508.16,505.82
329,2025-08-04T08:46:41.000Z,1.011758,46.48,0.55,505.82,506.37
330,2025-08-04T09:04:43.000Z,1.105308,46.48,4.89,506.37,511.26
331,2025-08-04T09:49:42.000Z,1.743052,46.48,34.54,511.26,545.80
332,2025-08-04T10:29:19.000Z,0.961492,46.48,-1.79,545.80,544.01
333,2025-08-04T10:29:39.000Z,0.890422,46.48,-5.09,544.01,538.92
334,2025-08-04T11:15:05.000Z,1.073849,46.48,3.43,538.92,542.35
335,2025-08-04T11:15:39.000Z,1.814681,46.48,37.87,542.35,580.22
336,2025-08-04T11:51:31.000Z,0.999446,46.48,-0.03,580.22,580.19
337,2025-08-04T13:52:23.000Z,1.140421,46.48,6.53,580.19,586.72
338,2025-08-04T15:52:26.000Z,0.914677,46.48,-3.97,586.72,582.75
339,2025-08-04T16:22:10.000Z,1.846464,46.48,39.34,582.75,622.10
340,2025-08-04T19:26:00.000Z,0.875268,46.48,-5.80,622.10,616.30
341,2025-08-04T19:38:26.000Z,1.115868,46.48,5.39,616.30,621.69
342,2025-08-04T19:51:15.000Z,1.063514,46.48,2.95,621.69,624.64
343,2025-08-04T20:09:58.000Z,0.875022,46.48,-5.81,624.64,618.83
344,2025-08-04T21:23:11.000Z,1.170449,46.48,7.92,618.83,626.75
