TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter
1344,2025-10-08T07:22:13.000Z,0.947311,265.67,-14.00,3138.01,3124.02
1345,2025-10-08T07:22:43.000Z,1.048477,265.67,12.88,3124.02,3136.90
1346,2025-10-08T11:42:02.000Z,1.052416,265.67,13.93,3136.90,3150.82
1347,2025-10-08T12:49:00.000Z,0.847813,265.67,-40.43,3150.82,3110.39
1348,2025-10-08T13:04:06.000Z,0.847813,265.67,-40.43,3110.39,3069.96
1349,2025-10-08T13:07:39.000Z,0.989521,265.67,-2.78,3069.96,3067.17
1350,2025-10-08T16:15:59.000Z,1.096605,265.67,25.66,3067.17,3092.84
1351,2025-10-08T19:04:45.000Z,1.000000,265.67,0.00,3092.84,3092.84
1352,2025-10-08T19:07:48.000Z,1.014084,265.67,3.74,3092.84,3096.58
1353,2025-10-08T20:03:37.000Z,0.981268,265.67,-4.98,3096.58,3091.60
1354,2025-10-08T22:57:25.000Z,1.016006,265.67,4.25,3091.60,3095.86
1355,2025-10-08T22:58:05.000Z,0.965597,265.67,-9.14,3095.86,3086.72
1356,2025-10-08T23:16:48.000Z,1.067412,265.67,17.91,3086.72,3104.63
1357,2025-10-09T00:00:41.000Z,1.048481,265.67,12.88,3104.63,3117.51
1358,2025-10-09T00:05:25.000Z,1.031495,265.67,8.37,3117.51,3125.87
1359,2025-10-09T03:32:09.000Z,0.931651,265.67,-18.16,3125.87,3107.71
1360,2025-10-09T12:31:06.000Z,0.897644,265.67,-27.19,3107.71,3080.52
1361,2025-10-09T14:04:22.000Z,1.067771,265.67,18.00,3080.52,3098.53
1362,2025-10-09T14:07:59.000Z,1.104035,265.67,27.64,3098.53,3126.16
1363,2025-10-09T16:15:43.000Z,0.971394,265.67,-7.60,3126.16,3118.57
1364,2025-10-09T17:15:38.000Z,1.264002,265.67,70.14,3118.57,3188.70
1365,2025-10-09T19:57:20.000Z,1.581363,265.67,154.45,3188.70,3343.15
1366,2025-10-09T20:24:44.000Z,0.852958,265.67,-39.06,3343.15,3304.09
1367,2025-10-09T20:31:32.000Z,0.941071,265.67,-15.66,3304.09,3288.43
1368,2025-10-09T22:23:17.000Z,1.000000,265.67,0.00,3288.43,3288.43
1369,2025-10-09T22:32:49.000Z,1.203154,265.67,53.97,3288.43,3342.40
1370,2025-10-09T22:40:40.000Z,1.745313,265.67,198.00,3342.40,3540.41
1371,2025-10-10T01:28:04.000Z,0.948394,265.67,-13.71,3540.41,3526.70
1372,2025-10-10T04:43:40.000Z,0.821635,265.67,-47.39,3526.70,3479.31
1373,2025-10-10T06:05:33.000Z,0.963999,265.67,-9.56,3479.31,3469.75
1374,2025-10-10T06:12:35.000Z,1.043834,265.67,11.65,3469.75,3481.39
1375,2025-10-10T07:49:15.000Z,0.955242,265.67,-11.89,3481.39,3469.50
1376,2025-10-10T11:15:35.000Z,1.083144,265.67,22.09,3469.50,3491.59
1377,2025-10-10T12:24:41.000Z,0.984624,265.67,-4.08,3491.59,3487.51
1378,2025-10-10T12:25:13.000Z,0.953311,265.67,-12.40,3487.51,3475.10
1379,2025-10-10T12:25:20.000Z,0.800000,265.67,-53.13,3475.10,3421.97
1380,2025-10-10T13:09:34.000Z,1.140325,265.67,37.28,3421.97,3459.25
1381,2025-10-10T18:02:07.000Z,0.800000,265.67,-53.13,3459.25,3406.11
1382,2025-10-10T20:26:39.000Z,1.163937,265.67,43.55,3406.11,3449.67
1383,2025-10-11T09:59:26.000Z,1.379199,265.67,100.74,3449.67,3550.41
1384,2025-10-11T12:22:26.000Z,0.970081,265.67,-7.95,3550.41,3542.46
1385,2025-10-11T12:26:56.000Z,1.061115,265.67,16.24,3542.46,3558.70
1386,2025-10-11T14:39:56.000Z,1.000000,265.67,0.00,3558.70,3558.70
1387,2025-10-11T20:08:06.000Z,0.964583,265.67,-9.41,3558.70,3549.29
1388,2025-10-11T20:23:20.000Z,0.962641,265.67,-9.92,3549.29,3539.36
1389,2025-10-11T22:23:33.000Z,0.961085,265.67,-10.34,3539.36,3529.02
1390,2025-10-12T00:10:38.000Z,0.800000,265.67,-53.13,3529.02,3475.89
1391,2025-10-12T03:50:59.000Z,1.025759,265.67,6.84,3475.89,3482.73
1392,2025-10-12T12:06:47.000Z,1.009227,265.67,2.45,3482.73,3485.18
1393,2025-10-12T12:36:52.000Z,0.952086,265.67,-12.73,3485.18,3472.46
1394,2025-10-12T12:37:31.000Z,1.033131,265.67,8.80,3472.46,3481.26
1395,2025-10-12T16:39:52.000Z,0.912322,348.13,-30.52,3481.26,3450.73
1396,2025-10-12T22:12:22.000Z,0.993904,348.13,-2.12,3450.73,3448.61
1397,2025-10-12T22:17:03.000Z,1.000000,348.13,0.00,3448.61,3448.61
1398,2025-10-13T01:00:17.000Z,1.000813,348.13,0.28,3448.61,3448.89
1399,2025-10-13T08:48:56.000Z,1.010964,348.13,3.82,3448.89,3452.71
1400,2025-10-13T10:23:06.000Z,1.012169,348.13,4.24,3452.71,3456.95
1401,2025-10-13T11:08:18.000Z,0.901695,348.13,-34.22,3456.95,3422.73
1402,2025-10-13T11:09:41.000Z,0.910155,348.13,-31.28,3422.73,3391.45
1403,2025-10-13T11:14:01.000Z,0.895363,348.13,-36.43,3391.45,3355.02
1404,2025-10-13T11:59:16.000Z,1.050635,348.13,17.63,3355.02,3372.65
1405,2025-10-13T14:13:11.000Z,1.002696,348.13,0.94,3372.65,3373.59
1406,2025-10-13T14:25:55.000Z,1.012169,348.13,4.24,3373.59,3377.82
1407,2025-10-13T15:02:59.000Z,0.936007,348.13,-22.28,3377.82,3355.55
1408,2025-10-13T16:37:35.000Z,0.977017,348.13,-8.00,3355.55,3347.55
1409,2025-10-13T17:10:14.000Z,1.031088,348.13,10.82,3347.55,3358.37
1410,2025-10-13T17:42:56.000Z,1.215057,348.13,74.87,3358.37,3433.23
1411,2025-10-13T21:28:52.000Z,1.402837,348.13,140.24,3433.23,3573.47
1412,2025-10-13T21:57:42.000Z,1.000000,348.13,0.00,3573.47,3573.47
1413,2025-10-13T22:29:04.000Z,1.145292,348.13,50.58,3573.47,3624.05
1414,2025-10-14T02:52:47.000Z,0.966909,348.13,-11.52,3624.05,3612.53
1415,2025-10-14T09:04:10.000Z,0.800000,348.13,-69.63,3612.53,3542.91
1416,2025-10-14T11:06:59.000Z,1.332150,348.13,115.63,3542.91,3658.54
1417,2025-10-14T11:41:42.000Z,0.973166,348.13,-9.34,3658.54,3649.20
1418,2025-10-14T12:29:13.000Z,0.994432,348.13,-1.94,3649.20,3647.26
1419,2025-10-14T17:31:33.000Z,0.964271,348.13,-12.44,3647.26,3634.82
1420,2025-10-14T17:36:25.000Z,1.000000,348.13,0.00,3634.82,3634.82
1421,2025-10-14T17:39:22.000Z,1.315845,348.13,109.95,3634.82,3744.77
1422,2025-10-14T17:43:49.000Z,1.000000,348.13,0.00,3744.77,3744.77
1423,2025-10-14T17:48:41.000Z,0.800000,348.13,-69.63,3744.77,3675.15
1424,2025-10-14T17:51:13.000Z,1.045786,348.13,15.94,3675.15,3691.09
1425,2025-10-14T17:51:28.000Z,1.092147,348.13,32.08,3691.09,3723.17
1426,2025-10-14T17:53:59.000Z,0.988176,348.13,-4.12,3723.17,3719.05
1427,2025-10-14T18:01:40.000Z,1.006509,348.13,2.27,3719.05,3721.32
1428,2025-10-14T19:08:12.000Z,1.000000,348.13,0.00,3721.32,3721.32
1429,2025-10-14T21:44:34.000Z,1.025485,348.13,8.87,3721.32,3730.19
1430,2025-10-15T00:15:18.000Z,1.319411,348.13,111.20,3730.19,3841.38
1431,2025-10-15T08:05:05.000Z,0.906312,348.13,-32.62,3841.38,3808.77
1432,2025-10-15T14:03:56.000Z,1.000000,348.13,0.00,3808.77,3808.77
1433,2025-10-15T14:07:49.000Z,0.939117,348.13,-21.19,3808.77,3787.57
1434,2025-10-15T14:07:56.000Z,0.888074,348.13,-38.96,3787.57,3748.61
1435,2025-10-15T16:07:23.000Z,1.011426,348.13,3.98,3748.61,3752.59
1436,2025-10-15T16:14:30.000Z,1.001926,348.13,0.67,3752.59,3753.26
1437,2025-10-15T19:51:36.000Z,0.999550,348.13,-0.16,3753.26,3753.10
1438,2025-10-15T20:09:05.000Z,0.920125,348.13,-27.81,3753.10,3725.29
1439,2025-10-15T20:58:10.000Z,1.120611,348.13,41.99,3725.29,3767.28
1440,2025-10-15T22:21:21.000Z,0.952586,348.13,-16.51,3767.28,3750.78
1441,2025-10-16T03:49:29.000Z,1.005076,348.13,1.77,3750.78,3752.54
1442,2025-10-16T06:48:57.000Z,0.963765,348.13,-12.61,3752.54,3739.93
1443,2025-10-16T08:08:15.000Z,0.996569,348.13,-1.19,3739.93,3738.73
1444,2025-10-16T09:06:12.000Z,0.832535,348.13,-58.30,3738.73,3680.43
1445,2025-10-16T09:13:07.000Z,1.187525,348.13,65.28,3680.43,3745.72
1446,2025-10-16T09:17:53.000Z,1.000000,348.13,0.00,3745.72,3745.72
1447,2025-10-16T09:35:49.000Z,0.991244,348.13,-3.05,3745.72,3742.67
1448,2025-10-16T09:52:06.000Z,0.998049,348.13,-0.68,3742.67,3741.99
1449,2025-10-16T10:35:46.000Z,1.000000,348.13,0.00,3741.99,3741.99
1450,2025-10-16T10:44:56.000Z,0.800000,348.13,-69.63,3741.99,3672.36
1451,2025-10-16T12:37:27.000Z,1.077281,348.13,26.90,3672.36,3699.27
1452,2025-10-16T15:21:08.000Z,1.009252,348.13,3.22,3699.27,3702.49
1453,2025-10-16T18:44:45.000Z,0.979413,348.13,-7.17,3702.49,3695.32
1454,2025-10-17T13:10:40.000Z,1.647997,348.13,225.58,3695.32,3920.91
1455,2025-10-17T14:24:32.000Z,0.988647,348.13,-3.95,3920.91,3916.95
1456,2025-10-17T14:25:39.000Z,0.862077,348.13,-48.01,3916.95,3868.94
1457,2025-10-17T14:26:46.000Z,1.008843,348.13,3.08,3868.94,3872.02
1458,2025-10-17T14:44:35.000Z,1.022069,348.13,7.68,3872.02,3879.70
1459,2025-10-17T16:22:55.000Z,0.948019,348.13,-18.10,3879.70,3861.60
1460,2025-10-17T19:30:09.000Z,1.029327,348.13,10.21,3861.60,3871.81
1461,2025-10-17T22:48:23.000Z,1.004885,348.13,1.70,3871.81,3873.51
1462,2025-10-18T06:50:16.000Z,0.975909,348.13,-8.39,3873.51,3865.13
1463,2025-10-18T07:21:55.000Z,1.315317,348.13,109.77,3865.13,3974.90
1464,2025-10-18T07:59:44.000Z,0.948950,348.13,-17.77,3974.90,3957.13
1465,2025-10-18T10:21:26.000Z,1.003286,348.13,1.14,3957.13,3958.27
1466,2025-10-18T11:21:23.000Z,1.183664,348.13,63.94,3958.27,4022.21
1467,2025-10-18T13:44:33.000Z,1.183664,348.13,63.94,4022.21,4086.15
1468,2025-10-18T15:10:26.000Z,0.868234,348.13,-45.87,4086.15,4040.28
1469,2025-10-18T15:15:01.000Z,1.004992,348.13,1.74,4040.28,4042.01
1470,2025-10-18T16:15:50.000Z,0.800000,348.13,-69.63,4042.01,3972.39
1471,2025-10-18T21:20:37.000Z,1.029297,348.13,10.20,3972.39,3982.59
1472,2025-10-19T08:45:52.000Z,1.000000,348.13,0.00,3982.59,3982.59
1473,2025-10-19T08:46:24.000Z,0.876753,348.13,-42.91,3982.59,3939.68
1474,2025-10-19T10:47:32.000Z,1.237063,348.13,82.53,3939.68,4022.21
1475,2025-10-19T11:47:06.000Z,1.079196,348.13,27.57,4022.21,4049.78
1476,2025-10-19T13:09:23.000Z,0.859865,404.98,-56.75,4049.78,3993.03
1477,2025-10-19T13:12:33.000Z,1.046682,404.98,18.91,3993.03,4011.93
1478,2025-10-19T18:33:29.000Z,0.993867,404.98,-2.48,4011.93,4009.45
1479,2025-10-20T07:50:08.000Z,1.762223,404.98,308.68,4009.45,4318.13
1480,2025-10-20T08:05:58.000Z,0.910816,404.98,-36.12,4318.13,4282.02
1481,2025-10-20T14:55:31.000Z,0.983874,404.98,-6.53,4282.02,4275.49
1482,2025-10-20T16:04:18.000Z,1.014756,404.98,5.98,4275.49,4281.46
1483,2025-10-20T17:11:02.000Z,0.800000,404.98,-81.00,4281.46,4200.47
1484,2025-10-20T21:31:49.000Z,1.115835,404.98,46.91,4200.47,4247.38
1485,2025-10-20T22:20:34.000Z,1.012498,404.98,5.06,4247.38,4252.44
1486,2025-10-20T22:21:19.000Z,0.995614,404.98,-1.78,4252.44,4250.66
1487,2025-10-20T22:32:49.000Z,1.036916,404.98,14.95,4250.66,4265.61
1488,2025-10-20T22:43:42.000Z,0.993059,404.98,-2.81,4265.61,4262.80
1489,2025-10-21T08:02:45.000Z,0.874964,404.98,-50.64,4262.80,4212.16
1490,2025-10-21T14:00:27.000Z,1.169360,404.98,68.59,4212.16,4280.75
1491,2025-10-21T15:44:31.000Z,1.011810,404.98,4.78,4280.75,4285.53
1492,2025-10-21T15:49:11.000Z,1.008562,404.98,3.47,4285.53,4289.00
1493,2025-10-21T16:57:17.000Z,0.960272,404.98,-16.09,4289.00,4272.91
1494,2025-10-21T18:50:53.000Z,0.864285,404.98,-54.96,4272.91,4217.95
1495,2025-10-21T19:28:52.000Z,0.967869,404.98,-13.01,4217.95,4204.94
1496,2025-10-21T21:24:00.000Z,1.106213,404.98,43.01,4204.94,4247.95
1497,2025-10-22T06:28:37.000Z,1.090591,404.98,36.69,4247.95,4284.64
1498,2025-10-22T06:30:57.000Z,1.177889,404.98,72.04,4284.64,4356.68
1499,2025-10-22T09:25:20.000Z,1.000000,404.98,0.00,4356.68,4356.68
1500,2025-10-22T10:28:54.000Z,1.262413,404.98,106.27,4356.68,4462.95
1501,2025-10-22T10:41:59.000Z,1.047274,404.98,19.14,4462.95,4482.10
1502,2025-10-22T12:21:59.000Z,0.991171,404.98,-3.58,4482.10,4478.52
1503,2025-10-22T12:38:17.000Z,1.048598,404.98,19.68,4478.52,4498.20
1504,2025-10-22T12:38:27.000Z,0.876670,404.98,-49.95,4498.20,4448.26
1505,2025-10-22T13:40:32.000Z,0.986447,404.98,-5.49,4448.26,4442.77
1506,2025-10-22T13:50:22.000Z,1.000000,404.98,0.00,4442.77,4442.77
1507,2025-10-22T14:31:21.000Z,0.995994,404.98,-1.62,4442.77,4441.14
1508,2025-10-22T15:54:04.000Z,0.966763,404.98,-13.46,4441.14,4427.68
1509,2025-10-22T16:36:02.000Z,0.979143,404.98,-8.45,4427.68,4419.24
1510,2025-10-23T00:31:07.000Z,0.800000,404.98,-81.00,4419.24,4338.24
1511,2025-10-23T06:11:45.000Z,0.952730,404.98,-19.14,4338.24,4319.10
1512,2025-10-23T10:42:01.000Z,1.008652,404.98,3.50,4319.10,4322.60
1513,2025-10-23T13:48:16.000Z,0.991669,404.98,-3.37,4322.60,4319.23
1514,2025-10-23T14:00:23.000Z,0.825083,404.98,-70.84,4319.23,4248.39
1515,2025-10-23T15:11:28.000Z,0.975124,404.98,-10.07,4248.39,4238.32
1516,2025-10-23T17:14:29.000Z,0.943099,404.98,-23.04,4238.32,4215.27
1517,2025-10-23T19:22:16.000Z,1.025531,404.98,10.34,4215.27,4225.61
1518,2025-10-23T19:51:56.000Z,0.887621,404.98,-45.51,4225.61,4180.10
1519,2025-10-23T20:41:26.000Z,0.956811,404.98,-17.49,4180.10,4162.61
1520,2025-10-24T01:15:27.000Z,0.905990,404.98,-38.07,4162.61,4124.54
1521,2025-10-24T02:27:15.000Z,1.003786,404.98,1.53,4124.54,4126.07
1522,2025-10-24T02:27:39.000Z,1.479360,404.98,194.13,4126.07,4320.20
1523,2025-10-24T02:43:24.000Z,1.005091,404.98,2.06,4320.20,4322.26
1524,2025-10-24T08:23:06.000Z,1.003299,404.98,1.34,4322.26,4323.60
1525,2025-10-24T09:44:55.000Z,1.020602,404.98,8.34,4323.60,4331.94
1526,2025-10-24T11:15:00.000Z,0.891539,404.98,-43.92,4331.94,4288.02
1527,2025-10-24T12:15:49.000Z,1.010687,404.98,4.33,4288.02,4292.35
1528,2025-10-24T12:58:56.000Z,1.120780,404.98,48.91,4292.35,4341.26
1529,2025-10-24T14:40:09.000Z,1.263816,404.98,106.84,4341.26,4448.10
1530,2025-10-24T17:38:10.000Z,1.331496,404.98,134.25,4448.10,4582.35
1531,2025-10-24T18:31:30.000Z,1.008903,404.98,3.61,4582.35,4585.96
1532,2025-10-24T19:49:08.000Z,0.990202,404.98,-3.97,4585.96,4581.99
1533,2025-10-24T23:17:09.000Z,0.988617,404.98,-4.61,4581.99,4577.38
1534,2025-10-25T07:52:53.000Z,0.888906,404.98,-44.99,4577.38,4532.39
1535,2025-10-25T08:44:58.000Z,0.800000,404.98,-81.00,4532.39,4451.39
1536,2025-10-25T11:14:48.000Z,1.053361,404.98,21.61,4451.39,4473.00
1537,2025-10-25T16:35:13.000Z,1.210737,404.98,85.34,4473.00,4558.34
1538,2025-10-25T16:39:31.000Z,1.023523,404.98,9.53,4558.34,4567.87
1539,2025-10-25T19:29:32.000Z,1.131699,404.98,53.34,4567.87,4621.21
1540,2025-10-25T19:38:33.000Z,1.131699,404.98,53.34,4621.21,4674.54
1541,2025-10-25T20:24:09.000Z,1.140932,404.98,57.07,4674.54,4731.62
1542,2025-10-26T12:15:10.000Z,0.967532,404.98,-13.15,4731.62,4718.47
1543,2025-10-26T12:37:21.000Z,0.993820,404.98,-2.50,4718.47,4715.96
1544,2025-10-26T16:17:53.000Z,1.000000,471.60,0.00,4715.96,4715.96
1545,2025-10-26T16:31:15.000Z,1.173841,471.60,81.98,4715.96,4797.95
1546,2025-10-26T17:11:18.000Z,1.115092,471.60,54.28,4797.95,4852.22
1547,2025-10-26T20:00:32.000Z,1.010209,471.60,4.81,4852.22,4857.04
1548,2025-10-26T20:39:17.000Z,0.848651,471.60,-71.38,4857.04,4785.66
1549,2025-10-26T20:50:13.000Z,0.989716,471.60,-4.85,4785.66,4780.81
1550,2025-10-26T21:00:04.000Z,0.923974,471.60,-35.85,4780.81,4744.96
1551,2025-10-27T00:38:11.000Z,1.152999,471.60,72.15,4744.96,4817.11
1552,2025-10-27T01:38:11.000Z,3.004251,471.60,945.20,4817.11,5762.31
1553,2025-10-27T06:43:55.000Z,1.007007,471.60,3.30,5762.31,5765.62
1554,2025-10-27T07:44:35.000Z,0.908083,471.60,-43.35,5765.62,5722.27
1555,2025-10-27T07:48:06.000Z,0.856584,471.60,-67.63,5722.27,5654.63
1556,2025-10-27T09:04:46.000Z,1.364913,471.60,172.09,5654.63,5826.73
1557,2025-10-27T11:01:09.000Z,0.999657,471.60,-0.16,5826.73,5826.56
1558,2025-10-27T11:23:25.000Z,1.007048,471.60,3.32,5826.56,5829.89
1559,2025-10-27T12:06:50.000Z,0.994910,471.60,-2.40,5829.89,5827.49
1560,2025-10-27T13:39:12.000Z,1.150165,471.60,70.82,5827.49,5898.30
1561,2025-10-27T13:39:30.000Z,1.000000,471.60,0.00,5898.30,5898.30
1562,2025-10-27T13:39:53.000Z,1.006285,471.60,2.96,5898.30,5901.27
1563,2025-10-27T15:28:55.000Z,1.000000,471.60,0.00,5901.27,5901.27
1564,2025-10-27T16:01:26.000Z,0.953616,471.60,-21.87,5901.27,5879.39
1565,2025-10-27T16:28:45.000Z,0.896849,471.60,-48.65,5879.39,5830.75
1566,2025-10-27T21:15:01.000Z,1.001809,471.60,0.85,5830.75,5831.60
1567,2025-10-27T21:15:30.000Z,1.062186,471.60,29.33,5831.60,5860.93
1568,2025-10-27T21:17:30.000Z,0.944418,471.60,-26.21,5860.93,5834.72
1569,2025-10-27T21:17:46.000Z,0.995445,471.60,-2.15,5834.72,5832.57
1570,2025-10-27T21:20:01.000Z,0.974800,471.60,-11.88,5832.57,5820.68
1571,2025-10-27T21:53:06.000Z,1.009144,471.60,4.31,5820.68,5825.00
1572,2025-10-27T23:16:14.000Z,1.000000,471.60,0.00,5825.00,5825.00
1573,2025-10-28T03:39:07.000Z,1.000000,471.60,0.00,5825.00,5825.00
1574,2025-10-28T08:32:42.000Z,1.283294,471.60,133.60,5825.00,5958.60
1575,2025-10-28T10:18:36.000Z,0.832065,471.60,-79.20,5958.60,5879.40
1576,2025-10-28T11:42:37.000Z,0.905503,471.60,-44.56,5879.40,5834.83
1577,2025-10-28T12:36:11.000Z,1.435467,471.60,205.36,5834.83,6040.20
1578,2025-10-28T15:46:21.000Z,0.990953,471.60,-4.27,6040.20,6035.93
1579,2025-10-28T20:26:19.000Z,0.832810,471.60,-78.85,6035.93,5957.09
1580,2025-10-29T07:33:49.000Z,1.034402,471.60,16.22,5957.09,5973.31
1581,2025-10-29T08:56:14.000Z,0.965107,471.60,-16.46,5973.31,5956.85
1582,2025-10-29T10:51:55.000Z,1.012117,471.60,5.71,5956.85,5962.57
1583,2025-10-29T12:01:59.000Z,0.982498,471.60,-8.25,5962.57,5954.31
1584,2025-10-29T12:10:34.000Z,0.945903,471.60,-25.51,5954.31,5928.80
1585,2025-10-29T13:45:29.000Z,1.073562,471.60,34.69,5928.80,5963.49
1586,2025-10-29T18:00:18.000Z,1.028141,471.60,13.27,5963.49,5976.77
1587,2025-10-29T23:45:20.000Z,0.949624,471.60,-23.76,5976.77,5953.01
1588,2025-10-30T03:25:39.000Z,1.184219,471.60,86.88,5953.01,6039.89
1589,2025-10-30T08:57:07.000Z,1.127551,471.60,60.15,6039.89,6100.04
1590,2025-10-30T09:28:27.000Z,1.088904,471.60,41.93,6100.04,6141.96
1591,2025-10-30T09:36:36.000Z,0.897629,471.60,-48.28,6141.96,6093.69
1592,2025-10-30T10:26:52.000Z,1.053647,471.60,25.30,6093.69,6118.99
1593,2025-10-30T11:10:35.000Z,0.959628,471.60,-19.04,6118.99,6099.95
1594,2025-10-30T14:04:59.000Z,1.030707,471.60,14.48,6099.95,6114.43
1595,2025-10-30T16:43:50.000Z,1.078826,471.60,37.17,6114.43,6151.60
1596,2025-10-30T21:28:21.000Z,1.000000,471.60,0.00,6151.60,6151.60
1597,2025-10-31T15:51:22.000Z,0.947052,471.60,-24.97,6151.60,6126.63
1598,2025-10-31T16:36:07.000Z,1.000000,471.60,0.00,6126.63,6126.63
1599,2025-10-31T16:38:48.000Z,0.968270,471.60,-14.96,6126.63,6111.67
1600,2025-10-31T19:24:46.000Z,0.882923,471.60,-55.21,6111.67,6056.46
1601,2025-10-31T23:49:38.000Z,0.972121,471.60,-13.15,6056.46,6043.31
1602,2025-11-01T00:28:10.000Z,1.032417,471.60,15.29,6043.31,6058.60
1603,2025-11-01T02:08:38.000Z,1.000000,471.60,0.00,6058.60,6058.60
1604,2025-11-01T06:21:24.000Z,1.000000,471.60,0.00,6058.60,6058.60
1605,2025-11-01T09:39:00.000Z,1.035980,471.60,16.97,6058.60,6075.56
1606,2025-11-01T10:02:04.000Z,1.035980,471.60,16.97,6075.56,6092.53
1607,2025-11-01T11:18:15.000Z,0.870148,471.60,-61.24,6092.53,6031.29
1608,2025-11-01T13:09:11.000Z,0.995878,471.60,-1.94,6031.29,6029.35
1609,2025-11-01T14:03:14.000Z,0.951374,471.60,-22.93,6029.35,6006.42
1610,2025-11-01T15:23:05.000Z,1.000000,471.60,0.00,6006.42,6006.42
1611,2025-11-01T23:06:53.000Z,0.971769,471.60,-13.31,6006.42,5993.10
1612,2025-11-02T13:37:52.000Z,0.873343,599.31,-75.91,5993.10,5917.20
1613,2025-11-02T14:34:51.000Z,0.959876,599.31,-24.05,5917.20,5893.15
1614,2025-11-02T15:06:04.000Z,1.000000,599.31,0.00,5893.15,5893.15
1615,2025-11-02T15:30:16.000Z,0.858683,599.31,-84.69,5893.15,5808.46
1616,2025-11-02T15:42:43.000Z,0.962409,599.31,-22.53,5808.46,5785.93
1617,2025-11-02T17:40:09.000Z,1.000000,599.31,0.00,5785.93,5785.93
1618,2025-11-02T23:34:58.000Z,1.041760,599.31,25.03,5785.93,5810.96
1619,2025-11-03T01:09:18.000Z,1.057084,599.31,34.21,5810.96,5845.17
1620,2025-11-03T06:15:54.000Z,1.080004,599.31,47.95,5845.17,5893.11
1621,2025-11-04T01:59:01.000Z,0.873915,599.31,-75.56,5893.11,5817.55
