TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter
444,2025-08-09T12:06:00.000Z,0.954721,26.20,-1.19,393.15,391.97
445,2025-08-09T12:14:22.000Z,1.000000,26.20,0.00,391.97,391.97
446,2025-08-09T12:44:40.000Z,1.019710,26.20,0.52,391.97,392.48
447,2025-08-09T13:38:57.000Z,1.000000,26.20,0.00,392.48,392.48
448,2025-08-09T13:56:29.000Z,1.024910,26.20,0.65,392.48,393.14
449,2025-08-09T14:05:35.000Z,0.920457,26.20,-2.08,393.14,391.05
450,2025-08-09T14:09:20.000Z,1.125889,26.20,3.30,391.05,394.35
451,2025-08-09T14:50:14.000Z,1.000000,26.20,0.00,394.35,394.35
452,2025-08-09T15:55:01.000Z,1.045820,26.20,1.20,394.35,395.55
453,2025-08-09T15:58:04.000Z,0.952751,26.20,-1.24,395.55,394.31
454,2025-08-09T16:58:12.000Z,0.973898,26.20,-0.68,394.31,393.63
455,2025-08-09T17:23:58.000Z,0.963808,26.20,-0.95,393.63,392.68
456,2025-08-09T17:27:56.000Z,1.002509,26.20,0.07,392.68,392.75
457,2025-08-09T18:35:16.000Z,1.083671,26.20,2.19,392.75,394.94
458,2025-08-09T18:56:22.000Z,1.662560,26.20,17.36,394.94,412.30
459,2025-08-09T19:05:30.000Z,1.016558,26.20,0.43,412.30,412.73
460,2025-08-09T20:02:41.000Z,0.800000,26.20,-5.24,412.73,407.49
461,2025-08-09T21:52:38.000Z,0.970537,26.20,-0.77,407.49,406.72
462,2025-08-09T22:50:09.000Z,0.983633,26.20,-0.43,406.72,406.29
463,2025-08-09T23:50:30.000Z,0.956806,26.20,-1.13,406.29,405.16
464,2025-08-10T02:51:28.000Z,1.118008,26.20,3.09,405.16,408.25
465,2025-08-10T07:01:13.000Z,0.954965,26.20,-1.18,408.25,407.07
466,2025-08-10T07:49:07.000Z,0.990261,26.20,-0.26,407.07,406.82
467,2025-08-10T09:10:48.000Z,1.176300,26.20,4.62,406.82,411.44
468,2025-08-10T09:11:07.000Z,0.971353,26.20,-0.75,411.44,410.69
469,2025-08-10T09:15:21.000Z,0.955988,26.20,-1.15,410.69,409.53
470,2025-08-10T10:57:10.000Z,0.800000,26.20,-5.24,409.53,404.29
471,2025-08-10T13:02:11.000Z,0.990048,26.20,-0.26,404.29,404.03
472,2025-08-10T13:05:18.000Z,0.800000,26.20,-5.24,404.03,398.79
473,2025-08-10T13:36:17.000Z,0.800544,26.20,-5.23,398.79,393.56
474,2025-08-10T15:02:23.000Z,0.858427,39.36,-5.57,393.56,387.99
475,2025-08-10T16:08:41.000Z,0.800000,39.36,-7.87,387.99,380.12
476,2025-08-10T18:31:15.000Z,0.808597,39.36,-7.53,380.12,372.59
477,2025-08-10T19:29:43.000Z,1.012176,39.36,0.48,372.59,373.07
478,2025-08-10T19:32:35.000Z,1.314669,39.36,12.38,373.07,385.45
479,2025-08-10T22:12:54.000Z,0.956061,39.36,-1.73,385.45,383.72
480,2025-08-10T22:15:02.000Z,1.020202,39.36,0.80,383.72,384.52
481,2025-08-10T22:44:54.000Z,1.516554,39.36,20.33,384.52,404.85
482,2025-08-10T22:54:21.000Z,1.078654,39.36,3.10,404.85,407.94
483,2025-08-10T23:01:19.000Z,1.000000,39.36,0.00,407.94,407.94
484,2025-08-10T23:07:07.000Z,0.957718,39.36,-1.66,407.94,406.28
485,2025-08-10T23:57:19.000Z,1.021412,39.36,0.84,406.28,407.12
486,2025-08-11T01:27:47.000Z,0.997820,39.36,-0.09,407.12,407.04
487,2025-08-11T07:17:19.000Z,1.498434,39.36,19.62,407.04,426.65
488,2025-08-11T07:38:55.000Z,0.994248,39.36,-0.23,426.65,426.43
489,2025-08-11T08:28:04.000Z,0.973414,39.36,-1.05,426.43,425.38
490,2025-08-11T09:29:28.000Z,0.994648,39.36,-0.21,425.38,425.17
491,2025-08-11T10:06:29.000Z,0.958605,39.36,-1.63,425.17,423.54
492,2025-08-11T10:24:50.000Z,1.603768,39.36,23.76,423.54,447.30
493,2025-08-11T12:29:36.000Z,1.050320,39.36,1.98,447.30,449.28
494,2025-08-11T12:58:20.000Z,0.870050,39.36,-5.11,449.28,444.17
495,2025-08-11T15:32:27.000Z,0.848059,39.36,-5.98,444.17,438.19
496,2025-08-11T15:53:16.000Z,1.127225,39.36,5.01,438.19,443.20
497,2025-08-11T16:47:42.000Z,1.010452,39.36,0.41,443.20,443.61
498,2025-08-11T16:55:00.000Z,1.187907,39.36,7.40,443.61,451.00
499,2025-08-11T17:27:14.000Z,0.946174,39.36,-2.12,451.00,448.88
500,2025-08-11T19:25:50.000Z,1.461354,39.36,18.16,448.88,467.04
501,2025-08-11T19:30:08.000Z,1.666770,39.36,26.24,467.04,493.28
502,2025-08-11T19:47:29.000Z,0.893179,39.36,-4.20,493.28,489.08
503,2025-08-11T20:19:26.000Z,1.000155,39.36,0.01,489.08,489.09
504,2025-08-11T20:53:05.000Z,0.963212,39.36,-1.45,489.09,487.64
505,2025-08-11T21:12:29.000Z,1.000000,39.36,0.00,487.64,487.64
506,2025-08-11T21:13:20.000Z,0.800000,39.36,-7.87,487.64,479.77
507,2025-08-11T21:36:17.000Z,0.959343,39.36,-1.60,479.77,478.17
508,2025-08-11T23:16:19.000Z,1.000000,39.36,0.00,478.17,478.17
509,2025-08-12T03:18:28.000Z,0.959503,39.36,-1.59,478.17,476.57
510,2025-08-12T03:40:01.000Z,1.345066,39.36,13.58,476.57,490.15
511,2025-08-12T04:15:38.000Z,0.966600,39.36,-1.31,490.15,488.84
512,2025-08-12T04:22:21.000Z,0.993860,39.36,-0.24,488.84,488.60
513,2025-08-12T06:17:15.000Z,0.980904,39.36,-0.75,488.60,487.84
514,2025-08-12T08:07:12.000Z,1.017002,39.36,0.67,487.84,488.51
515,2025-08-12T08:39:45.000Z,1.000000,39.36,0.00,488.51,488.51
516,2025-08-12T09:36:59.000Z,0.967124,39.36,-1.29,488.51,487.22
517,2025-08-12T09:43:37.000Z,1.114751,39.36,4.52,487.22,491.74
518,2025-08-12T10:05:40.000Z,0.996318,39.36,-0.14,491.74,491.59
519,2025-08-12T10:26:49.000Z,0.957965,39.36,-1.65,491.59,489.94
520,2025-08-12T10:27:26.000Z,0.904623,39.36,-3.75,489.94,486.18
521,2025-08-12T10:28:00.000Z,0.985211,39.36,-0.58,486.18,485.60
522,2025-08-12T10:47:13.000Z,1.171579,39.36,6.75,485.60,492.35
523,2025-08-12T10:58:38.000Z,0.825208,39.36,-6.88,492.35,485.47
524,2025-08-12T11:08:50.000Z,0.929862,39.36,-2.76,485.47,482.71
525,2025-08-12T11:35:19.000Z,0.983972,39.36,-0.63,482.71,482.08
526,2025-08-12T11:55:24.000Z,0.990206,39.36,-0.39,482.08,481.70
527,2025-08-12T12:12:03.000Z,1.012161,39.36,0.48,481.70,482.18
528,2025-08-12T13:34:31.000Z,0.968174,39.36,-1.25,482.18,480.92
529,2025-08-12T14:03:53.000Z,0.833319,39.36,-6.56,480.92,474.36
530,2025-08-12T14:20:15.000Z,1.000000,39.36,0.00,474.36,474.36
531,2025-08-12T14:36:50.000Z,1.000000,39.36,0.00,474.36,474.36
532,2025-08-12T14:42:51.000Z,0.952317,39.36,-1.88,474.36,472.49
533,2025-08-12T14:48:27.000Z,0.883296,39.36,-4.59,472.49,467.89
534,2025-08-12T14:48:55.000Z,1.000000,39.36,0.00,467.89,467.89
535,2025-08-12T15:04:57.000Z,0.968501,39.36,-1.24,467.89,466.65
536,2025-08-12T15:09:21.000Z,0.971184,39.36,-1.13,466.65,465.52
537,2025-08-12T15:38:23.000Z,1.065951,39.36,2.60,465.52,468.12
538,2025-08-12T17:27:38.000Z,0.975677,39.36,-0.96,468.12,467.16
539,2025-08-12T17:35:55.000Z,0.800000,39.36,-7.87,467.16,459.29
540,2025-08-12T19:07:04.000Z,0.920026,39.36,-3.15,459.29,456.14
541,2025-08-12T19:19:13.000Z,0.935011,39.36,-2.56,456.14,453.58
542,2025-08-12T22:20:07.000Z,0.977590,39.36,-0.88,453.58,452.70
543,2025-08-12T22:47:47.000Z,0.993952,39.36,-0.24,452.70,452.46
544,2025-08-12T23:10:13.000Z,1.202574,39.36,7.97,452.46,460.44
545,2025-08-12T23:40:30.000Z,1.000000,39.36,0.00,460.44,460.44
546,2025-08-13T03:04:52.000Z,1.050935,39.36,2.00,460.44,462.44
547,2025-08-13T04:43:37.000Z,0.800000,39.36,-7.87,462.44,454.57
548,2025-08-13T06:36:38.000Z,1.054368,39.36,2.14,454.57,456.71
549,2025-08-13T08:33:32.000Z,0.800000,39.36,-7.87,456.71,448.84
550,2025-08-13T09:18:14.000Z,0.994682,39.36,-0.21,448.84,448.63
551,2025-08-13T09:45:23.000Z,1.002596,39.36,0.10,448.63,448.73
552,2025-08-13T12:05:37.000Z,0.898635,39.36,-3.99,448.73,444.74
553,2025-08-13T13:28:37.000Z,0.934565,39.36,-2.58,444.74,442.17
554,2025-08-13T15:01:05.000Z,0.868210,39.36,-5.19,442.17,436.98
555,2025-08-13T15:38:10.000Z,1.068136,39.36,2.68,436.98,439.66
556,2025-08-13T17:18:54.000Z,1.107666,39.36,4.24,439.66,443.90
557,2025-08-13T17:26:30.000Z,0.989200,39.36,-0.43,443.90,443.47
558,2025-08-13T18:03:15.000Z,1.003117,39.36,0.12,443.47,443.59
559,2025-08-13T21:42:39.000Z,0.910984,39.36,-3.50,443.59,440.09
560,2025-08-13T22:04:55.000Z,1.000000,39.36,0.00,440.09,440.09
561,2025-08-14T02:21:42.000Z,0.999244,39.36,-0.03,440.09,440.06
562,2025-08-14T02:27:35.000Z,0.831724,39.36,-6.62,440.06,433.44
563,2025-08-14T06:28:55.000Z,0.800000,39.36,-7.87,433.44,425.57
564,2025-08-14T11:07:56.000Z,1.491477,39.36,19.34,425.57,444.91
565,2025-08-14T11:30:56.000Z,0.990290,39.36,-0.38,444.91,444.53
566,2025-08-14T11:41:12.000Z,1.077643,39.36,3.06,444.53,447.58
567,2025-08-14T12:25:05.000Z,0.968859,39.36,-1.23,447.58,446.36
568,2025-08-14T14:20:09.000Z,1.000000,39.36,0.00,446.36,446.36
569,2025-08-14T15:02:41.000Z,0.975600,39.36,-0.96,446.36,445.40
570,2025-08-14T15:03:04.000Z,1.030840,39.36,1.21,445.40,446.61
571,2025-08-14T17:40:16.000Z,1.042042,39.36,1.65,446.61,448.27
572,2025-08-14T18:19:58.000Z,0.887968,39.36,-4.41,448.27,443.86
573,2025-08-14T19:31:30.000Z,1.366325,39.36,14.42,443.86,458.27
574,2025-08-14T19:33:55.000Z,1.008429,39.36,0.33,458.27,458.61
575,2025-08-14T19:44:30.000Z,1.012709,39.36,0.50,458.61,459.11
576,2025-08-14T20:08:17.000Z,1.070978,39.36,2.79,459.11,461.90
577,2025-08-14T21:15:09.000Z,0.992466,39.36,-0.30,461.90,461.60
578,2025-08-14T22:05:51.000Z,0.842760,39.36,-6.19,461.60,455.42
579,2025-08-15T12:26:56.000Z,1.074001,39.36,2.91,455.42,458.33
580,2025-08-15T13:16:38.000Z,1.000000,39.36,0.00,458.33,458.33
581,2025-08-15T13:17:12.000Z,1.421492,39.36,16.59,458.33,474.92
582,2025-08-15T13:19:58.000Z,1.248938,39.36,9.80,474.92,484.71
583,2025-08-15T14:29:57.000Z,0.986484,39.36,-0.53,484.71,484.18
584,2025-08-15T14:47:11.000Z,0.964559,39.36,-1.39,484.18,482.79
585,2025-08-15T17:10:36.000Z,0.965643,39.36,-1.35,482.79,481.43
586,2025-08-15T17:28:45.000Z,1.122564,39.36,4.82,481.43,486.26
587,2025-08-15T18:35:49.000Z,1.157782,39.36,6.21,486.26,492.47
588,2025-08-15T18:37:09.000Z,0.864130,39.36,-5.35,492.47,487.12
589,2025-08-15T18:45:29.000Z,1.137656,39.36,5.42,487.12,492.54
590,2025-08-15T19:58:58.000Z,0.987130,39.36,-0.51,492.54,492.03
591,2025-08-15T21:59:01.000Z,1.174005,39.36,6.85,492.03,498.88
592,2025-08-16T06:59:24.000Z,1.001457,39.36,0.06,498.88,498.94
593,2025-08-16T08:28:03.000Z,1.026601,39.36,1.05,498.94,499.98
594,2025-08-16T08:29:50.000Z,1.027417,39.36,1.08,499.98,501.06
595,2025-08-16T08:42:38.000Z,1.139071,39.36,5.47,501.06,506.54
596,2025-08-16T09:12:19.000Z,1.048962,39.36,1.93,506.54,508.46
597,2025-08-16T12:07:42.000Z,1.000000,39.36,0.00,508.46,508.46
598,2025-08-16T12:27:06.000Z,0.968262,39.36,-1.25,508.46,507.21
599,2025-08-16T12:30:08.000Z,1.000000,39.36,0.00,507.21,507.21
600,2025-08-16T15:16:34.000Z,0.986648,39.36,-0.53,507.21,506.69
601,2025-08-16T15:30:31.000Z,1.123503,39.36,4.86,506.69,511.55
602,2025-08-16T16:11:18.000Z,1.073804,39.36,2.90,511.55,514.45
603,2025-08-16T16:54:33.000Z,1.345471,39.36,13.60,514.45,528.05
604,2025-08-16T18:39:11.000Z,1.284536,39.36,11.20,528.05,539.25
605,2025-08-16T20:23:27.000Z,1.300456,39.36,11.82,539.25,551.07
606,2025-08-16T20:44:22.000Z,1.045263,39.36,1.78,551.07,552.86
607,2025-08-16T22:56:49.000Z,0.800000,39.36,-7.87,552.86,544.98
608,2025-08-16T23:18:28.000Z,0.906520,39.36,-3.68,544.98,541.31
609,2025-08-17T01:15:59.000Z,1.127099,39.36,5.00,541.31,546.31
610,2025-08-17T02:01:47.000Z,1.056840,39.36,2.24,546.31,548.54
611,2025-08-17T09:28:38.000Z,0.974203,39.36,-1.02,548.54,547.53
612,2025-08-17T09:46:41.000Z,1.002732,39.36,0.11,547.53,547.64
613,2025-08-17T10:09:49.000Z,0.901499,39.36,-3.88,547.64,543.76
614,2025-08-17T11:02:29.000Z,1.000000,39.36,0.00,543.76,543.76
615,2025-08-17T12:12:17.000Z,1.107170,39.36,4.22,543.76,547.98
616,2025-08-17T15:21:53.000Z,0.865769,54.80,-7.36,547.98,540.62
617,2025-08-17T17:57:42.000Z,1.037166,54.80,2.04,540.62,542.66
618,2025-08-17T19:51:44.000Z,1.012720,54.80,0.70,542.66,543.36
619,2025-08-17T21:06:52.000Z,1.129192,54.80,7.08,543.36,550.44
620,2025-08-17T21:13:06.000Z,0.974326,54.80,-1.41,550.44,549.03
621,2025-08-17T21:16:06.000Z,0.889265,54.80,-6.07,549.03,542.96
622,2025-08-17T21:58:30.000Z,0.984856,54.80,-0.83,542.96,542.13
623,2025-08-17T22:17:01.000Z,0.800000,54.80,-10.96,542.13,531.17
624,2025-08-17T23:36:28.000Z,1.004999,54.80,0.27,531.17,531.44
625,2025-08-18T00:55:52.000Z,0.982929,54.80,-0.94,531.44,530.51
626,2025-08-18T01:12:36.000Z,0.946722,54.80,-2.92,530.51,527.59
627,2025-08-18T02:55:26.000Z,1.161621,54.80,8.86,527.59,536.45
628,2025-08-18T03:10:44.000Z,0.976158,54.80,-1.31,536.45,535.14
629,2025-08-18T11:20:00.000Z,1.011796,54.80,0.65,535.14,535.79
630,2025-08-18T11:20:52.000Z,0.800000,54.80,-10.96,535.79,524.83
631,2025-08-18T12:07:38.000Z,1.000000,54.80,0.00,524.83,524.83
632,2025-08-18T13:25:21.000Z,1.158266,54.80,8.67,524.83,533.50
633,2025-08-18T13:31:43.000Z,1.002104,54.80,0.12,533.50,533.61
634,2025-08-18T13:54:25.000Z,1.056747,54.80,3.11,533.61,536.72
635,2025-08-18T15:08:13.000Z,1.040708,54.80,2.23,536.72,538.95
636,2025-08-18T15:11:27.000Z,0.963915,54.80,-1.98,538.95,536.98
637,2025-08-18T16:27:52.000Z,1.114711,54.80,6.29,536.98,543.26
638,2025-08-18T16:55:13.000Z,1.004534,54.80,0.25,543.26,543.51
639,2025-08-18T17:04:11.000Z,1.011032,54.80,0.60,543.51,544.12
640,2025-08-18T17:16:08.000Z,1.000413,54.80,0.02,544.12,544.14
641,2025-08-18T19:50:57.000Z,1.020913,54.80,1.15,544.14,545.29
642,2025-08-18T19:56:35.000Z,0.895503,54.80,-5.73,545.29,539.56
643,2025-08-18T19:58:46.000Z,0.988884,54.80,-0.61,539.56,538.95
644,2025-08-18T20:49:13.000Z,0.918142,54.80,-4.49,538.95,534.46
645,2025-08-18T21:37:40.000Z,0.882069,54.80,-6.46,534.46,528.00
646,2025-08-19T02:23:36.000Z,0.999607,54.80,-0.02,528.00,527.98
647,2025-08-19T04:07:16.000Z,0.959983,54.80,-2.19,527.98,525.79
648,2025-08-19T04:08:32.000Z,1.042273,54.80,2.32,525.79,528.10
649,2025-08-19T04:22:34.000Z,1.015178,54.80,0.83,528.10,528.94
650,2025-08-19T08:17:21.000Z,1.485678,54.80,26.61,528.94,555.55
651,2025-08-19T09:04:36.000Z,1.013862,54.80,0.76,555.55,556.31
652,2025-08-19T10:19:08.000Z,1.000000,54.80,0.00,556.31,556.31
653,2025-08-19T11:21:22.000Z,0.956536,54.80,-2.38,556.31,553.93
654,2025-08-19T11:46:11.000Z,0.995462,54.80,-0.25,553.93,553.68
655,2025-08-19T11:59:22.000Z,1.274943,54.80,15.07,553.68,568.75
656,2025-08-19T12:15:49.000Z,0.980474,54.80,-1.07,568.75,567.68
657,2025-08-19T13:24:27.000Z,1.074368,54.80,4.08,567.68,571.75
658,2025-08-19T13:48:39.000Z,0.973028,54.80,-1.48,571.75,570.27
659,2025-08-19T13:52:43.000Z,1.433527,54.80,23.76,570.27,594.03
660,2025-08-19T14:18:41.000Z,0.962622,54.80,-2.05,594.03,591.98
661,2025-08-19T16:26:53.000Z,0.973778,54.80,-1.44,591.98,590.54
662,2025-08-19T16:36:43.000Z,1.006795,54.80,0.37,590.54,590.92
663,2025-08-19T16:52:24.000Z,0.917416,54.80,-4.53,590.92,586.39
664,2025-08-19T19:15:57.000Z,0.995993,54.80,-0.22,586.39,586.17
665,2025-08-19T20:04:16.000Z,1.004971,54.80,0.27,586.17,586.44
666,2025-08-19T22:28:50.000Z,1.008637,54.80,0.47,586.44,586.92
667,2025-08-19T23:20:43.000Z,1.064778,54.80,3.55,586.92,590.47
668,2025-08-19T23:24:45.000Z,0.994781,54.80,-0.29,590.47,590.18
669,2025-08-19T23:45:56.000Z,1.019639,54.80,1.08,590.18,591.26
670,2025-08-20T00:01:19.000Z,1.424769,54.80,23.28,591.26,614.53
671,2025-08-20T02:33:14.000Z,0.952147,54.80,-2.62,614.53,611.91
672,2025-08-20T06:56:40.000Z,1.039226,54.80,2.15,611.91,614.06
673,2025-08-20T07:36:33.000Z,0.989635,54.80,-0.57,614.06,613.49
674,2025-08-20T08:27:01.000Z,1.018332,54.80,1.00,613.49,614.50
675,2025-08-20T09:24:12.000Z,1.035497,54.80,1.95,614.50,616.44
676,2025-08-20T10:40:35.000Z,1.000000,54.80,0.00,616.44,616.44
677,2025-08-20T11:51:46.000Z,0.950326,54.80,-2.72,616.44,613.72
678,2025-08-20T12:56:36.000Z,0.800000,54.80,-10.96,613.72,602.76
679,2025-08-20T13:02:47.000Z,1.513086,54.80,28.12,602.76,630.88
680,2025-08-20T13:15:34.000Z,1.063998,54.80,3.51,630.88,634.38
681,2025-08-20T13:32:07.000Z,1.026242,54.80,1.44,634.38,635.82
682,2025-08-20T13:45:46.000Z,1.045632,54.80,2.50,635.82,638.32
683,2025-08-20T14:02:38.000Z,1.006174,54.80,0.34,638.32,638.66
684,2025-08-20T14:43:50.000Z,1.025063,54.80,1.37,638.66,640.03
685,2025-08-20T14:51:51.000Z,1.697952,54.80,38.25,640.03,678.28
686,2025-08-20T16:23:29.000Z,0.918356,54.80,-4.47,678.28,673.81
687,2025-08-20T16:36:53.000Z,0.938841,54.80,-3.35,673.81,670.45
688,2025-08-20T16:48:40.000Z,0.955379,54.80,-2.45,670.45,668.01
689,2025-08-20T16:49:50.000Z,0.944049,54.80,-3.07,668.01,664.94
690,2025-08-20T17:29:46.000Z,1.018957,54.80,1.04,664.94,665.98
691,2025-08-20T17:33:38.000Z,0.800000,54.80,-10.96,665.98,655.02
692,2025-08-20T18:22:43.000Z,1.081285,54.80,4.45,655.02,659.48
693,2025-08-20T18:35:20.000Z,1.000000,54.80,0.00,659.48,659.48
694,2025-08-20T18:40:07.000Z,1.178934,54.80,9.81,659.48,669.28
695,2025-08-20T18:40:30.000Z,1.006642,54.80,0.36,669.28,669.65
696,2025-08-20T19:58:23.000Z,0.926407,54.80,-4.03,669.65,665.61
697,2025-08-20T22:38:38.000Z,0.995754,54.80,-0.23,665.61,665.38
698,2025-08-20T22:57:00.000Z,0.973756,54.80,-1.44,665.38,663.94
699,2025-08-21T00:10:10.000Z,0.981302,54.80,-1.02,663.94,662.92
700,2025-08-21T00:36:15.000Z,0.972300,54.80,-1.52,662.92,661.40
701,2025-08-21T06:30:58.000Z,1.000000,54.80,0.00,661.40,661.40
702,2025-08-21T07:11:51.000Z,1.010429,54.80,0.57,661.40,661.97
703,2025-08-21T07:40:59.000Z,1.005256,54.80,0.29,661.97,662.26
704,2025-08-21T10:35:08.000Z,1.003291,54.80,0.18,662.26,662.44
705,2025-08-21T11:24:17.000Z,1.099577,54.80,5.46,662.44,667.90
706,2025-08-21T14:15:21.000Z,1.002686,54.80,0.15,667.90,668.04
707,2025-08-21T15:36:19.000Z,1.000000,54.80,0.00,668.04,668.04
708,2025-08-21T15:40:56.000Z,1.049857,54.80,2.73,668.04,670.78
709,2025-08-21T16:22:36.000Z,0.984755,54.80,-0.84,670.78,669.94
710,2025-08-21T16:27:56.000Z,1.001060,54.80,0.06,669.94,670.00
711,2025-08-21T17:35:57.000Z,1.000000,54.80,0.00,670.00,670.00
712,2025-08-21T18:29:04.000Z,0.975696,54.80,-1.33,670.00,668.67
713,2025-08-21T18:35:50.000Z,0.951065,54.80,-2.68,668.67,665.98
714,2025-08-21T18:46:01.000Z,1.066695,54.80,3.65,665.98,669.64
715,2025-08-21T19:08:15.000Z,0.976786,54.80,-1.27,669.64,668.37
716,2025-08-21T19:14:46.000Z,1.099354,54.80,5.44,668.37,673.81
717,2025-08-21T20:06:43.000Z,1.026553,54.80,1.46,673.81,675.27
718,2025-08-21T20:11:35.000Z,1.007930,54.80,0.43,675.27,675.70
719,2025-08-21T20:21:27.000Z,1.575259,54.80,31.52,675.70,707.22
720,2025-08-21T21:40:14.000Z,1.098413,54.80,5.39,707.22,712.62
721,2025-08-22T06:04:45.000Z,1.003768,54.80,0.21,712.62,712.82
722,2025-08-22T08:53:33.000Z,1.014056,54.80,0.77,712.82,713.59
723,2025-08-22T08:56:48.000Z,1.000000,54.80,0.00,713.59,713.59
724,2025-08-22T10:25:03.000Z,1.012123,54.80,0.66,713.59,714.26
725,2025-08-22T12:36:15.000Z,1.037375,54.80,2.05,714.26,716.31
726,2025-08-22T13:14:08.000Z,0.983336,54.80,-0.91,716.31,715.39
727,2025-08-22T13:37:56.000Z,1.061635,54.80,3.38,715.39,718.77
728,2025-08-22T13:45:04.000Z,0.867099,54.80,-7.28,718.77,711.49
729,2025-08-22T14:06:11.000Z,1.160502,54.80,8.80,711.49,720.28
730,2025-08-22T14:28:33.000Z,0.975917,54.80,-1.32,720.28,718.96
731,2025-08-22T14:58:19.000Z,1.013607,54.80,0.75,718.96,719.71
732,2025-08-22T15:00:20.000Z,1.036377,54.80,1.99,719.71,721.70
733,2025-08-22T15:10:27.000Z,1.004297,54.80,0.24,721.70,721.94
734,2025-08-22T15:16:07.000Z,1.014586,54.80,0.80,721.94,722.74
735,2025-08-22T16:44:12.000Z,1.020353,54.80,1.12,722.74,723.85
736,2025-08-22T17:14:33.000Z,0.969377,54.80,-1.68,723.85,722.17
737,2025-08-22T17:48:23.000Z,0.800000,54.80,-10.96,722.17,711.21
738,2025-08-22T17:59:13.000Z,0.984372,54.80,-0.86,711.21,710.36
739,2025-08-22T20:49:08.000Z,1.073430,54.80,4.02,710.36,714.38
740,2025-08-22T20:49:56.000Z,0.994251,54.80,-0.32,714.38,714.07
741,2025-08-23T07:02:05.000Z,1.041771,54.80,2.29,714.07,716.36
742,2025-08-23T07:13:38.000Z,0.960807,54.80,-2.15,716.36,714.21
743,2025-08-23T11:01:46.000Z,1.075119,54.80,4.12,714.21,718.32
744,2025-08-23T11:03:42.000Z,1.069638,54.80,3.82,718.32,722.14
745,2025-08-23T11:22:56.000Z,1.034039,54.80,1.87,722.14,724.01
746,2025-08-23T11:51:57.000Z,1.029093,54.80,1.59,724.01,725.60
747,2025-08-23T11:56:21.000Z,0.962610,54.80,-2.05,725.60,723.55
748,2025-08-23T14:13:55.000Z,1.180832,54.80,9.91,723.55,733.46
749,2025-08-23T14:27:31.000Z,0.800000,54.80,-10.96,733.46,722.50
750,2025-08-23T15:23:49.000Z,0.963418,54.80,-2.00,722.50,720.50
751,2025-08-23T15:39:44.000Z,1.000000,54.80,0.00,720.50,720.50
752,2025-08-23T16:10:54.000Z,1.000000,54.80,0.00,720.50,720.50
753,2025-08-23T17:16:11.000Z,1.181507,54.80,9.95,720.50,730.44
754,2025-08-23T17:25:13.000Z,1.093268,54.80,5.11,730.44,735.55
755,2025-08-23T18:32:00.000Z,1.128085,54.80,7.02,735.55,742.57
756,2025-08-23T21:19:35.000Z,0.980778,54.80,-1.05,742.57,741.52
757,2025-08-23T21:45:42.000Z,0.887937,54.80,-6.14,741.52,735.38
758,2025-08-23T22:56:25.000Z,1.162459,54.80,8.90,735.38,744.28
759,2025-08-23T22:56:48.000Z,1.006818,54.80,0.37,744.28,744.65
760,2025-08-24T08:31:31.000Z,1.035917,54.80,1.97,744.65,746.62
761,2025-08-24T10:25:29.000Z,0.967512,54.80,-1.78,746.62,744.84
762,2025-08-24T10:57:49.000Z,1.204549,54.80,11.21,744.84,756.05
763,2025-08-24T11:13:46.000Z,1.013542,54.80,0.74,756.05,756.79
764,2025-08-24T11:24:29.000Z,0.960355,54.80,-2.17,756.79,754.62
765,2025-08-24T12:12:35.000Z,0.814358,54.80,-10.17,754.62,744.45
766,2025-08-24T12:15:10.000Z,0.959511,54.80,-2.22,744.45,742.23
767,2025-08-24T14:39:56.000Z,0.800000,74.22,-14.84,742.23,727.38
768,2025-08-24T15:03:30.000Z,1.030471,74.22,2.26,727.38,729.65
769,2025-08-24T15:09:03.000Z,1.004143,74.22,0.31,729.65,729.95
770,2025-08-24T15:35:39.000Z,0.971153,74.22,-2.14,729.95,727.81
771,2025-08-24T17:29:25.000Z,1.291458,74.22,21.63,727.81,749.45
772,2025-08-24T18:16:53.000Z,1.001443,74.22,0.11,749.45,749.55
773,2025-08-24T18:33:45.000Z,0.800000,74.22,-14.84,749.55,734.71
774,2025-08-24T19:16:59.000Z,1.000000,74.22,0.00,734.71,734.71
775,2025-08-24T20:19:59.000Z,1.184196,74.22,13.67,734.71,748.38
776,2025-08-24T20:38:42.000Z,1.000000,74.22,0.00,748.38,748.38
777,2025-08-24T22:47:38.000Z,0.804121,74.22,-14.54,748.38,733.84
778,2025-08-24T22:52:19.000Z,0.995859,74.22,-0.31,733.84,733.53
779,2025-08-24T23:17:18.000Z,1.423286,74.22,31.42,733.53,764.95
780,2025-08-24T23:47:55.000Z,2.171703,74.22,86.97,764.95,851.92
781,2025-08-25T07:32:29.000Z,1.000000,74.22,0.00,851.92,851.92
782,2025-08-25T09:06:01.000Z,1.011485,74.22,0.85,851.92,852.77
783,2025-08-25T09:59:14.000Z,1.000000,74.22,0.00,852.77,852.77
784,2025-08-25T13:08:30.000Z,1.000000,74.22,0.00,852.77,852.77
785,2025-08-25T13:32:29.000Z,0.960374,74.22,-2.94,852.77,849.83
786,2025-08-25T14:57:27.000Z,0.986136,74.22,-1.03,849.83,848.80
787,2025-08-25T16:28:12.000Z,1.081178,74.22,6.03,848.80,854.83
