TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,EntryPrice,ExitPrice,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
51,FHcTwp9EG3x3huWUubpDvD5oJXeyV27iyEaZUpmSbonk,2025-08-02T14:16:40.000Z,2025-08-03T10:00:00.000+10:00,2025-08-03T11:00:00.000+10:00,0.00012049,0.00011438,0.949299,-5.07,1.1927,60,No
52,JD5GYKm5dQ7JbTagEvddDuk671VzZdGtDpQt2MM6y8RH,2025-08-02T22:15:21.000Z,2025-08-04T04:00:00.000+10:00,2025-08-04T05:00:00.000+10:00,0.00001990,0.00001960,0.984986,-1.50,1.1462,60,No
53,9a5DxpveEUcPKjcULbHU1YMDq5FwUZFtPLxw6YRGBAGS,2025-08-03T09:45:59.000Z,2025-08-06T12:00:00.000+10:00,2025-08-06T13:00:00.000+10:00,0.00000814,0.00000822,1.009310,0.93,1.0000,60,Yes
54,8cNRL9gfQgg4N4wpVZy3o11ahUmUYHAd5KJPvXKmbonk,2025-08-03T12:03:40.000Z,2025-08-04T17:00:00.000+10:00,2025-08-04T20:00:00.000+10:00,0.00006362,0.00005918,0.930115,-6.99,1.3733,180,No
55,FbgKUVrJRAJP4JFmtBThwccTCb6TKdSi28BbPQbrbonk,2025-08-03T12:03:45.000Z,2025-08-07T13:00:00.000+10:00,2025-08-08T03:00:00.000+10:00,0.00000475,0.00000470,0.989352,-1.06,1.0214,840,No
56,7ELT9VdXF7N1yPHZZf76FrckLgkFvHvNN3j9wYs7bonk,2025-08-03T15:03:07.000Z,2025-08-04T16:00:00.000+10:00,2025-08-04T19:00:00.000+10:00,0.00001523,0.00001445,0.949148,-5.09,1.0000,180,No
57,6RVSfgQgRPvqjjzD5UFnhZZAQE8oJYQXHuEmZSkvbonk,2025-08-03T15:28:28.000Z,2025-08-04T18:00:00.000+10:00,2025-08-04T20:00:00.000+10:00,0.00000712,0.00000863,1.212386,21.24,1.0000,120,Yes
58,7VYXBSQa79BuBrutcdKMXJodT8TLS7aDv6chaF3sbonk,2025-08-03T22:50:11.000Z,2025-08-04T20:00:00.000+10:00,2025-08-04T22:00:00.000+10:00,0.00215486,0.00181356,0.841616,-15.84,1.0000,120,No
59,HBsbZz9hvxzi3EnCYWLLwvMPWgV4aeC74mEdvTg9bonk,2025-08-03T23:49:33.000Z,2025-08-05T02:00:00.000+10:00,2025-08-05T03:00:00.000+10:00,0.00268887,0.00229048,0.851836,-14.82,1.0409,60,No
60,5Ste2CMTfyJt2eu1uFYLKrZXTLpAfQ5JEqem2eTjjups,2025-08-04T08:37:26.000Z,2025-08-05T04:00:00.000+10:00,2025-08-05T05:00:00.000+10:00,0.00124672,0.00124342,0.997358,-0.26,1.1888,60,No
61,4gJpaA4vwtNdjrcAyACL5H1PFB57HtJKBGKdar8tbonk,2025-08-04T11:23:19.000Z,2025-08-06T04:00:00.000+10:00,2025-08-06T06:00:00.000+10:00,0.00002249,0.00003225,1.434068,43.41,1.0872,120,Yes
62,H4d1qh5avAiqnwwDR6FNneXaQBP7eKdq1eZC6yEWbonk,2025-08-04T16:22:10.000Z,2025-08-05T12:00:00.000+10:00,2025-08-05T13:00:00.000+10:00,0.00005807,0.00004599,0.792015,-20.80,1.0163,60,No
63,5mMrEEDRyFutXr7GB4NdJLkhRDQzrK5VC9Qc3Tr8bonk,2025-08-04T19:26:00.000Z,2025-08-06T05:00:00.000+10:00,2025-08-06T07:00:00.000+10:00,0.00246161,0.00237885,0.966379,-3.36,1.3719,120,No
64,5zCETicUCJqJ5Z3wbfFPZqtSpHPYqnggs1wX7ZRpump,2025-08-05T08:09:46.000Z,2025-08-06T00:35:00.000+10:00,2025-08-06T00:55:00.000+10:00,0.00404533,0.00358069,0.885142,-11.49,1.1001,20,No
65,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,2025-08-05T11:44:36.000Z,2025-08-06T15:00:00.000+10:00,2025-08-06T21:05:00.000+10:00,0.17570991,0.17720032,1.008482,0.85,1.1269,365,Yes
66,7oLWGMuGbBm9uwDmffSdxLE98YChFAH1UdY5XpKYLff8,2025-08-05T14:32:52.000Z,2025-08-06T18:00:00.000+10:00,2025-08-06T19:00:00.000+10:00,0.00641154,0.00507804,0.792015,-20.80,1.0661,60,No
67,DHNfLi9ad4L9ebZZ6MPcmJbezBcs5ksCx9JFFf1LmF2N,2025-08-05T20:27:30.000Z,2025-08-06T18:00:00.000+10:00,2025-08-06T19:00:00.000+10:00,0.00002920,0.00002371,0.811998,-18.80,1.0444,60,No
68,5ghpHpgiew7WuuKY1f3CSMgGHmDiZUeMjZrgDrfzBAGS,2025-08-05T20:52:24.000Z,2025-08-06T16:00:00.000+10:00,2025-08-06T17:00:00.000+10:00,0.00048691,0.00052129,1.070613,7.06,1.0679,60,Yes
69,ArzbUA9b1dq47j4RaFR728Fxkvb5hDBDLd7GJtwWpump,2025-08-06T10:26:02.000Z,2025-08-07T22:00:00.000+10:00,2025-08-07T23:00:00.000+10:00,0.00000462,0.00000461,0.998015,-0.20,1.0261,60,No
70,83xk8Zz5nwq5W6RkEPJLwPL9rr951xt8XjSDha9irzK5,2025-08-07T06:46:23.000Z,2025-08-08T06:00:00.000+10:00,2025-08-08T07:00:00.000+10:00,0.00003322,0.00002631,0.792015,-20.80,1.0000,60,No
71,Cz7LGKdZPpAxonXx23ZYPW3RtDQvjcf17ZDCZEzFpump,2025-08-07T13:02:39.000Z,2025-08-08T07:00:00.000+10:00,2025-08-08T08:00:00.000+10:00,0.00003921,0.00006371,1.624617,62.46,1.0000,60,Yes
72,CMx7yon2cLzHcXqgHsKJhuU3MmME6noWLQk2rAycBAGS,2025-08-07T16:42:56.000Z,2025-08-08T15:00:00.000+10:00,2025-08-08T16:00:00.000+10:00,0.00725664,0.00684067,0.942678,-5.73,1.3388,60,No
73,ESBCnCXtEZDmX8QnHU6qMZXd9mvjSAZVoYaLKKADBAGS,2025-08-07T22:59:21.000Z,2025-08-08T16:00:00.000+10:00,2025-08-08T17:00:00.000+10:00,0.00520541,0.00528160,1.014637,1.46,1.2246,60,Yes
74,2kBaWJjNf2XiEWjg4qhWtTXoVN5EvJAvZPv8vyWB8A4M,2025-08-07T23:49:19.000Z,2025-08-08T20:00:00.000+10:00,2025-08-08T22:00:00.000+10:00,0.00019048,0.00015938,0.836734,-16.33,1.2415,120,No
75,7obhQyME8iSNktCbCAtiLCpgv3cVqW1PWd31v4Egpump,2025-08-08T13:13:59.000Z,2025-08-10T09:00:00.000+10:00,2025-08-10T11:00:00.000+10:00,0.00006460,0.00006439,0.996800,-0.32,1.0439,120,No
76,4H2Qjr8rsCj5MpaJXoVyJUC6XkaDupqEAre3r4JqBAGS,2025-08-08T15:23:20.000Z,2025-08-10T12:00:00.000+10:00,2025-08-10T13:00:00.000+10:00,0.00001467,0.00001472,1.003702,0.37,1.0446,60,Yes
77,6NPE165SHwcNcrWYZauv4Rdj4SnjFC2zrgCsGQdZbonk,2025-08-09T00:17:11.000Z,2025-08-12T10:00:00.000+10:00,2025-08-12T12:00:00.000+10:00,0.00004213,0.00005929,1.407392,40.74,1.5051,120,Yes
78,8J4oASLBU8WdTgeRP4wiucCH4Cpn272R47W9JmduBAGS,2025-08-09T00:31:37.000Z,2025-08-10T13:00:00.000+10:00,2025-08-10T15:00:00.000+10:00,0.00015066,0.00014762,0.979803,-2.02,1.0000,120,No
79,9DdtnmX9ziRM8LMXmy12dHyZeTFMbSjVfQV63eaCbonk,2025-08-09T08:04:56.000Z,2025-08-10T09:00:00.000+10:00,2025-08-10T10:00:00.000+10:00,0.00138662,0.00126572,0.912809,-8.72,1.2033,60,No
80,HHxGTfXuv5hL1b1k8FWf4jrafBjs2VLdi6KjrBhPpump,2025-08-09T23:11:01.000Z,2025-08-10T18:00:00.000+10:00,2025-08-10T20:00:00.000+10:00,0.00001629,0.00001290,0.792015,-20.80,1.0000,120,No
81,92ZcT2413ZboNzdZFzq2mrqXZeu99wc5kx2fgjMgpump,2025-08-10T11:01:27.000Z,2025-08-11T20:00:00.000+10:00,2025-08-11T22:00:00.000+10:00,0.00022150,0.00026223,1.183866,18.39,1.1780,120,Yes
82,FYXnJhgLmhcELqsKyAfdKZExFfA7gaskQa5TuEZE9RZT,2025-08-10T15:49:06.000Z,2025-08-11T17:00:00.000+10:00,2025-08-11T18:00:00.000+10:00,0.00002784,0.00002738,0.983782,-1.62,1.0661,60,No
83,GGzQjirXTSFRBgDYitzmT7Qgb1R2jQTzajdgpZaEbonk,2025-08-10T23:16:52.000Z,2025-08-12T02:00:00.000+10:00,2025-08-12T03:00:00.000+10:00,0.00031973,0.00034212,1.070031,7.00,1.2460,60,Yes
84,FTggXu7nYowpXjScSw7BZjtZDXywLNjK88CGhydDGgMS,2025-08-11T12:58:20.000Z,2025-08-12T05:00:00.000+10:00,2025-08-12T06:00:00.000+10:00,0.00093586,0.00074122,0.792015,-20.80,1.0856,60,No
85,3gLJDi8BnPQRhGGuY8PCrZbUG9ZDvKxj8SKh7gPMiqgS,2025-08-11T17:27:14.000Z,2025-08-12T12:00:00.000+10:00,2025-08-12T13:00:00.000+10:00,0.00051980,0.00050903,0.979271,-2.07,1.0228,60,No
86,H8xQ6poBjB9DTPMDTKWzWPrnxu4bDEhybxiouF8Ppump,2025-08-11T17:59:17.000Z,2025-08-12T15:00:00.000+10:00,2025-08-12T17:00:00.000+10:00,0.05261046,0.05130447,0.975176,-2.48,1.0253,120,No
87,zJQQ2zZ5ggJKXBpaNNxJdmB2JJodJJvudQUbyZQpump,2025-08-11T22:35:46.000Z,2025-08-12T17:00:00.000+10:00,2025-08-12T18:00:00.000+10:00,0.00056180,0.00055051,0.979902,-2.01,1.3373,60,No
88,HZAc3jo6TEJhx2meJBbcmL32o2iKehuu5ZA4bSnUbonk,2025-08-12T03:40:01.000Z,2025-08-13T03:00:00.000+10:00,2025-08-13T04:00:00.000+10:00,0.00022326,0.00030753,1.377459,37.75,1.9969,60,Yes
89,C6TSrLYAqL8RRMU9hrSZAzY49bCiyXH1TGVYpAF4LpaQ,2025-08-12T11:55:24.000Z,2025-08-13T18:00:00.000+10:00,2025-08-14T00:00:00.000+10:00,0.00001765,0.00001625,0.920482,-7.95,1.0497,360,No
90,9VyGv7D8YTiWN4ci1WSNVpAZmAtc6cxrbMs3F7FK6VLA,2025-08-12T14:36:50.000Z,2025-08-14T07:00:00.000+10:00,2025-08-14T08:00:00.000+10:00,0.00000660,0.00000658,0.996923,-0.31,1.0000,60,No
91,Boun7CYwd668AbxSQDNTijzEmweY91cW6DKuwAbJBAGS,2025-08-12T14:52:35.000Z,2025-08-13T07:55:00.000+10:00,2025-08-13T09:00:00.000+10:00,0.00015097,0.00013961,0.924732,-7.53,1.3571,65,No
92,Dk3eGnQcc17xJzGib8xHDovL5UjPWZDvTZXXzf6Mpump,2025-08-12T22:20:07.000Z,2025-08-14T07:00:00.000+10:00,2025-08-14T08:00:00.000+10:00,0.00000579,0.00000591,1.020460,2.05,1.0732,60,Yes
93,BVPVnNJ7AjYscfdJrUPV7P6XFEkVDo1YnJMin7YoBAGS,2025-08-12T23:10:13.000Z,2025-08-13T16:00:00.000+10:00,2025-08-13T17:00:00.000+10:00,0.00006042,0.00005557,0.919730,-8.03,1.2161,60,No
94,5V1HCmgWNR4FdJmhy5ny2kdxsoB2NPrV9LX4d3GXpump,2025-08-13T06:32:34.000Z,2025-08-14T02:00:00.000+10:00,2025-08-14T04:00:00.000+10:00,0.00006028,0.00008713,1.445383,44.54,1.3435,120,Yes
95,EuwaFjov8s9EMsQ3EYF55S9HnGxShB9w3WvrpV8rpump,2025-08-14T02:21:42.000Z,2025-08-15T07:00:00.000+10:00,2025-08-15T11:00:00.000+10:00,0.00000711,0.00000677,0.953282,-4.67,1.0000,240,No
96,76rTxzztXjJe7AUaBi7jQ5J61MFgpQgB4Cc934sWbonk,2025-08-14T17:40:16.000Z,2025-08-15T14:00:00.000+10:00,2025-08-15T15:00:00.000+10:00,0.00362872,0.00356266,0.981796,-1.82,1.0380,60,No
97,32nNtYR8h8rRBKv8JQd2PM1XroBh8rQica5JWmgpBAGS,2025-08-14T19:44:10.000Z,2025-08-15T13:00:00.000+10:00,2025-08-15T14:00:00.000+10:00,0.00053961,0.00048217,0.893559,-10.64,1.1948,60,No
98,BGQeuBCLEtLzBD9QUMykinkY5XXNk7oK3Xiem92opump,2025-08-14T20:08:17.000Z,2025-08-16T06:00:00.000+10:00,2025-08-16T07:00:00.000+10:00,0.00013540,0.00014514,1.071871,7.19,1.1030,60,Yes
99,G1DXVVmqJs8Ei79QbK41dpgk2WtXSGqLtx9of7o8BAGS,2025-08-14T22:16:52.000Z,2025-08-15T17:00:00.000+10:00,2025-08-15T18:00:00.000+10:00,0.00053938,0.00050152,0.929806,-7.02,1.2870,60,No
100,CH29CmCw1HK5ennwEFu7RGbbguUWwno81zxk9S5pump,2025-08-15T14:25:50.000Z,2025-08-16T13:00:00.000+10:00,2025-08-16T14:00:00.000+10:00,0.00012048,0.00017404,1.444577,44.46,1.2613,60,Yes
101,EZC9he3789GZK4teWj2uDniP86cPiqHrC12ea7qLpump,2025-08-15T18:35:49.000Z,2025-08-16T17:00:00.000+10:00,2025-08-16T18:00:00.000+10:00,0.00002153,0.00002255,1.047584,4.76,1.3657,60,Yes
102,3hFEAFfPBgquhPcuQYJWufENYg9pjMDvgEEsv4jxpump,2025-08-16T08:42:38.000Z,2025-08-17T01:00:00.000+10:00,2025-08-17T02:00:00.000+10:00,0.00061331,0.00049352,0.804674,-19.53,1.2196,60,No
103,98grnXKE6oaymTBUnhkurXzXUYfFbkzzzVwEzFxSpump,2025-08-16T12:13:51.000Z,2025-08-18T02:00:00.000+10:00,2025-08-18T04:00:00.000+10:00,0.00000601,0.00000588,0.978037,-2.20,1.0000,120,No
104,6Hi2PPiqkwYBY2vxbn1oasbTknvsWRZvNL3PjKZnpump,2025-08-16T12:27:06.000Z,2025-08-17T10:10:00.000+10:00,2025-08-17T11:15:00.000+10:00,0.00123656,0.00125400,1.014103,1.41,1.0338,65,Yes
105,EaDVr42iPXmaWYeZ4zoGfPhw7r449FymN9vfGntDpump,2025-08-16T18:37:43.000Z,2025-08-17T16:00:00.000+10:00,2025-08-17T18:00:00.000+10:00,0.00000585,0.00000565,0.965494,-3.45,1.0000,120,No
106,8D9CZBsMocuJ8bdnpegGE8auHdFQ1Ez5F66wWAFv3WcN,2025-08-17T10:09:49.000Z,2025-08-18T05:00:00.000+10:00,2025-08-18T06:00:00.000+10:00,0.00038249,0.00040436,1.057169,5.72,1.0691,60,Yes
