Strategy,WeekStart,Trades,PortfolioStart,PortfolioEnd,ReturnPercent,Multiplier
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,36,325.19,306.48,-5.75,0.9425
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,23,306.48,316.93,3.41,1.0341
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,22,316.93,480.81,51.71,1.5171
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,22,480.81,603.72,25.56,1.2556
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,26,603.72,907.81,50.37,1.5037
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,18,907.81,1082.05,19.19,1.1919
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,18,1082.05,1089.57,0.70,1.0070
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,11,1089.57,1182.61,8.54,1.0854
PT1.5_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,1182.61,1182.25,-0.03,0.9997
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-14,10,100.00,106.40,6.40,1.0640
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-21,28,106.40,121.81,14.49,1.1449
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-28,30,121.81,121.10,-0.58,0.9942
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-04,47,121.10,141.81,17.10,1.1710
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-11,31,141.81,177.92,25.46,1.2546
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-18,31,177.92,219.29,23.25,1.2325
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-25,30,219.29,277.25,26.43,1.2643
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-01,18,277.25,323.95,16.84,1.1684
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-08,36,323.95,298.28,-7.92,0.9208
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-15,23,298.28,305.67,2.48,1.0248
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-22,22,305.67,473.39,54.87,1.5487
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-29,22,473.39,598.69,26.47,1.2647
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-06,26,598.69,910.96,52.16,1.5216
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-13,18,910.96,1073.97,17.89,1.1789
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-20,18,1073.97,1081.44,0.70,1.0070
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-27,11,1081.44,1168.25,8.03,1.0803
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-11-03,2,1168.25,1167.90,-0.03,0.9997
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,10,100.00,106.92,6.92,1.0692
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,28,106.92,123.01,15.05,1.1505
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,30,123.01,124.14,0.91,1.0091
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,47,124.14,147.81,19.07,1.1907
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,31,147.81,187.88,27.11,1.2711
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,31,187.88,221.22,17.74,1.1774
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,30,221.22,281.95,27.46,1.2746
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,18,281.95,330.73,17.30,1.1730
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,36,330.73,311.70,-5.75,0.9425
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,23,311.70,322.32,3.41,1.0341
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,22,322.32,501.68,55.64,1.5564
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,22,501.68,584.65,16.54,1.1654
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,26,584.65,891.62,52.51,1.5251
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,18,891.62,1056.23,18.46,1.1846
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,18,1056.23,1063.57,0.70,1.0070
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,11,1063.57,1154.39,8.54,1.0854
PT2-3_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,1154.39,1154.04,-0.03,0.9997
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,10,100.00,106.92,6.92,1.0692
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,28,106.92,121.99,14.09,1.1409
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,30,121.99,123.25,1.03,1.0103
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,47,123.25,147.38,19.58,1.1958
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,31,147.38,185.10,25.60,1.2560
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,31,185.10,216.39,16.90,1.1690
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,30,216.39,275.24,27.20,1.2720
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,18,275.24,316.27,14.91,1.1491
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,36,316.27,298.07,-5.75,0.9425
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,23,298.07,308.24,3.41,1.0341
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,22,308.24,465.18,50.92,1.5092
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,22,465.18,586.29,26.04,1.2604
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,26,586.29,887.62,51.40,1.5140
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,18,887.62,1055.77,18.94,1.1894
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,18,1055.77,1063.11,0.70,1.0070
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,11,1063.11,1153.89,8.54,1.0854
PT1.5-2_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,1153.89,1153.54,-0.03,0.9997
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-14,10,100.00,106.40,6.40,1.0640
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-21,28,106.40,121.81,14.49,1.1449
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-07-28,30,121.81,121.10,-0.58,0.9942
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-04,47,121.10,141.81,17.10,1.1710
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-11,31,141.81,177.92,25.46,1.2546
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-18,31,177.92,207.50,16.62,1.1662
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-08-25,30,207.50,262.34,26.43,1.2643
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-01,18,262.34,306.52,16.84,1.1684
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-08,36,306.52,282.23,-7.92,0.9208
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-15,23,282.23,289.23,2.48,1.0248
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-22,22,289.23,445.53,54.04,1.5404
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-09-29,22,445.53,563.45,26.47,1.2647
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-06,26,563.45,857.35,52.16,1.5216
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-13,18,857.35,1010.77,17.89,1.1789
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-20,18,1010.77,1017.79,0.70,1.0070
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-10-27,11,1017.79,1099.50,8.03,1.0803
PT2-3_SL25_TS10@1.3_NoExitCross_KijunSL_Clamp80,2025-11-03,2,1099.50,1099.17,-0.03,0.9997
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-14,10,100.00,106.92,6.92,1.0692
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-21,28,106.92,121.46,13.60,1.1360
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-07-28,30,121.46,122.79,1.09,1.0109
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-04,47,122.79,147.14,19.84,1.1984
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-11,31,147.14,182.93,24.32,1.2432
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-18,31,182.93,223.03,21.92,1.2192
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-08-25,30,223.03,283.40,27.07,1.2707
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-01,18,283.40,325.19,14.75,1.1475
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-08,36,325.19,306.48,-5.75,0.9425
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-15,23,306.48,316.93,3.41,1.0341
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-22,22,316.93,480.81,51.71,1.5171
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-09-29,22,480.81,560.33,16.54,1.1654
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-06,26,560.33,842.57,50.37,1.5037
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-13,18,842.57,1004.28,19.19,1.1919
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-20,18,1004.28,1011.26,0.70,1.0070
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-10-27,11,1011.26,1097.62,8.54,1.0854
PT1.5_SL20_TS10@1.3_NoExitCross_KijunSL_Clamp85,2025-11-03,2,1097.62,1097.28,-0.03,0.9997
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-07-14,10,100.00,106.26,6.26,1.0626
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-07-21,28,106.26,121.38,14.23,1.1423
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-07-28,30,121.38,119.37,-1.66,0.9834
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-04,47,119.37,138.50,16.03,1.1603
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-11,31,138.50,173.63,25.37,1.2537
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-18,31,173.63,212.72,22.51,1.2251
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-08-25,30,212.72,267.58,25.79,1.2579
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-01,18,267.58,312.65,16.84,1.1684
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-08,36,312.65,283.45,-9.34,0.9066
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-15,23,283.45,290.48,2.48,1.0248
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-22,22,290.48,447.51,54.06,1.5406
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-09-29,22,447.51,563.53,25.93,1.2593
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-06,26,563.53,857.93,52.24,1.5224
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-13,18,857.93,1010.05,17.73,1.1773
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-20,18,1010.05,1017.07,0.70,1.0070
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-10-27,11,1017.07,1093.51,7.52,1.0752
PT2_SL25_TS10@1.3_NoExitCross_KijunSL_NoClamp,2025-11-03,2,1093.51,1093.18,-0.03,0.9997
