TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
312,2025-09-24T13:39:56.000Z,1.371854,98.99,37.19,1085.31,1122.12,989.92
313,2025-09-24T13:53:57.000Z,0.990105,102.27,-0.99,1122.12,1121.11,1022.71
314,2025-09-24T21:44:44.000Z,1.720546,105.54,72.05,1121.11,1197.15,1055.40
315,2025-09-25T13:33:43.000Z,1.000000,108.34,0.00,1197.15,1197.15,1083.42
316,2025-09-25T13:33:43.000Z,1.281384,111.14,28.14,1197.15,1228.43,1111.37
317,2025-09-25T20:02:54.000Z,0.990649,114.27,-0.94,1228.43,1227.36,1142.75
318,2025-09-26T10:38:59.000Z,1.095201,116.84,9.52,1227.36,1238.48,1168.38
319,2025-09-26T13:12:39.000Z,0.973235,119.03,-2.68,1238.48,1235.30,1190.26
320,2025-09-26T15:00:32.000Z,0.929238,120.64,-7.08,1235.30,1226.76,1206.43
321,2025-09-26T19:18:46.000Z,1.303424,122.15,30.34,1226.76,1263.82,1221.52
322,2025-09-27T15:42:09.000Z,1.614343,123.10,61.43,1263.82,1339.45,1231.04
323,2025-09-29T00:05:07.000Z,0.800000,125.14,-20.00,1339.45,1314.42,1251.37
324,2025-09-29T06:37:17.000Z,1.302519,126.37,30.25,1314.42,1352.65,1263.66
325,2025-09-29T08:40:14.000Z,1.000000,128.16,0.00,1352.65,1352.65,1281.55
326,2025-09-29T20:47:04.000Z,1.056341,129.79,5.63,1352.65,1359.96,1297.86
327,2025-10-01T09:30:48.000Z,0.920507,131.57,-7.95,1359.96,1349.50,1315.67
328,2025-10-02T20:34:55.000Z,0.913581,133.32,-8.64,1349.50,1337.98,1333.21
329,2025-10-02T20:43:20.000Z,1.302363,134.38,30.24,1337.98,1378.61,1343.80
330,2025-10-03T08:30:21.000Z,0.987273,134.94,-1.27,1378.61,1376.90,1349.40
331,2025-10-03T13:24:09.000Z,1.015457,135.83,1.55,1376.90,1379.00,1358.32
332,2025-10-03T17:44:25.000Z,1.010059,136.21,1.01,1379.00,1380.37,1362.09
333,2025-10-03T23:59:57.000Z,1.000000,136.60,0.00,1380.37,1380.37,1366.05
334,2025-10-04T15:37:01.000Z,0.800000,136.90,-20.00,1380.37,1352.99,1368.96
335,2025-10-04T20:12:23.000Z,0.967882,136.95,-3.21,1352.99,1348.59,1369.46
336,2025-10-05T04:23:09.000Z,0.955691,137.10,-4.43,1348.59,1342.51,1370.97
337,2025-10-05T16:13:07.000Z,0.928656,136.58,-7.13,1342.51,1332.77,1365.82
338,2025-10-06T18:48:25.000Z,3.510629,135.95,251.06,1332.77,1674.09,1359.51
339,2025-10-06T19:29:44.000Z,1.974510,140.17,97.45,1674.09,1810.69,1401.67
340,2025-10-07T11:13:25.000Z,0.949782,146.31,-5.02,1810.69,1803.34,1463.14
341,2025-10-07T12:11:31.000Z,0.977317,152.36,-2.27,1803.34,1799.88,1523.57
342,2025-10-07T12:44:14.000Z,0.884703,158.74,-11.53,1799.88,1781.58,1587.41
343,2025-10-08T07:20:42.000Z,0.862348,164.93,-13.77,1781.58,1758.88,1649.27
344,2025-10-08T12:49:00.000Z,1.447503,170.87,44.75,1758.88,1835.35,1708.75
345,2025-10-08T13:04:06.000Z,1.447503,178.05,44.75,1835.35,1915.03,1780.54
346,2025-10-08T13:07:39.000Z,0.989521,181.50,-1.05,1915.03,1913.12,1814.96
347,2025-10-08T22:57:25.000Z,1.016006,182.96,1.60,1913.12,1916.05,1829.60
348,2025-10-09T14:07:59.000Z,1.104035,184.57,10.40,1916.05,1935.25,1845.70
349,2025-10-09T16:15:43.000Z,0.971394,186.50,-2.86,1935.25,1929.92,1865.04
350,2025-10-10T12:24:41.000Z,0.948972,188.62,-5.10,1929.92,1920.29,1886.23
351,2025-10-10T13:09:34.000Z,1.331578,190.93,33.16,1920.29,1983.60,1909.29
352,2025-10-11T20:08:06.000Z,1.039075,193.05,3.91,1983.60,1991.15,1930.47
353,2025-10-12T03:50:59.000Z,1.025759,194.13,2.58,1991.15,1996.15,1941.34
354,2025-10-12T12:36:52.000Z,0.952086,195.32,-4.79,1996.15,1986.79,1953.20
355,2025-10-12T12:37:31.000Z,1.019000,196.33,1.90,1986.79,1990.52,1963.31
356,2025-10-12T22:12:22.000Z,0.991852,197.12,-0.81,1990.52,1988.91,1971.20
357,2025-10-13T11:59:16.000Z,1.001594,197.96,0.16,1988.91,1989.23,1979.63
358,2025-10-13T14:13:11.000Z,1.002696,198.95,0.27,1989.23,1989.76,1989.48
359,2025-10-13T16:37:35.000Z,1.004808,199.04,0.48,1989.76,1990.72,1990.36
360,2025-10-13T21:28:52.000Z,1.402837,199.03,40.28,1990.72,2070.90,1990.30
361,2025-10-14T17:39:22.000Z,1.080465,200.10,8.05,2070.90,2087.00,2000.97
362,2025-10-14T17:53:59.000Z,1.625631,201.53,62.56,2087.00,2213.08,2015.29
363,2025-10-15T00:15:18.000Z,0.945789,204.71,-5.42,2213.08,2201.98,2047.09
364,2025-10-15T00:21:59.000Z,1.004586,207.75,0.46,2201.98,2202.94,2077.52
365,2025-10-15T19:51:36.000Z,0.999550,210.81,-0.05,2202.94,2202.84,2108.05
366,2025-10-15T19:56:03.000Z,0.990495,213.85,-0.95,2202.84,2200.81,2138.49
367,2025-10-15T20:09:05.000Z,0.920125,216.85,-7.99,2200.81,2183.49,2168.51
368,2025-10-16T09:13:07.000Z,1.144178,218.46,14.42,2183.49,2214.98,2184.59
369,2025-10-17T14:25:39.000Z,0.977055,220.29,-2.29,2214.98,2209.93,2202.87
370,2025-10-18T07:59:44.000Z,0.800000,220.24,-20.00,2209.93,2165.88,2202.42
371,2025-10-18T11:21:23.000Z,1.042399,219.73,4.24,2165.88,2175.20,2197.27
372,2025-10-18T13:44:33.000Z,1.129249,219.33,12.92,2175.20,2203.55,2193.30
373,2025-10-18T15:10:26.000Z,0.800000,219.34,-20.00,2203.55,2159.68,2193.40
374,2025-10-19T08:45:52.000Z,1.000000,218.75,0.00,2159.68,2159.68,2187.53
375,2025-10-19T13:12:33.000Z,1.046682,218.41,4.67,2159.68,2169.87,2184.13
376,2025-10-20T08:05:58.000Z,0.910816,217.77,-8.92,2169.87,2150.45,2177.68
377,2025-10-20T22:21:19.000Z,0.995614,216.92,-0.44,2150.45,2149.50,2169.19
378,2025-10-21T15:44:31.000Z,1.004837,216.68,0.48,2149.50,2150.55,2166.85
379,2025-10-21T16:57:17.000Z,0.986098,216.33,-1.39,2150.55,2147.54,2163.33
380,2025-10-21T18:50:53.000Z,0.911331,215.53,-8.87,2147.54,2128.43,2155.32
381,2025-10-22T06:30:57.000Z,0.895983,215.09,-10.40,2128.43,2106.06,2150.86
382,2025-10-22T09:25:20.000Z,1.000000,214.32,0.00,2106.06,2106.06,2143.20
383,2025-10-22T10:28:54.000Z,0.921730,213.41,-7.83,2106.06,2089.35,2134.08
384,2025-10-22T12:21:59.000Z,0.945640,212.54,-5.44,2089.35,2077.80,2125.36
385,2025-10-22T16:34:47.000Z,1.000000,211.51,0.00,2077.80,2077.80,2115.11
386,2025-10-22T16:47:03.000Z,1.027261,210.47,2.73,2077.80,2083.54,2104.72
387,2025-10-23T15:11:28.000Z,0.957471,209.56,-4.25,2083.54,2074.63,2095.58
388,2025-10-23T17:14:29.000Z,0.943099,208.79,-5.69,2074.63,2062.75,2087.89
389,2025-10-24T02:27:39.000Z,1.479360,208.17,47.94,2062.75,2162.54,2081.70
390,2025-10-24T11:15:00.000Z,0.956201,208.98,-4.38,2162.54,2153.38,2089.77
391,2025-10-25T16:39:31.000Z,1.023523,209.89,2.35,2153.38,2158.32,2098.92
392,2025-10-26T21:00:04.000Z,0.923974,211.04,-7.60,2158.32,2142.27,2110.42
393,2025-10-27T00:38:11.000Z,1.101010,211.96,10.10,2142.27,2163.69,2119.63
394,2025-10-27T07:48:06.000Z,0.814805,213.11,-18.52,2163.69,2124.22,2131.08
395,2025-10-27T09:04:46.000Z,0.892620,213.82,-10.74,2124.22,2101.26,2138.17
396,2025-10-27T13:39:12.000Z,1.150165,214.37,15.02,2101.26,2133.45,2143.67
397,2025-10-27T16:28:45.000Z,0.926394,213.95,-7.36,2133.45,2117.70,2139.51
398,2025-10-27T21:15:01.000Z,1.005300,213.44,0.53,2117.70,2118.83,2134.42
399,2025-10-27T21:17:30.000Z,0.944418,212.88,-5.56,2118.83,2107.00,2128.77
400,2025-10-27T21:17:46.000Z,1.098303,212.37,9.83,2107.00,2127.88,2123.74
401,2025-10-27T21:20:01.000Z,0.889196,211.86,-11.08,2127.88,2104.40,2118.62
402,2025-10-28T17:19:56.000Z,1.113804,211.58,11.38,2104.40,2128.48,2115.79
403,2025-10-29T07:33:49.000Z,1.108712,211.97,10.87,2128.48,2151.52,2119.68
404,2025-10-29T13:45:29.000Z,0.990200,212.23,-0.98,2151.52,2149.44,2122.26
405,2025-10-29T23:45:20.000Z,1.322258,212.68,32.23,2149.44,2217.98,2126.79
406,2025-10-30T08:57:07.000Z,1.122558,214.10,12.26,2217.98,2244.22,2140.96
407,2025-10-30T11:10:35.000Z,0.897865,216.06,-10.21,2244.22,2222.15,2160.56
408,2025-10-30T16:43:50.000Z,0.970690,217.40,-2.93,2222.15,2215.78,2174.03
409,2025-10-31T15:51:22.000Z,0.984431,218.99,-1.56,2215.78,2212.37,2189.94
410,2025-10-31T16:36:07.000Z,1.000000,220.19,0.00,2212.37,2212.37,2201.93
411,2025-10-31T23:49:38.000Z,0.948975,221.06,-5.10,2212.37,2201.09,2210.62
412,2025-11-01T11:18:15.000Z,1.584312,221.80,58.43,2201.09,2330.69,2218.00
413,2025-11-02T23:34:58.000Z,1.041760,223.41,4.18,2330.69,2340.02,2234.10
