table_schema,table_name,ordinal_position,column_name,data_type,is_nullable
main,user_calls_d,12,mcap_usd,DOUBLE,YES
main,user_calls_d,13,price_usd,DOUBLE,YES
main,user_calls_d,14,first_caller,BOOLEAN,YES
main,user_calls_d,15,run_id,VARCHAR,NO
main,user_calls_d,16,inserted_at,TIMESTAMP,NO
optimizer,best_trials_v,1,run_id,VARCHAR,YES
optimizer,best_trials_v,2,trial_id,VARCHAR,YES
optimizer,best_trials_v,3,strategy_name,VARCHAR,YES
optimizer,best_trials_v,4,tp_mult,DOUBLE,YES
optimizer,best_trials_v,5,sl_mult,DOUBLE,YES
optimizer,best_trials_v,6,total_r,DOUBLE,YES
optimizer,best_trials_v,7,avg_r,DOUBLE,YES
optimizer,best_trials_v,8,win_rate,DOUBLE,YES
optimizer,best_trials_v,9,hit2x_pct,DOUBLE,YES
optimizer,best_trials_v,10,median_ath_mult,DOUBLE,YES
optimizer,best_trials_v,11,median_dd_pre2x,DOUBLE,YES
optimizer,best_trials_v,12,median_time_to_2x_min,DOUBLE,YES
optimizer,best_trials_v,13,objective_score,DOUBLE,YES
optimizer,best_trials_v,14,risk_adj_total_return_pct,DOUBLE,YES
optimizer,best_trials_v,15,duration_ms,INTEGER,YES
optimizer,best_trials_v,16,rank_by_objective,BIGINT,YES
optimizer,best_trials_v,17,rank_by_total_r,BIGINT,YES
optimizer,champion_validation_f,1,validation_id,VARCHAR,NO
optimizer,champion_validation_f,2,run_id,VARCHAR,NO
optimizer,champion_validation_f,3,phase_id,VARCHAR,NO
optimizer,champion_validation_f,4,champion_id,VARCHAR,NO
optimizer,champion_validation_f,5,island_id,VARCHAR,NO
optimizer,champion_validation_f,6,created_at,TIMESTAMP,NO
optimizer,champion_validation_f,7,n_lanes,INTEGER,YES
optimizer,champion_validation_f,8,lane_scores_json,VARCHAR,YES
optimizer,champion_validation_f,9,robust_score,DOUBLE,YES
optimizer,champion_validation_f,10,median_score,DOUBLE,YES
optimizer,champion_validation_f,11,p25_score,DOUBLE,YES
optimizer,champion_validation_f,12,mean_score,DOUBLE,YES
optimizer,champion_validation_f,13,worst_lane,VARCHAR,YES
optimizer,champion_validation_f,14,worst_lane_score,DOUBLE,YES
optimizer,champion_validation_f,15,lanes_passing,INTEGER,YES
optimizer,champion_validation_f,16,validation_rank,INTEGER,YES
optimizer,champion_validation_f,17,score_delta,DOUBLE,YES
optimizer,island_champions_f,1,champion_id,VARCHAR,NO
optimizer,island_champions_f,2,run_id,VARCHAR,NO
optimizer,island_champions_f,3,phase_id,VARCHAR,NO
optimizer,island_champions_f,4,island_id,VARCHAR,NO
optimizer,island_champions_f,5,created_at,TIMESTAMP,NO
optimizer,island_champions_f,6,tp_mult,DOUBLE,YES
optimizer,island_champions_f,7,sl_mult,DOUBLE,YES
optimizer,island_champions_f,8,params_json,VARCHAR,YES
optimizer,island_champions_f,9,discovery_score,DOUBLE,YES
optimizer,island_champions_f,10,median_test_r,DOUBLE,YES
optimizer,island_champions_f,11,passes_gates,BOOLEAN,YES
optimizer,island_champions_f,12,island_size,INTEGER,YES
optimizer,island_champions_f,13,island_centroid_json,VARCHAR,YES
optimizer,island_champions_f,14,validation_status,VARCHAR,YES
optimizer,islands_f,1,island_id,VARCHAR,NO
optimizer,islands_f,2,run_id,VARCHAR,NO
optimizer,islands_f,3,phase_id,VARCHAR,NO
optimizer,islands_f,4,cluster_num,INTEGER,NO
optimizer,islands_f,5,created_at,TIMESTAMP,NO
optimizer,islands_f,6,centroid_tp_mult,DOUBLE,YES
optimizer,islands_f,7,centroid_sl_mult,DOUBLE,YES
optimizer,islands_f,8,centroid_json,VARCHAR,YES
optimizer,islands_f,9,spread_tp_mult,DOUBLE,YES
optimizer,islands_f,10,spread_sl_mult,DOUBLE,YES
optimizer,islands_f,11,n_members,INTEGER,YES
optimizer,islands_f,12,mean_robust_score,DOUBLE,YES
optimizer,islands_f,13,median_robust_score,DOUBLE,YES
optimizer,islands_f,14,best_robust_score,DOUBLE,YES
optimizer,islands_f,15,mean_median_test_r,DOUBLE,YES
optimizer,islands_f,16,mean_ratio,DOUBLE,YES
optimizer,islands_f,17,pct_pass_gates,DOUBLE,YES
optimizer,islands_f,18,members_json,VARCHAR,YES
optimizer,overfit_check_v,1,run_id,VARCHAR,YES
optimizer,overfit_check_v,2,run_type,VARCHAR,YES
optimizer,overfit_check_v,3,name,VARCHAR,YES
optimizer,overfit_check_v,4,n_trials,BIGINT,YES
optimizer,overfit_check_v,5,avg_objective,DOUBLE,YES
optimizer,overfit_check_v,6,best_objective,DOUBLE,YES
optimizer,overfit_check_v,7,avg_hit2x,DOUBLE,YES
optimizer,overfit_check_v,8,avg_dd_pre2x,DOUBLE,YES
optimizer,overfit_check_v,9,avg_time_to_2x,DOUBLE,YES
optimizer,overfit_check_v,10,created_at,TIMESTAMP,YES
optimizer,pipeline_phases_f,1,phase_id,VARCHAR,NO
optimizer,pipeline_phases_f,2,run_id,VARCHAR,NO
optimizer,pipeline_phases_f,3,phase_name,VARCHAR,NO
optimizer,pipeline_phases_f,4,phase_order,INTEGER,NO
optimizer,pipeline_phases_f,5,status,VARCHAR,NO
optimizer,pipeline_phases_f,6,started_at,TIMESTAMP,YES
optimizer,pipeline_phases_f,7,completed_at,TIMESTAMP,YES
optimizer,pipeline_phases_f,8,duration_ms,INTEGER,YES
optimizer,pipeline_phases_f,9,input_phase_id,VARCHAR,YES
optimizer,pipeline_phases_f,10,input_summary_json,VARCHAR,YES
optimizer,pipeline_phases_f,11,output_summary_json,VARCHAR,YES
optimizer,pipeline_phases_f,12,config_json,VARCHAR,YES
optimizer,pipeline_phases_f,13,error_message,VARCHAR,YES
optimizer,pipeline_phases_f,14,retry_count,INTEGER,YES
optimizer,pipeline_phases_f,15,notes,VARCHAR,YES
optimizer,pipeline_status_v,1,run_id,VARCHAR,YES
optimizer,pipeline_status_v,2,run_type,VARCHAR,YES
optimizer,pipeline_status_v,3,name,VARCHAR,YES
optimizer,pipeline_status_v,4,created_at,TIMESTAMP,YES
optimizer,pipeline_status_v,5,phase_name,VARCHAR,YES
optimizer,pipeline_status_v,6,phase_order,INTEGER,YES
optimizer,pipeline_status_v,7,phase_status,VARCHAR,YES
optimizer,pipeline_status_v,8,started_at,TIMESTAMP,YES
optimizer,pipeline_status_v,9,completed_at,TIMESTAMP,YES
optimizer,pipeline_status_v,10,duration_ms,INTEGER,YES
optimizer,pipeline_status_v,11,error_message,VARCHAR,YES
optimizer,recent_runs_v,1,run_id,VARCHAR,YES
optimizer,recent_runs_v,2,run_type,VARCHAR,YES
optimizer,recent_runs_v,3,created_at,TIMESTAMP,YES
optimizer,recent_runs_v,4,name,VARCHAR,YES
optimizer,recent_runs_v,5,date_from,DATE,YES
optimizer,recent_runs_v,6,date_to,DATE,YES
optimizer,recent_runs_v,7,alerts_total,INTEGER,YES
optimizer,recent_runs_v,8,n_trials,BIGINT,YES
optimizer,recent_runs_v,9,n_folds,BIGINT,YES
optimizer,recent_runs_v,10,total_ms,INTEGER,YES
optimizer,runs_d,1,run_id,VARCHAR,NO
optimizer,runs_d,2,run_type,VARCHAR,NO
optimizer,runs_d,3,created_at,TIMESTAMP,NO
optimizer,runs_d,4,name,VARCHAR,YES
optimizer,runs_d,5,date_from,DATE,YES
optimizer,runs_d,6,date_to,DATE,YES
optimizer,runs_d,7,alerts_total,INTEGER,YES
optimizer,runs_d,8,alerts_ok,INTEGER,YES
optimizer,runs_d,9,config_json,VARCHAR,YES
optimizer,runs_d,10,timing_json,VARCHAR,YES
optimizer,runs_d,11,summary_json,VARCHAR,YES
optimizer,runs_d,12,notes,VARCHAR,YES
optimizer,stress_lane_results_f,1,result_id,VARCHAR,NO
optimizer,stress_lane_results_f,2,run_id,VARCHAR,NO
optimizer,stress_lane_results_f,3,phase_id,VARCHAR,NO
optimizer,stress_lane_results_f,4,champion_id,VARCHAR,NO
optimizer,stress_lane_results_f,5,lane_name,VARCHAR,NO
optimizer,stress_lane_results_f,6,created_at,TIMESTAMP,NO
optimizer,stress_lane_results_f,7,fee_bps,DOUBLE,YES
optimizer,stress_lane_results_f,8,slippage_bps,DOUBLE,YES
optimizer,stress_lane_results_f,9,latency_candles,INTEGER,YES
optimizer,stress_lane_results_f,10,stop_gap_prob,DOUBLE,YES
optimizer,stress_lane_results_f,11,stop_gap_mult,DOUBLE,YES
optimizer,stress_lane_results_f,12,lane_config_json,VARCHAR,YES
optimizer,stress_lane_results_f,13,test_r,DOUBLE,YES
optimizer,stress_lane_results_f,14,ratio,DOUBLE,YES
optimizer,stress_lane_results_f,15,passes_gates,BOOLEAN,YES
optimizer,stress_lane_results_f,16,duration_ms,INTEGER,YES
optimizer,stress_lane_results_f,17,summary_json,VARCHAR,YES
optimizer,trials_f,1,trial_id,VARCHAR,NO
optimizer,trials_f,2,run_id,VARCHAR,NO
optimizer,trials_f,3,created_at,TIMESTAMP,NO
optimizer,trials_f,4,strategy_name,VARCHAR,YES
optimizer,trials_f,5,tp_mult,DOUBLE,YES
optimizer,trials_f,6,sl_mult,DOUBLE,YES
optimizer,trials_f,7,intrabar_order,VARCHAR,YES
optimizer,trials_f,8,params_json,VARCHAR,YES
optimizer,trials_f,9,date_from,DATE,YES
optimizer,trials_f,10,date_to,DATE,YES
optimizer,trials_f,11,entry_mode,VARCHAR,YES
optimizer,trials_f,12,horizon_hours,INTEGER,YES
optimizer,trials_f,13,alerts_total,INTEGER,YES
optimizer,trials_f,14,alerts_ok,INTEGER,YES
optimizer,trials_f,15,total_r,DOUBLE,YES
optimizer,trials_f,16,avg_r,DOUBLE,YES
optimizer,trials_f,17,avg_r_win,DOUBLE,YES
optimizer,trials_f,18,avg_r_loss,DOUBLE,YES
optimizer,trials_f,19,r_profit_factor,DOUBLE,YES
optimizer,trials_f,20,win_rate,DOUBLE,YES
optimizer,trials_f,21,profit_factor,DOUBLE,YES
optimizer,trials_f,22,expectancy_pct,DOUBLE,YES
optimizer,trials_f,23,total_return_pct,DOUBLE,YES
optimizer,trials_f,24,risk_adj_total_return_pct,DOUBLE,YES
optimizer,trials_f,25,hit2x_pct,DOUBLE,YES
optimizer,trials_f,26,hit3x_pct,DOUBLE,YES
optimizer,trials_f,27,hit4x_pct,DOUBLE,YES
optimizer,trials_f,28,median_ath_mult,DOUBLE,YES
optimizer,trials_f,29,p75_ath_mult,DOUBLE,YES
optimizer,trials_f,30,p95_ath_mult,DOUBLE,YES
optimizer,trials_f,31,median_time_to_2x_min,DOUBLE,YES
optimizer,trials_f,32,median_time_to_3x_min,DOUBLE,YES
optimizer,trials_f,33,median_dd_pre2x,DOUBLE,YES
optimizer,trials_f,34,p95_dd_pre2x,DOUBLE,YES
optimizer,trials_f,35,median_dd_overall,DOUBLE,YES
optimizer,trials_f,36,objective_score,DOUBLE,YES
optimizer,trials_f,37,duration_ms,INTEGER,YES
optimizer,trials_f,38,summary_json,VARCHAR,YES
optimizer,validation_summary_v,1,run_id,VARCHAR,YES
optimizer,validation_summary_v,2,champion_id,VARCHAR,YES
optimizer,validation_summary_v,3,island_id,VARCHAR,YES
optimizer,validation_summary_v,4,tp_mult,DOUBLE,YES
optimizer,validation_summary_v,5,sl_mult,DOUBLE,YES
optimizer,validation_summary_v,6,discovery_score,DOUBLE,YES
optimizer,validation_summary_v,7,validation_score,DOUBLE,YES
optimizer,validation_summary_v,8,score_delta,DOUBLE,YES
optimizer,validation_summary_v,9,worst_lane,VARCHAR,YES
optimizer,validation_summary_v,10,worst_lane_score,DOUBLE,YES
optimizer,validation_summary_v,11,lanes_passing,INTEGER,YES
optimizer,validation_summary_v,12,n_lanes,INTEGER,YES
optimizer,validation_summary_v,13,validation_rank,INTEGER,YES
optimizer,validation_summary_v,14,status,VARCHAR,YES
optimizer,walk_forward_f,1,fold_id,VARCHAR,NO
optimizer,walk_forward_f,2,run_id,VARCHAR,NO
optimizer,walk_forward_f,3,fold_num,INTEGER,NO
optimizer,walk_forward_f,4,created_at,TIMESTAMP,NO
optimizer,walk_forward_f,5,train_from,DATE,YES
optimizer,walk_forward_f,6,train_to,DATE,YES
optimizer,walk_forward_f,7,train_alerts,INTEGER,YES
optimizer,walk_forward_f,8,test_from,DATE,YES
optimizer,walk_forward_f,9,test_to,DATE,YES
optimizer,walk_forward_f,10,test_alerts,INTEGER,YES
optimizer,walk_forward_f,11,best_tp_mult,DOUBLE,YES
optimizer,walk_forward_f,12,best_sl_mult,DOUBLE,YES
optimizer,walk_forward_f,13,best_params_json,VARCHAR,YES
optimizer,walk_forward_f,14,train_win_rate,DOUBLE,YES
optimizer,walk_forward_f,15,train_avg_r,DOUBLE,YES
optimizer,walk_forward_f,16,train_total_r,DOUBLE,YES
optimizer,walk_forward_f,17,test_win_rate,DOUBLE,YES
optimizer,walk_forward_f,18,test_avg_r,DOUBLE,YES
optimizer,walk_forward_f,19,test_total_r,DOUBLE,YES
optimizer,walk_forward_f,20,delta_avg_r,DOUBLE,YES
optimizer,walk_forward_f,21,delta_total_r,DOUBLE,YES
optimizer,walk_forward_f,22,notes,VARCHAR,YES
optimizer,walk_forward_summary_v,1,run_id,VARCHAR,YES
optimizer,walk_forward_summary_v,2,n_folds,BIGINT,YES
optimizer,walk_forward_summary_v,3,avg_train_r,DOUBLE,YES
optimizer,walk_forward_summary_v,4,avg_test_r,DOUBLE,YES
optimizer,walk_forward_summary_v,5,median_test_r,DOUBLE,YES
optimizer,walk_forward_summary_v,6,avg_delta_r,DOUBLE,YES
optimizer,walk_forward_summary_v,7,folds_profitable,HUGEINT,YES
optimizer,walk_forward_summary_v,8,folds_improved,HUGEINT,YES
optimizer,walk_forward_summary_v,9,worst_fold_r,DOUBLE,YES
raw,messages_f,1,chat_id,BIGINT,NO
raw,messages_f,2,message_id,BIGINT,NO
raw,messages_f,3,ts_ms,BIGINT,YES
raw,messages_f,4,from_name,VARCHAR,YES
raw,messages_f,5,text,VARCHAR,YES
raw,messages_f,6,reply_to_message_id,BIGINT,YES
raw,messages_f,7,raw_json,VARCHAR,YES
raw,messages_f,8,parse_run_id,VARCHAR,YES
raw,messages_f,9,ingested_at,TIMESTAMP,YES
