TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
46,2025-08-08T00:20:19.000Z,0.947081,10.15,-0.54,107.18,106.64,101.53
47,2025-08-08T07:33:56.000Z,0.879654,10.21,-1.23,106.64,105.41,102.08
48,2025-08-08T08:31:49.000Z,1.190698,10.26,1.96,105.41,107.37,102.64
49,2025-08-08T12:10:57.000Z,1.094498,10.36,0.98,107.37,108.35,103.60
50,2025-08-08T15:29:17.000Z,1.003702,10.47,0.04,108.35,108.39,104.70
51,2025-08-08T16:59:57.000Z,0.920025,10.56,-0.84,108.39,107.54,105.59
52,2025-08-09T00:18:29.000Z,0.792880,10.64,-2.20,107.54,105.34,106.38
53,2025-08-09T14:09:20.000Z,1.293735,10.65,3.13,105.34,108.46,106.47
54,2025-08-10T07:01:13.000Z,0.980198,10.69,-0.21,108.46,108.25,106.86
55,2025-08-10T10:04:15.000Z,0.950147,10.73,-0.53,108.25,107.72,107.29
56,2025-08-10T13:05:18.000Z,0.894928,10.73,-1.13,107.72,106.59,107.35
57,2025-08-10T18:31:15.000Z,1.065731,10.73,0.71,106.59,107.30,107.34
58,2025-08-11T07:17:45.000Z,0.938754,10.75,-0.66,107.30,106.64,107.53
59,2025-08-11T08:28:04.000Z,0.987214,10.75,-0.14,106.64,106.50,107.46
60,2025-08-11T09:32:59.000Z,1.116928,10.73,1.25,106.50,107.75,107.27
61,2025-08-12T10:27:26.000Z,0.792015,10.72,-2.23,107.75,105.52,107.21
62,2025-08-12T10:38:05.000Z,0.987159,10.70,-0.14,105.52,105.39,107.01
63,2025-08-12T12:07:40.000Z,0.961671,10.70,-0.41,105.39,104.98,107.01
64,2025-08-12T12:32:01.000Z,0.994713,10.67,-0.06,104.98,104.92,106.66
65,2025-08-12T17:35:55.000Z,1.544529,10.63,5.79,104.92,110.71,106.33
66,2025-08-12T21:22:33.000Z,0.792015,10.66,-2.22,110.71,108.49,106.63
67,2025-08-12T21:41:58.000Z,0.980578,10.68,-0.21,108.49,108.29,106.82
68,2025-08-13T21:42:39.000Z,0.792015,10.69,-2.22,108.29,106.06,106.92
69,2025-08-14T15:03:04.000Z,1.511907,10.69,5.47,106.06,111.53,106.86
70,2025-08-14T22:05:51.000Z,0.929806,10.74,-0.75,111.53,110.78,107.36
71,2025-08-15T14:26:40.000Z,0.851018,10.77,-1.60,110.78,109.17,107.67
72,2025-08-16T23:18:28.000Z,1.095439,10.80,1.03,109.17,110.21,108.03
73,2025-08-17T23:36:28.000Z,1.352915,10.85,3.83,110.21,114.03,108.51
74,2025-08-18T01:12:36.000Z,1.167962,10.94,1.84,114.03,115.87,109.42
75,2025-08-18T11:20:52.000Z,0.942011,11.05,-0.64,115.87,115.23,110.51
76,2025-08-19T04:08:32.000Z,0.946816,11.10,-0.59,115.23,114.64,110.97
77,2025-08-19T04:22:34.000Z,0.983823,11.16,-0.18,114.64,114.46,111.58
78,2025-08-19T13:24:27.000Z,0.792015,11.22,-2.33,114.46,112.13,112.20
79,2025-08-19T20:04:16.000Z,1.120201,11.28,1.36,112.13,113.48,112.81
80,2025-08-19T23:20:43.000Z,1.111376,11.30,1.26,113.48,114.74,113.00
81,2025-08-20T07:36:33.000Z,0.995728,11.34,-0.05,114.74,114.69,113.40
82,2025-08-20T08:27:01.000Z,1.016468,11.39,0.19,114.69,114.88,113.95
83,2025-08-20T14:10:35.000Z,0.983262,11.44,-0.19,114.88,114.69,114.42
84,2025-08-20T14:43:50.000Z,1.366970,11.45,4.20,114.69,118.89,114.48
85,2025-08-20T14:51:51.000Z,0.975553,11.48,-0.28,118.89,118.61,114.78
86,2025-08-20T16:48:40.000Z,0.980198,11.51,-0.23,118.61,118.38,115.12
87,2025-08-20T18:53:19.000Z,0.792015,11.55,-2.40,118.38,115.98,115.50
88,2025-08-22T17:59:13.000Z,0.815961,11.56,-2.13,115.98,113.85,115.65
89,2025-08-23T12:09:59.000Z,0.958346,11.58,-0.48,113.85,113.37,115.82
90,2025-08-23T15:16:15.000Z,0.904827,11.58,-1.10,113.37,112.27,115.81
91,2025-08-23T18:51:02.000Z,0.939990,11.56,-0.69,112.27,111.57,115.56
92,2025-08-24T12:12:35.000Z,0.943195,11.52,-0.65,111.57,110.92,115.25
93,2025-08-24T20:26:45.000Z,0.983568,11.49,-0.19,110.92,110.73,114.85
94,2025-08-24T23:17:18.000Z,1.477061,11.45,5.46,110.73,116.19,114.46
95,2025-08-26T00:33:48.000Z,0.894690,11.42,-1.20,116.19,114.99,114.19
96,2025-08-26T21:40:27.000Z,0.983283,11.38,-0.19,114.99,114.80,113.83
97,2025-08-27T00:55:22.000Z,0.992902,11.35,-0.08,114.80,114.72,113.47
98,2025-08-27T13:10:34.000Z,0.952149,11.33,-0.54,114.72,114.17,113.34
99,2025-08-27T15:11:15.000Z,1.153355,11.34,1.74,114.17,115.91,113.37
100,2025-08-28T17:18:47.000Z,1.037064,11.36,0.42,115.91,116.33,113.63
101,2025-08-28T18:17:24.000Z,0.971744,11.40,-0.32,116.33,116.01,114.03
102,2025-08-29T08:27:49.000Z,0.957257,11.45,-0.49,116.01,115.52,114.48
103,2025-08-31T12:29:06.000Z,0.921749,11.49,-0.90,115.52,114.62,114.94
104,2025-08-31T14:43:48.000Z,0.940156,11.53,-0.69,114.62,113.93,115.33
105,2025-09-01T05:07:44.000Z,0.907758,11.51,-1.06,113.93,112.87,115.10
106,2025-09-01T17:26:34.000Z,0.958760,11.49,-0.47,112.87,112.40,114.89
107,2025-09-02T12:17:34.000Z,1.609752,11.47,6.99,112.40,119.39,114.65
108,2025-09-03T06:34:05.000Z,0.792015,11.51,-2.39,119.39,116.99,115.12
109,2025-09-03T14:44:24.000Z,0.941871,11.54,-0.67,116.99,116.32,115.40
110,2025-09-03T14:44:40.000Z,0.792015,11.54,-2.40,116.32,113.92,115.44
111,2025-09-04T07:28:49.000Z,0.863987,11.52,-1.57,113.92,112.36,115.20
112,2025-09-04T22:48:30.000Z,0.973199,11.48,-0.31,112.36,112.05,114.83
113,2025-09-04T22:49:01.000Z,0.873750,11.45,-1.45,112.05,110.60,114.49
114,2025-09-05T10:17:05.000Z,0.907310,11.41,-1.06,110.60,109.55,114.08
115,2025-09-05T12:12:05.000Z,0.973122,11.36,-0.31,109.55,109.24,113.65
116,2025-09-05T17:07:12.000Z,1.128480,11.33,1.46,109.24,110.70,113.28
117,2025-09-05T19:37:36.000Z,0.887617,11.31,-1.27,110.70,109.42,113.11
118,2025-09-06T08:41:22.000Z,0.888886,11.21,-1.25,109.42,108.18,112.12
119,2025-09-07T17:12:38.000Z,0.884550,11.12,-1.28,108.18,106.89,111.23
120,2025-09-08T07:32:50.000Z,1.278772,11.03,3.07,106.89,109.97,110.29
121,2025-09-08T12:32:36.000Z,1.150201,10.99,1.65,109.97,111.62,109.90
122,2025-09-08T19:09:45.000Z,1.433481,10.98,4.76,111.62,116.38,109.82
123,2025-09-09T02:21:18.000Z,0.989194,11.03,-0.12,116.38,116.26,110.25
124,2025-09-09T13:52:24.000Z,1.100790,11.08,1.12,116.26,117.38,110.82
125,2025-09-10T00:03:18.000Z,0.973186,11.16,-0.30,117.38,117.08,111.60
126,2025-09-10T03:30:39.000Z,0.970191,11.24,-0.34,117.08,116.74,112.39
127,2025-09-10T13:43:42.000Z,0.792015,11.30,-2.35,116.74,114.39,112.99
128,2025-09-10T19:28:52.000Z,0.898782,11.35,-1.15,114.39,113.24,113.49
129,2025-09-11T16:28:23.000Z,0.996056,11.40,-0.04,113.24,113.20,114.00
130,2025-09-11T16:49:39.000Z,1.009101,11.46,0.10,113.20,113.30,114.63
131,2025-09-11T17:26:18.000Z,0.958023,11.50,-0.48,113.30,112.82,114.96
132,2025-09-12T21:57:38.000Z,1.027856,11.51,0.32,112.82,113.14,115.08
133,2025-09-13T05:50:15.000Z,0.839976,11.48,-1.84,113.14,111.31,114.76
134,2025-09-13T11:02:41.000Z,0.941544,11.43,-0.67,111.31,110.64,114.26
135,2025-09-13T13:07:04.000Z,0.980198,11.36,-0.22,110.64,110.41,113.59
136,2025-09-13T22:12:39.000Z,0.792015,11.29,-2.35,110.41,108.06,112.92
137,2025-09-14T00:29:10.000Z,0.914183,11.21,-0.96,108.06,107.10,112.05
138,2025-09-14T00:33:28.000Z,0.980657,11.13,-0.22,107.10,106.89,111.32
139,2025-09-14T08:30:15.000Z,0.854113,11.07,-1.61,106.89,105.27,110.69
140,2025-09-14T15:39:10.000Z,0.792015,10.99,-2.29,105.27,102.99,109.90
141,2025-09-14T17:09:49.000Z,0.848241,10.89,-1.65,102.99,101.33,108.86
142,2025-09-14T23:49:47.000Z,1.279654,10.77,3.01,101.33,104.35,107.71
143,2025-09-15T12:25:46.000Z,1.189605,10.68,2.03,104.35,106.37,106.84
144,2025-09-15T16:42:48.000Z,1.224703,10.63,2.39,106.37,108.76,106.34
145,2025-09-15T16:45:30.000Z,0.930336,10.62,-0.74,108.76,108.02,106.15
146,2025-09-16T06:45:34.000Z,0.929270,10.59,-0.75,108.02,107.27,105.92
147,2025-09-16T11:06:10.000Z,0.942006,10.58,-0.61,107.27,106.66,105.84
148,2025-09-17T15:02:20.000Z,1.016086,10.58,0.17,106.66,106.83,105.79
