TradeNumber,TokenAddress,AlertTime,EntryTime,ExitTime,EntryPrice,ExitPrice,PnL,PnLPercent,MaxReached,HoldDurationMinutes,IsWin
23,6J5cjSYzohhiq5v8yTnchEcsG8W7DsM8SZaQ2G63bonk,2025-08-03T11:07:32.000Z,2025-08-07T04:00:00.000+10:00,2025-08-07T13:00:00.000+10:00,0.00001630,0.00001493,0.916197,-8.38,1.0000,540,No
24,EWvQGg6B3zbEbtViVa32DbTCHLzFQZpRob4sDUGfz7gg,2025-08-03T11:11:02.000Z,2025-08-05T12:00:00.000+10:00,2025-08-05T16:00:00.000+10:00,0.00000541,0.00000526,0.971294,-2.87,1.0000,240,No
25,3PNGsjuTjQmHPcyuuvPof7JA3E3PWeVnsfXqBod6LBjX,2025-08-03T14:57:40.000Z,2025-08-04T20:00:00.000+10:00,2025-08-04T21:00:00.000+10:00,0.00036420,0.00044894,1.232664,23.27,1.5967,60,Yes
26,3gFD6JcB1XUjuCG9RCoAjkRgDuceFQ7UQTxtLXzzpump,2025-08-05T09:25:24.000Z,2025-08-06T12:00:00.000+10:00,2025-08-06T17:00:00.000+10:00,0.00045335,0.00035995,0.793965,-20.60,1.0239,300,No
27,5zCETicUCJqJ5Z3wbfFPZqtSpHPYqnggs1wX7ZRpump,2025-08-06T01:06:19.000Z,2025-08-06T18:00:00.000+10:00,2025-08-06T19:00:00.000+10:00,0.01061444,0.01015872,0.957066,-4.29,1.0647,60,No
28,Ft7D6ZahYCGw5M3EnTJpkkH8MKTpNxQ1EteMLWfVpump,2025-08-06T18:44:55.000Z,2025-08-07T14:00:00.000+10:00,2025-08-07T16:00:00.000+10:00,0.00000542,0.00000611,1.128194,12.82,1.0190,120,Yes
29,5SgCFyzneQ5PckuRUoWF7dpAwVrj1VM5jcYokoJgpump,2025-08-06T23:16:00.000Z,2025-08-08T02:00:00.000+10:00,2025-08-08T04:00:00.000+10:00,0.00021246,0.00020674,0.973079,-2.69,1.0000,120,No
30,81KzC6LsZEN4BGcMRcg5BoanAsXk4ctP8gFhQDweBAGS,2025-08-07T07:52:17.000Z,2025-08-08T06:00:00.000+10:00,2025-08-08T07:00:00.000+10:00,0.00012107,0.00016664,1.376425,37.64,2.1679,60,Yes
31,H1AtqCyLvom6Z3CkCGPybUiHYEGaxUe53sAwQnmJpump,2025-08-10T22:54:21.000Z,2025-08-12T00:00:00.000+10:00,2025-08-12T01:00:00.000+10:00,0.00010601,0.00015153,1.429342,42.93,1.9157,60,Yes
32,5YkBTSHGFafaJuAqpB9h3Nuid5kSVrwUg3Ys3PmcbPE,2025-08-10T23:01:19.000Z,2025-08-13T01:00:00.000+10:00,2025-08-13T08:00:00.000+10:00,0.00000418,0.00000414,0.992370,-0.76,1.0515,420,No
33,7Am9zxtsCAvVeQvHCodT9LG3daMKRNg4rsUrFfvLpump,2025-08-12T10:28:36.000Z,2025-08-13T02:30:00.000+10:00,2025-08-13T03:25:00.000+10:00,0.00001531,0.00003142,2.052238,105.22,4.4047,55,Yes
34,5cTVN517CyBi9HNYcJGdgj4GxCFPu9xoiCdcRaynpump,2025-08-12T17:27:38.000Z,2025-08-14T06:00:00.000+10:00,2025-08-14T08:00:00.000+10:00,0.00005326,0.00005497,1.032121,3.21,1.0316,120,Yes
35,3kty49wTPyWSE75nb6BBkieF1XZgV4ULEkQg7C55bonk,2025-08-12T19:07:04.000Z,2025-08-13T16:00:00.000+10:00,2025-08-13T17:00:00.000+10:00,0.00000917,0.00000910,0.992025,-0.80,1.0720,60,No
36,G3C8bR1ogqcV9vqwv8iBjKPoZ5tsKaW6JJEeWFpgpump,2025-08-16T09:15:06.000Z,2025-08-17T05:00:00.000+10:00,2025-08-17T06:00:00.000+10:00,0.00027838,0.00028658,1.029476,2.95,1.4851,60,Yes
37,BjpsfUyqHntHwkj4XLrVa1uHRMJa4eDHfVcRL1xbpump,2025-08-16T12:30:08.000Z,2025-08-17T09:00:00.000+10:00,2025-08-17T10:00:00.000+10:00,0.00001179,0.00001501,1.273215,27.32,1.0000,60,Yes
38,FSTqi2HoXx81pxvWPoyfAVGcenMSe2y3Na7XhjRqq777,2025-08-16T15:30:31.000Z,2025-08-18T03:00:00.000+10:00,2025-08-18T05:00:00.000+10:00,0.00003081,0.00005579,1.810564,81.06,1.2965,120,Yes
39,EELXbotNHssWGVSRvGWg59zarDrjfWVDyKuYwbgPfmUR,2025-08-18T19:58:46.000Z,2025-08-20T14:00:00.000+10:00,2025-08-20T17:00:00.000+10:00,0.00000567,0.00000556,0.980198,-1.98,1.0000,180,No
40,GYKBbafCYFwd9gYrZuVQ4yYwdHgbxJ1HRQh8jN6Apump,2025-08-24T12:15:10.000Z,2025-08-25T14:00:00.000+10:00,2025-08-25T16:00:00.000+10:00,0.00173354,0.00151989,0.876755,-12.32,1.0000,120,No
41,9CdGadm9TyWqyMZ73odktDZFzvR6ce24uD9qXEAqpump,2025-08-25T13:08:30.000Z,2025-08-27T03:00:00.000+10:00,2025-08-27T12:00:00.000+10:00,0.00000533,0.00000522,0.980198,-1.98,1.0000,540,No
42,4pTN87RQi7Bt7yzU3CFk6FDiD8BYbH2dFYPwsAfjBAGS,2025-08-26T21:29:37.000Z,2025-08-28T10:00:00.000+10:00,2025-08-28T12:00:00.000+10:00,0.00008504,0.00009009,1.059367,5.94,1.0556,120,Yes
43,Hnq9gGF2HFShcNg7U6pU1xxNs7zwvD5E1LoLdjMApump,2025-08-27T00:56:42.000Z,2025-08-28T07:00:00.000+10:00,2025-08-28T11:00:00.000+10:00,0.00084370,0.00069072,0.818680,-18.13,1.0000,240,No
44,BFhwU8vyK4v1bm3uva4TXrrhN1md1eSpx75ah245oxSr,2025-09-04T12:33:55.000Z,2025-09-05T11:00:00.000+10:00,2025-09-05T12:00:00.000+10:00,0.00022220,0.00027626,1.243274,24.33,1.4762,60,Yes
45,pFr2PvEenYcE29noLkz5EAh1LKKxUUEU14KBeespump,2025-09-17T11:26:28.000Z,2025-09-18T04:00:00.000+10:00,2025-09-18T05:00:00.000+10:00,0.00004604,0.00006137,1.332861,33.29,1.7401,60,Yes
46,7PUABzBAn1rGKaaKwhfetgkuwf2ghrEETaEBKswpump,2025-09-18T09:59:34.000Z,2025-09-19T11:00:00.000+10:00,2025-09-19T12:00:00.000+10:00,0.00056156,0.00046858,0.834427,-16.56,1.2312,60,No
47,CLZsPodCwpsqtj4Z9VWVQvQn128rU8xAAVrAnzowpump,2025-09-18T11:54:25.000Z,2025-09-19T09:00:00.000+10:00,2025-09-19T10:00:00.000+10:00,0.00004823,0.00005045,1.046025,4.60,1.1801,60,Yes
48,9pNB7i11zqxpBMY1629qG95r1rSazzMdPqXVepe9bonk,2025-09-18T19:43:47.000Z,2025-09-20T12:00:00.000+10:00,2025-09-20T15:00:00.000+10:00,0.00000315,0.00000309,0.980198,-1.98,1.0000,180,No
49,0x0ace816a5336d8bdf8dece69cf084a03e36c4444,2025-09-26T12:43:00.000Z,2025-09-27T14:00:00.000+10:00,2025-09-27T16:00:00.000+10:00,0.00058486,0.00051634,0.882854,-11.71,1.0000,120,No
50,9tbJGeXNHsLEkncTRSUF7Cn2k6Meji5wvz4jpagmpump,2025-09-26T18:07:26.000Z,2025-09-27T21:00:00.000+10:00,2025-09-28T01:00:00.000+10:00,0.00045488,0.00038458,0.845454,-15.45,1.1360,240,No
51,GSSPA5zDNqpmao8BFnUHnnQrc3tgUeoVSesXtHhxpump,2025-09-28T17:10:06.000Z,2025-09-29T14:00:00.000+10:00,2025-09-29T15:00:00.000+10:00,0.00029326,0.00025436,0.867351,-13.26,1.0000,60,No
52,BqndqeBCNSEftBKmbTbLVx1RX5zd5J3AGL9sG55Jpump,2025-09-28T19:25:52.000Z,2025-10-01T20:00:00.000+10:00,2025-10-01T22:00:00.000+10:00,0.00041900,0.00036626,0.874130,-12.59,1.0067,120,No
53,J4ZCYMFBJDYeM3rVpFxCAZ9i2Q5CymU8fTVRhrxxpump,2025-09-29T08:26:40.000Z,2025-10-01T10:00:00.000+10:00,2025-10-01T17:00:00.000+10:00,0.00000612,0.00000600,0.980198,-1.98,1.0000,420,No
54,0x373b4c2c5A153Bcd5f75d416D69f80a370824444,2025-10-03T01:34:30.000Z,2025-10-04T04:00:00.000+10:00,2025-10-04T06:00:00.000+10:00,0.00070595,0.00069684,0.987096,-1.29,1.3764,120,No
55,0x82ea9bdf44a74f7b7f428af43fb5a47321c79c89,2025-10-04T16:49:52.000Z,2025-10-07T07:00:00.000+11:00,2025-10-08T03:00:00.000+11:00,0.00000000,0.00000000,0.978099,-2.19,1.0000,1200,No
56,4PbBkuZvub6Ugj8KwCCRsqk1Ya2defHXn7RSLbbEpump,2025-10-10T18:02:07.000Z,2025-10-11T14:00:00.000+11:00,2025-10-11T16:00:00.000+11:00,0.00010123,0.00008597,0.849261,-15.07,1.0812,120,No
57,BkpWhFKu3RfXdSuExb8fCZq1jdByLqRje6gucLsYpump,2025-10-11T12:22:26.000Z,2025-10-14T05:00:00.000+11:00,2025-10-14T14:00:00.000+11:00,0.00000486,0.00000493,1.014309,1.43,1.1841,540,Yes
58,0xafd9480304aa4b6ce0a27df996dbef64559e4444,2025-10-11T12:26:42.000Z,2025-10-14T10:00:00.000+11:00,2025-10-14T12:00:00.000+11:00,0.00004473,0.00006047,1.351889,35.19,1.0875,120,Yes
59,0xb5bb0d9e7bf2cfd60ebfe5127f8a6e1c10a74444,2025-10-12T00:10:38.000Z,2025-10-15T04:00:00.000+11:00,2025-10-15T13:00:00.000+11:00,0.00002343,0.00002195,0.937067,-6.29,1.0000,540,No
60,0xc9bb8fc6513b4b4aa0df03229f31f2c2bdcb4444,2025-10-13T11:14:01.000Z,2025-10-17T00:00:00.000+11:00,2025-10-17T03:00:00.000+11:00,0.00009366,0.00008220,0.877634,-12.24,1.0000,180,No
61,0x2d506cf55229816263a1933e1b7f9a19fd174444,2025-10-14T17:31:33.000Z,2025-10-17T00:00:00.000+11:00,2025-10-17T02:00:00.000+11:00,0.00001842,0.00001922,1.043340,4.33,1.0000,120,Yes
62,0x312df46aaa8e8c8821e6fedccca237efa8f44444,2025-10-15T22:21:21.000Z,2025-10-16T22:00:00.000+11:00,2025-10-16T23:00:00.000+11:00,0.00140869,0.00127581,0.905669,-9.43,1.0346,60,No
63,0xC5E0F730f0a00747857203D9D517676004B84444,2025-10-16T08:08:15.000Z,2025-10-20T20:00:00.000+11:00,2025-10-20T21:00:00.000+11:00,0.00000803,0.00000770,0.958518,-4.15,1.0000,60,No
64,5SKLS8gvhJgAtmtmRr7SQg7NjoehutwK3vAzYPAYpump,2025-10-20T22:32:49.000Z,2025-10-23T06:00:00.000+11:00,2025-10-23T10:00:00.000+11:00,0.00058211,0.00055533,0.954000,-4.60,1.0000,240,No
65,DMqk1Lv7RCecPWyNJsZCuKpYfETbX8HkFSrP7AvEGFX7,2025-10-22T15:54:04.000Z,2025-10-23T19:00:00.000+11:00,2025-10-23T20:00:00.000+11:00,0.00000589,0.00000525,0.891353,-10.86,1.0000,60,No
66,0xCFa845C290d4be35e96Ec3b27D520bb3bA7A4444,2025-10-22T16:08:35.000Z,2025-10-23T11:00:00.000+11:00,2025-10-23T12:00:00.000+11:00,0.00049122,0.00051472,1.047843,4.78,1.0380,60,Yes
67,0x055224a7ba65ea0b40f306526b2c0ed01a5a4444,2025-10-24T01:15:27.000Z,2025-10-24T23:00:00.000+11:00,2025-10-25T00:00:00.000+11:00,0.00028547,0.00028578,1.001075,0.11,1.2563,60,Yes
68,4PumgvwXS6F1ScZxwtJxRf7M2N4RzGgVCHEo4pgJpump,2025-10-24T02:43:24.000Z,2025-10-25T07:00:00.000+11:00,2025-10-25T09:00:00.000+11:00,0.00000576,0.00001679,2.916213,191.62,1.0000,120,Yes
69,AUUu7yuTkwq46jLmZJQC9DbuAYWKvmwmpTUq6VLMpump,2025-10-24T10:43:24.000Z,2025-10-26T05:00:00.000+11:00,2025-10-26T11:00:00.000+11:00,0.00017539,0.00016599,0.946383,-5.36,1.1449,360,No
70,J1aQdXGPXEzLi6FyY1ia9tdoFenuc1T1oTUDLWa9pump,2025-10-24T14:40:09.000Z,2025-10-25T08:00:00.000+11:00,2025-10-25T10:00:00.000+11:00,0.00042400,0.00042062,0.992032,-0.80,1.0663,120,No
71,0x0a43fc31a73013089df59194872ecae4cae14444,2025-10-25T14:37:16.000Z,2025-10-26T10:00:00.000+11:00,2025-10-26T11:00:00.000+11:00,0.12646035,0.12268458,0.970143,-2.99,1.0085,60,No
72,7ztJWBzawnLB1UeEC1zRiyuxqhd2r3oxYYD2ouKVnBLV,2025-10-28T11:42:37.000Z,2025-10-29T17:00:00.000+11:00,2025-10-29T18:00:00.000+11:00,0.00019304,0.00023106,1.196962,19.70,1.5592,60,Yes
73,5yVT7keCgESd6S523y6EwiVfJ3JoRj8f28JkZt2ipump,2025-11-02T15:42:43.000Z,2025-11-05T16:00:00.000+11:00,2025-11-05T18:00:00.000+11:00,0.00000566,0.00000546,0.965303,-3.47,1.0000,120,No
