TradeNumber,AlertTime,PnL,PositionSize,TradeReturn,PortfolioBefore,PortfolioAfter,MovingAvgPortfolio
24,2025-07-30T09:49:37.000Z,0.948399,9.46,-0.49,95.34,94.86,94.58
25,2025-07-30T09:49:53.000Z,1.179804,9.45,1.70,94.86,96.56,94.49
26,2025-07-30T09:50:05.000Z,1.027078,9.45,0.26,96.56,96.81,94.49
27,2025-07-31T16:44:42.000Z,0.897865,9.46,-0.97,96.81,95.85,94.57
28,2025-07-31T21:10:31.000Z,1.026223,9.48,0.25,95.85,96.09,94.76
29,2025-08-01T08:05:27.000Z,1.007082,9.50,0.07,96.09,96.16,94.99
30,2025-08-01T08:46:37.000Z,0.792015,9.52,-1.98,96.16,94.18,95.23
31,2025-08-01T15:45:00.000Z,2.557323,9.55,14.87,94.18,109.05,95.48
32,2025-08-02T10:35:29.000Z,1.652061,9.69,6.32,109.05,115.37,96.95
33,2025-08-02T10:35:52.000Z,1.074411,9.90,0.74,115.37,116.11,99.03
34,2025-08-02T13:49:40.000Z,0.907233,10.11,-0.94,116.11,115.17,101.10
35,2025-08-02T14:14:42.000Z,0.792015,10.31,-2.15,115.17,113.03,103.14
36,2025-08-03T13:01:52.000Z,0.953589,10.48,-0.49,113.03,112.54,104.78
37,2025-08-03T20:42:07.000Z,1.011854,10.64,0.13,112.54,112.67,106.35
38,2025-08-04T08:13:35.000Z,1.373603,10.80,4.04,112.67,116.70,108.04
39,2025-08-04T08:13:54.000Z,0.967757,11.01,-0.35,116.70,116.35,110.10
40,2025-08-04T11:37:58.000Z,1.268707,11.21,3.01,116.35,119.36,112.12
41,2025-08-05T10:48:13.000Z,1.014994,11.46,0.17,119.36,119.53,114.63
42,2025-08-05T14:31:51.000Z,1.281955,11.57,3.26,119.53,122.79,115.68
43,2025-08-05T14:50:49.000Z,0.933078,11.64,-0.78,122.79,122.01,116.42
44,2025-08-05T19:06:18.000Z,1.013221,11.70,0.15,122.01,122.17,117.01
45,2025-08-05T22:43:23.000Z,0.963916,11.77,-0.42,122.17,121.74,117.71
46,2025-08-06T02:33:38.000Z,1.042335,11.86,0.50,121.74,122.25,118.59
47,2025-08-06T07:10:56.000Z,0.916040,11.96,-1.00,122.25,121.24,119.56
48,2025-08-06T09:25:45.000Z,0.873202,12.04,-1.53,121.24,119.72,120.41
49,2025-08-06T17:29:03.000Z,1.034447,12.07,0.42,119.72,120.13,120.72
50,2025-08-06T17:50:38.000Z,0.988764,12.11,-0.14,120.13,120.00,121.09
51,2025-08-07T07:37:18.000Z,1.001271,12.12,0.02,120.00,120.01,121.16
52,2025-08-07T07:49:31.000Z,0.956481,12.12,-0.53,120.01,119.48,121.21
53,2025-08-07T09:04:27.000Z,0.939901,12.09,-0.73,119.48,118.76,120.87
54,2025-08-07T09:04:46.000Z,1.161765,12.05,1.95,118.76,120.71,120.55
55,2025-08-07T13:02:57.000Z,0.991346,12.04,-0.10,120.71,120.60,120.40
56,2025-08-07T23:20:04.000Z,0.947081,12.03,-0.64,120.60,119.97,120.29
57,2025-08-07T23:48:45.000Z,0.836734,12.01,-1.96,119.97,118.01,120.06
58,2025-08-08T10:23:01.000Z,0.997256,11.97,-0.03,118.01,117.97,119.74
59,2025-08-08T12:35:00.000Z,1.407392,11.96,4.87,117.97,122.84,119.56
60,2025-08-08T18:05:28.000Z,0.843302,11.98,-1.88,122.84,120.97,119.83
61,2025-08-09T12:06:00.000Z,0.935816,11.99,-0.77,120.97,120.20,119.93
62,2025-08-09T14:28:23.000Z,1.293735,11.99,3.52,120.20,123.72,119.95
63,2025-08-10T13:36:17.000Z,0.792015,12.04,-2.50,123.72,121.22,120.37
64,2025-08-10T22:15:02.000Z,0.997685,12.06,-0.03,121.22,121.19,120.62
65,2025-08-10T23:57:19.000Z,1.166029,12.07,2.00,121.19,123.19,120.67
66,2025-08-11T07:38:55.000Z,0.792015,12.09,-2.52,123.19,120.68,120.93
67,2025-08-11T16:55:30.000Z,0.980721,12.10,-0.23,120.68,120.44,121.00
68,2025-08-11T23:16:19.000Z,0.985134,12.12,-0.18,120.44,120.26,121.24
69,2025-08-12T04:15:38.000Z,1.074880,12.15,0.91,120.26,121.17,121.47
70,2025-08-12T14:03:53.000Z,1.016116,12.13,0.20,121.17,121.37,121.30
71,2025-08-12T14:42:51.000Z,0.924732,12.13,-0.91,121.37,120.45,121.34
72,2025-08-12T15:17:10.000Z,0.792015,12.14,-2.52,120.45,117.93,121.37
73,2025-08-13T16:44:39.000Z,0.956414,12.08,-0.53,117.93,117.40,120.79
74,2025-08-14T02:27:35.000Z,0.815255,12.04,-2.22,117.40,115.18,120.41
75,2025-08-14T19:31:30.000Z,1.339270,11.98,4.06,115.18,119.24,119.81
76,2025-08-14T19:33:55.000Z,0.979891,11.94,-0.24,119.24,119.00,119.41
77,2025-08-14T22:10:53.000Z,0.929806,11.92,-0.84,119.00,118.17,119.25
78,2025-08-15T13:16:38.000Z,1.030582,11.90,0.36,118.17,118.53,119.02
79,2025-08-15T17:28:45.000Z,1.091802,11.88,1.09,118.53,119.62,118.85
80,2025-08-15T18:37:09.000Z,1.237438,11.87,2.82,119.62,122.44,118.69
81,2025-08-16T06:59:24.000Z,1.023773,11.88,0.28,122.44,122.72,118.80
82,2025-08-16T07:12:41.000Z,0.980198,11.90,-0.24,122.72,122.49,119.02
83,2025-08-16T08:28:03.000Z,1.029476,11.95,0.35,122.49,122.84,119.48
84,2025-08-16T08:43:22.000Z,1.002926,12.00,0.04,122.84,122.87,120.02
85,2025-08-16T12:07:42.000Z,0.978037,12.08,-0.27,122.87,122.61,120.79
86,2025-08-16T22:56:49.000Z,0.792015,12.11,-2.52,122.61,120.09,121.13
87,2025-08-17T01:15:59.000Z,0.845411,12.12,-1.87,120.09,118.22,121.24
88,2025-08-18T11:46:15.000Z,0.974883,12.12,-0.30,118.22,117.91,121.24
89,2025-08-19T14:18:41.000Z,2.452416,12.12,17.60,117.91,135.51,121.18
90,2025-08-20T09:24:12.000Z,0.975282,12.28,-0.30,135.51,135.21,122.77
91,2025-08-20T12:56:36.000Z,1.027065,12.40,0.34,135.21,135.54,124.05
92,2025-08-20T13:45:46.000Z,0.983262,12.53,-0.21,135.54,135.33,125.33
93,2025-08-21T00:50:46.000Z,0.981312,12.66,-0.24,135.33,135.10,126.61
94,2025-08-21T06:30:58.000Z,0.980198,12.78,-0.25,135.10,134.84,127.84
95,2025-08-21T11:24:17.000Z,0.899353,12.90,-1.30,134.84,133.55,129.04
96,2025-08-21T20:06:43.000Z,0.922417,13.01,-1.01,133.55,132.54,130.13
97,2025-08-22T08:53:33.000Z,1.343016,13.14,4.51,132.54,137.04,131.37
98,2025-08-24T11:13:46.000Z,0.920770,13.33,-1.06,137.04,135.99,133.26
99,2025-08-24T15:03:30.000Z,0.980791,13.51,-0.26,135.99,135.73,135.06
100,2025-08-24T18:33:45.000Z,1.235829,13.51,3.19,135.73,138.91,135.09
101,2025-08-25T17:12:44.000Z,0.940156,13.55,-0.81,138.91,138.10,135.46
102,2025-08-26T01:12:20.000Z,0.986150,13.57,-0.19,138.10,137.91,135.71
103,2025-08-26T12:42:13.000Z,0.966793,13.60,-0.45,137.91,137.46,135.97
104,2025-08-26T17:49:17.000Z,0.792015,13.62,-2.83,137.46,134.63,136.21
105,2025-08-27T11:07:51.000Z,0.980198,13.62,-0.27,134.63,134.36,136.19
106,2025-08-28T13:22:52.000Z,0.972650,13.63,-0.37,134.36,133.99,136.27
107,2025-08-29T18:41:19.000Z,1.568642,13.64,7.76,133.99,141.74,136.41
108,2025-08-29T21:04:17.000Z,0.949656,13.69,-0.69,141.74,141.05,136.88
109,2025-08-30T00:35:47.000Z,0.974037,13.74,-0.36,141.05,140.70,137.39
110,2025-08-30T13:02:15.000Z,0.984006,13.79,-0.22,140.70,140.48,137.89
111,2025-08-30T18:56:10.000Z,0.844975,13.80,-2.14,140.48,138.34,138.04
112,2025-08-31T02:50:16.000Z,0.980198,13.81,-0.27,138.34,138.06,138.07
113,2025-09-01T12:24:23.000Z,0.948905,13.81,-0.71,138.06,137.36,138.08
114,2025-09-02T11:49:55.000Z,1.609752,13.81,8.42,137.36,145.78,138.07
115,2025-09-03T00:04:58.000Z,0.941404,13.92,-0.82,145.78,144.96,139.19
116,2025-09-03T06:52:36.000Z,1.014453,14.02,0.20,144.96,145.16,140.25
117,2025-09-03T09:46:42.000Z,1.008053,14.14,0.11,145.16,145.28,141.36
118,2025-09-03T09:47:05.000Z,0.905275,14.17,-1.34,145.28,143.94,141.72
119,2025-09-03T12:38:06.000Z,1.354099,14.20,5.03,143.94,148.96,142.01
120,2025-09-03T14:02:51.000Z,0.990213,14.28,-0.14,148.96,148.82,142.83
121,2025-09-03T14:04:13.000Z,0.980198,14.37,-0.28,148.82,148.54,143.67
122,2025-09-03T21:01:20.000Z,0.968510,14.47,-0.46,148.54,148.08,144.69
123,2025-09-04T00:00:14.000Z,1.151758,14.57,2.21,148.08,150.30,145.69
124,2025-09-04T13:16:41.000Z,0.972750,14.70,-0.40,150.30,149.90,146.98
125,2025-09-05T10:00:37.000Z,0.907310,14.74,-1.37,149.90,148.53,147.39
126,2025-09-06T11:49:22.000Z,1.325058,14.78,4.80,148.53,153.33,147.75
127,2025-09-06T14:00:54.000Z,1.165491,14.86,2.46,153.33,155.79,148.57
128,2025-09-06T23:29:16.000Z,1.416083,14.96,6.23,155.79,162.02,149.62
129,2025-09-07T00:40:49.000Z,0.915576,15.14,-1.28,162.02,160.74,151.43
130,2025-09-07T15:30:11.000Z,0.827923,15.26,-2.63,160.74,158.11,152.60
131,2025-09-07T16:14:42.000Z,0.922099,15.35,-1.20,158.11,156.92,153.53
132,2025-09-09T02:24:15.000Z,0.989194,15.44,-0.17,156.92,156.75,154.37
133,2025-09-09T03:20:10.000Z,0.975871,15.52,-0.37,156.75,156.37,155.24
134,2025-09-09T08:23:24.000Z,1.210881,15.58,3.29,156.37,159.66,155.84
135,2025-09-09T08:42:39.000Z,0.980198,15.68,-0.31,159.66,159.35,156.82
136,2025-09-10T19:13:15.000Z,1.116487,15.79,1.84,159.35,161.19,157.90
137,2025-09-10T19:16:53.000Z,1.240730,15.87,3.82,161.19,165.01,158.69
138,2025-09-11T09:16:31.000Z,1.022291,15.96,0.36,165.01,165.37,159.61
139,2025-09-11T12:58:47.000Z,0.792015,15.99,-3.33,165.37,162.04,159.95
140,2025-09-11T18:56:13.000Z,1.083104,16.01,1.33,162.04,163.37,160.08
141,2025-09-11T21:29:12.000Z,1.278336,16.06,4.47,163.37,167.84,160.60
142,2025-09-12T02:28:13.000Z,1.006039,16.17,0.10,167.84,167.94,161.69
143,2025-09-12T07:21:27.000Z,1.245711,16.28,4.00,167.94,171.94,162.81
144,2025-09-13T06:41:46.000Z,0.969735,16.44,-0.50,171.94,171.44,164.37
145,2025-09-13T11:58:39.000Z,0.965069,16.55,-0.58,171.44,170.86,165.55
146,2025-09-13T12:48:04.000Z,1.242385,16.67,4.04,170.86,174.90,166.70
147,2025-09-13T20:14:06.000Z,1.898700,16.81,15.10,174.90,190.01,168.07
148,2025-09-13T23:15:01.000Z,0.980657,17.06,-0.33,190.01,189.68,170.57
149,2025-09-13T23:15:11.000Z,0.980198,17.30,-0.34,189.68,189.33,173.00
150,2025-09-14T21:02:32.000Z,0.976334,17.57,-0.42,189.33,188.92,175.73
151,2025-09-14T21:07:07.000Z,1.020527,17.83,0.37,188.92,189.28,178.29
152,2025-09-15T12:43:00.000Z,0.971274,18.04,-0.52,189.28,188.77,180.43
153,2025-09-15T16:38:19.000Z,1.224703,18.25,4.10,188.77,192.87,182.51
154,2025-09-17T15:52:35.000Z,0.965567,18.46,-0.64,192.87,192.23,184.61
155,2025-09-17T19:05:36.000Z,0.976759,18.67,-0.43,192.23,191.80,186.68
156,2025-09-17T20:54:01.000Z,0.860911,18.88,-2.63,191.80,189.17,188.78
157,2025-09-17T21:20:27.000Z,0.980198,19.02,-0.38,189.17,188.79,190.21
158,2025-09-19T08:46:17.000Z,1.301460,19.01,5.73,188.79,194.53,190.08
159,2025-09-19T18:07:44.000Z,0.955746,19.06,-0.84,194.53,193.68,190.57
160,2025-09-20T14:21:25.000Z,0.817321,19.10,-3.49,193.68,190.19,191.00
161,2025-09-23T14:18:00.000Z,0.832020,19.11,-3.21,190.19,186.98,191.13
162,2025-09-23T19:11:12.000Z,0.828207,19.09,-3.28,186.98,183.70,190.90
163,2025-09-24T12:09:21.000Z,0.982955,19.04,-0.32,183.70,183.38,190.39
164,2025-09-25T00:28:12.000Z,0.956275,18.94,-0.83,183.38,182.55,189.45
165,2025-09-27T08:59:30.000Z,0.911210,18.85,-1.67,182.55,180.88,188.48
166,2025-09-28T23:01:54.000Z,0.931080,18.74,-1.29,180.88,179.58,187.39
167,2025-09-30T14:30:38.000Z,0.792015,18.64,-3.88,179.58,175.71,186.43
168,2025-10-03T00:56:52.000Z,0.949651,18.51,-0.93,175.71,174.78,185.12
169,2025-10-06T13:38:54.000Z,0.993357,18.31,-0.12,174.78,174.65,183.14
170,2025-10-07T12:45:44.000Z,0.891430,18.12,-1.97,174.65,172.69,181.24
171,2025-10-08T19:04:45.000Z,0.980198,17.95,-0.36,172.69,172.33,179.49
172,2025-10-08T20:03:37.000Z,1.303074,17.80,5.40,172.33,177.73,178.02
173,2025-10-10T12:25:13.000Z,0.950561,17.74,-0.88,177.73,176.85,177.43
174,2025-10-13T17:42:56.000Z,1.041009,17.68,0.72,176.85,177.57,176.77
175,2025-10-14T18:01:40.000Z,1.363507,17.63,6.41,177.57,183.98,176.28
176,2025-10-16T18:44:45.000Z,1.114179,17.66,2.02,183.98,186.00,176.59
177,2025-10-17T19:30:09.000Z,0.983995,17.72,-0.28,186.00,185.71,177.23
178,2025-10-23T13:48:16.000Z,0.957868,17.82,-0.75,185.71,184.96,178.23
179,2025-10-24T02:27:15.000Z,0.971937,17.92,-0.50,184.96,184.46,179.25
180,2025-10-24T12:15:49.000Z,0.976031,18.02,-0.43,184.46,184.03,180.23
181,2025-10-25T20:24:09.000Z,0.792015,18.14,-3.77,184.03,180.26,181.36
182,2025-10-26T20:39:17.000Z,0.942447,18.22,-1.05,180.26,179.21,182.15
183,2025-10-27T10:49:47.000Z,0.931072,18.23,-1.26,179.21,177.95,182.30
184,2025-10-27T11:23:25.000Z,0.916829,18.24,-1.52,177.95,176.43,182.41
185,2025-10-27T12:06:50.000Z,0.916398,18.23,-1.52,176.43,174.91,182.30
186,2025-10-28T01:08:20.000Z,0.839564,18.14,-2.91,174.91,172.00,181.39
187,2025-10-30T14:04:59.000Z,1.597596,18.00,10.76,172.00,182.76,179.99
188,2025-11-02T13:37:52.000Z,1.032535,17.97,0.58,182.76,183.34,179.70
189,2025-11-02T15:06:04.000Z,0.952115,17.95,-0.86,183.34,182.48,179.53
